uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades
ahtluy80,5006365,Tracy Starks,1,-3.2,0.7,0.5
jfrfvb95,6018893,Willie Dyson,1,-2.1,1.1,4.5
ktbnmb11,2144348,Anthony Heckman,1,-2.9,0.8,0
apeeyb60,0785283,Robert Kelly,1,-0.7,1.5,1
aukpia74,3378725,Andrew Morrell,1,1.2,2.9,5
miqzwr32,8017677,Kenneth Lara,1,0,2.6,3
jrbawx35,8723306,Tracy Whitehurst,1,-2.8,0.5,3
vnffeq56,4055288,Wanda Stokes,1,-2.6,0.9,1.7
ranhye86,2850661,Virginia Englehardt,1,-4.2,-4,0
eheytx44,2662765,Timothy Train,1,-4,-0.5,-5
vbubmi73,7082407,Nicole Brown,1,-0.8,2.2,2.7
otaytc75,3549210,Dewayne Green,1,-2.3,-0.1,4
remgzf50,5863748,Santos Beam,1,-3.3,-0.5,3.1
xlxgir94,8208223,Wayne Shipp,1,-1.8,1.4,4
mofybo32,3912338,Rudolph Dobbs,1,-2.9,-1.2,1.5
pexzav23,0892640,Jane Rivas,1,-1.1,4.1,2
naxhwf27,1609917,Phyllis Bradt,1,-3.3,-0.6,0
abnjfr73,8308070,Peter Gurry,1,1.7,-2.3,0
wsvcjb65,5503745,Kathleen Brown,1,0.3,3,0
ukfmdv87,1201652,Donald Mccaffrey,1,-2.1,-0.9,0
yceuwr03,6092852,Leon Lopez,1,0.6,0.3,0
fglomr82,3698685,Consuelo Redmond,1,-0.6,0.3,0
mtqvit65,7338508,Jack Stark,1,-1.3,1,0
erupmt29,7749535,John Young,1,2.5,3,0
zvadxo41,9933634,David Cockrell,1,-2.1,-3.7,0
fryply52,8617159,Dong Hart,1,1.1,2.7,0
othhhj28,3403955,Betty Williamson,1,0.7,1.6,0
wiutfv50,7135192,Sabrina Humphrey,1,-0.9,-1.2,0
cfahsu29,9747200,Anthony Park,1,2.2,2.5,-99
ybzuld54,8861967,Armanda Hodges,1,-1.2,1.7,-99
bxxtfx78,3697635,Lois Dixon,1,-1.3,2.2,0
gmdbcz08,8751651,Amelia Davidson,1,3.1,1.2,-99
jzfjyd92,8534757,Ezequiel Holmes,1,0.3,1.7,-99
bsikxb17,8171843,Timothy Gale,1,-2.1,0.5,-0.6
hwblfc12,7868090,Linda Wilkinson,1,1.3,3.8,-99
esjxga62,3870265,Christy Vasquez,1,-1.2,0,-99
hvylzu69,9600978,Matthew Sedillo,1,0,1.7,-99
ilzqjm50,3139465,Terri Gonsalez,1,0.7,1.1,1
nlwcfl07,8881156,Robert Guy,1,-0.4,0,-99
otekos67,9240175,John Higgins,1,-3.4,-3.3,-99
lorwjj79,7108005,Bennett Rose,1,-0.2,2.2,-99
aipwca39,7142117,Nichole Malone,1,-5,-5,-99
fcrerv51,0024235,Aaron Pinto,1,-0.8,-0.3,-99
sfmueu34,3158076,Kenya Levy,1,-1.9,3,-99
akjgji25,2036378,Eleanore Matin,1,0.4,3.6,0
tcjdpe60,0949417,Kim Wittwer,1,-1.2,0.1,0
uwqjqm68,3428103,Ella Page,1,-0.7,2.5,0
pmowuu30,9380607,Anne Blaida,1,-1.6,0.7,0
iasxes35,4665393,Gary Kellar,1,-1.1,1.3,0
vpqwtd83,8970984,Mary Padovano,1,0.5,1.1,0.7
iroqhm42,1453098,Roy Clark,1,0.4,0.6,2.5
rbmwcr05,3792239,Kent Palmer,1,1.9,2.6,0
orpexq62,3567529,Jamie Curry,1,-2.9,-3,-0.1
xwzwlp39,1005139,Lynn Sheehan,1,-0.9,2.3,0
gkuhjt67,1453098,Louis Shelquist,1,-0.5,0.6,0
bsnpbe14,9930071,Maria Barer,1,-3.8,-3.3,0
twbyzt83,1492797,Christopher Salazar,1,0.9,3.6,0
iynjxt60,4286717,Sarah Leahy,1,3.6,1.9,0
fmzaed61,9829358,Bobbie Picerno,1,0.9,1.6,0
hptrmw92,4073980,Timothy Reilly,1,0.9,-0.9,0
onqhzu56,5008093,Vincent Nghiem,1,1.4,4.9,0
yocjqs30,5707914,Jeremy Wells,1,0.3,3.4,0
sybznj47,6895633,Stephanie Landry,1,-0.5,2.4,2.5
uswekh36,2557103,Michael Shipp,1,-4.7,-2.1,0
srkgef02,4784165,Lorraine Clemans,1,2.5,3.8,0
ptcxqe99,3867856,Billy Stanick,1,3.8,3.3,2.5
wkwpsd25,8334290,Scott Dicaprio,1,1.4,0.8,2.5
lgzfbp95,5757784,Jennifer Daus,1,1.7,-0.1,0
cmwcjj35,6621690,Vincent Salazar,1,0.3,1.2,0
uunvdg91,9043489,Edith Mucha,1,-1.3,-0.5,0
ybtwvq35,3378178,Danny January,1,-1,-0.6,2.5
tpnbhb56,8636851,Sonia Thomas,1,-1.3,1.7,-99
iglfgc15,5021362,Heather Collins,1,-3.3,-0.2,-99
trpcva76,7318806,Robert Lundy,1,-2,1.1,-99
cptnpx99,0368911,Teresa Wipf,1,-1.8,1.4,-99
ldzczs17,9234220,Andrea White,1,0.7,2.5,0
dhhrmb84,5419797,Michaela Glenn,1,-3,-0.2,0
xkmnsp06,7174205,Francisco Allen,1,-1.7,1,-99
ajhtes47,5705150,Beverly Raymond,1,-1.5,4.5,4.3
anjnwu06,0221184,Stacy Green,1,-2.5,2.5,2.8
qladvz40,2068271,Rene Roberson,1,-1.7,2.5,-99
qwfjvr48,9998785,Guadalupe Reidinger,1,-3.6,0.9,0
isismq08,4547997,Doreen Shea,1,-4.7,-3.3,-5
wbtazr66,0956015,Lucy Coffman,1,-2.4,-1.8,0
pxyyaf71,1816513,John Aranda,1,0.6,-0.4,-99
bdwojr39,6515948,Mark Beamer,1,-3,-1.2,0
rkrytj62,1830100,Michael Holt,1,-3.3,-1.7,5
bqelkl98,2610192,Gary Greening,1,-1.4,-0.3,0
tukxsp94,7924075,Earlene Westphal,1,-1.5,0.6,0
nwlekj72,9394380,Gary Howe,1,-2.2,-2.1,-99
zdbbqw40,9219302,Gayle Washington,1,-1.9,1.7,-99
lsazeg18,5533799,Vicky Colby,1,0.2,1.2,-99
rwugpy34,0338730,Martha Matz,1,1.9,-1.7,0
jnqflv33,3647969,Carlos Carrera,1,-1.4,1.2,0
vhczgz30,1329579,Gretchen Cornwell,1,-2.5,1.7,-99
sojrkt03,1203060,Curtis Smith,1,-0.2,-0.3,0
diglck46,6408305,Marilyn Gilmer,1,-1.5,-2.1,-99
nrfpbq85,4476497,Richard Derogatis,1,-0.1,2.7,0
rbwhxo67,8599376,Rebecca Bravo,1,-3.1,-4.2,0
gmpymt65,0941189,William Mathias,1,-2,-0.2,0
skvniv78,0802636,Paul Remis,1,-2.6,-1.1,-99
gdbgmi49,3169463,Arturo Cook,1,-1.3,-0.7,0
zaveiy10,4428337,Josephine Mcgray,1,1.1,-0.6,0
qbuiee05,4218714,Charles Medina,1,-4.3,-3.9,0
uqasgm38,8193282,Roland Duca,1,-3,-0.2,-4.1
wbsyos95,0381901,Frank Jacobson,1,-2.8,1.2,-99
rnhycd94,7987226,John Riley,1,-2.4,0.8,0
cvsfjl62,4943277,Jeffrey Potter,1,-1.2,0.5,0
ddacnn98,7552375,Cornelia Howe,1,0.2,-0.4,0
rbofuo45,0391156,Linda Porter,1,2.7,3.5,5
xctmcz27,9086497,Robert Herrick,1,-2.9,-2.5,0
jdsfos55,7796877,Shirley Stanley,1,-3.5,-4.4,-5
jfcpne77,4717201,Tina Davis,1,-2,-2.2,5
xufxqs13,9139308,Greg Apodaca,1,-0.9,0,5
hplbvb28,9945473,Rebecca Swanner,1,0,2.5,5
yjkwfo92,6851794,Johnnie Riggs,1,0.2,2,-99
eqnwrt69,9930319,Amanda Martin,1,-3.3,1.4,-99
ubxjya00,3370555,Kelsey Therrien,1,-1.9,2.2,0
dldmiv94,3391201,Bonnie Rice,1,-1.8,-0.2,-99
tyjbnt13,0573038,Phillip Senn,1,-2,3.3,5
fpdmtn73,5657177,Jerry Shelton,1,-0,4.3,5
ugkrzs98,1365997,James Jonason,1,-2.5,-2.4,0
qkdbbe39,3956332,Gloria Gould,1,-3.1,0.6,-99
zwfnud07,0454538,April Slauson,1,-0.4,4.9,5
gqmhjw65,4639168,Brigette Lewis,1,-2.4,2.8,0
dqlkik59,6933467,Robert Goldstein,1,-3,-0.5,2.1
myrrza48,3663289,Joshua Kaelin,1,-2.6,-0,-99
pvxawt61,9042559,Frank Fassett,1,-2.5,1.7,0
guvezr79,0855941,Anthony Lee,1,-3.3,1.2,-99
vpeple03,5025823,Martha Thomas,1,-1.3,1.9,5
pwnbjg88,4427195,Brian Pearce,1,-3.6,-1.5,-3.9
uqwtws04,0311534,Kerri Savini,1,-1.1,3.3,2.4
ghbcrp15,4075314,Jennifer Stockton,1,2.3,0.6,5
rqplgj16,7735125,Alan Flowers,1,2.8,1.4,2.5
humdvv28,6684584,Matthew Gullatte,1,-1.9,0,1.2
juujjt22,2459590,Margie Reese,1,0.7,0.1,5
egcwjo05,7882181,Darrin Wise,1,1.1,0.6,0.6
ambvuy71,2884698,Willie Hvizdos,1,-1,2.8,3.2
jxdglc18,3799053,John Hernandez,1,0.6,0.1,5
mldrvp40,3451764,Evelyn Strand,1,0.6,1.1,2.5
wqaafr25,6003653,James Perry,1,-1.5,0.9,3.7
dopbvt15,3446919,Gregory Parks,1,-0.8,0,5
wztfvx22,9829961,Edward Reynolds,1,-2.9,-3.3,-5
xzhuxi80,8570512,Darlene Johnson,1,-1.1,0.9,5
zdbdsi64,8888709,Arthur Hedgespeth,1,-0.6,0.9,5
gjtjhz12,8499583,Amanda Melle,1,-4.1,-2.7,-2.8
jcxmws91,0828758,Martha Shields,1,-0.8,-0.6,5
ittylh55,4607384,Billy Hamrick,1,0.6,1.8,5
efnznb54,0610471,Lois Dowell,1,-0.8,3.2,5
lfagzp86,3385859,Ray Nipper,1,-1.1,0.9,-0.3
wbmmdk78,1705784,Violet Trantham,1,-2.3,0.4,4.3
kjznpb52,8177246,Rachael Skinner,1,1.1,1.8,5
pjfwsj33,9613913,Debra Brown,1,0.6,1.3,3.7
ijvvju10,1639629,Loren Fontenette,1,-1.3,0.7,2.5
wrrtwy20,8276472,William James,1,1.7,0.1,5
jnugye47,5679860,Gerald Morgan,1,-2.6,1.9,3.7
fmndxv08,9117791,Karyn Evans,1,-2.1,1.2,2.5
yydmuy38,2416006,Juan Mcrae,1,-2.4,-1.2,2.7
qwbeus60,6621434,Ashley Webb,1,-0.3,0.1,5
cgpgdc50,5096961,Loretta Adams,1,-5,-2.4,-2.9
vtpscm82,3375048,Robin Meek,1,-1.7,-2.5,2.4
fzuhaq03,8379221,Jeffery Lunde,1,-0.7,1.5,5
kexzor20,1947478,John Recher,1,-1.7,-0.1,3.3
bzdesm96,2372433,Joanne Johnson,1,-2.5,-1.1,2.5
kazuan34,4034066,Nancy Hurley,1,-2,1.4,2.5
qknmgf61,0502401,Samuel Thielen,1,-3.4,-0.4,1.7
aynibs85,8480164,Katie Nelson,1,-1.4,0.8,2.5
mbnzmn48,7757281,Brenda Searcy,1,-0.1,4.2,3
wijwse17,3383902,Phyllis Kirby,1,-1.2,2.3,1.9
zszute44,1716004,Mark Bahr,1,-2.1,1.4,3.3
wfzeiy15,9931368,Patrick Gangler,1,-0.5,1.5,2.5
sxhdzj69,8612709,Robert Thornton,1,-2.3,0,3.9
sazaqa06,5030828,Jon Otte,1,1.8,4.1,4.6
erzugf75,1790015,Carlos Vandyke,1,-2.2,3.5,2.5
dsaedz05,5165815,Jeremy Glover,1,-2.2,1,2.5
tcjomr97,9943681,Barbara Johnson,1,-2.6,-0.9,2.5
rwjjaj74,1829992,Thelma Rohr,1,-0.8,2.7,1.7
iastpp19,8422488,Skye Goodrich,1,-2.3,-0.4,3.7
rzebmh21,3480441,Yahaira Watson,1,-3.7,-0.4,5
khbtxc07,3268684,Kenneth Ivie,1,-0.9,-1.9,2.5
hryhkq00,8975329,Steve Lewis,1,-4,-2.5,3.9
fpyaby37,5101315,James Holman,1,-1.5,1.1,3.3
jyzwzs39,7045494,Laura Morrison,1,-1.7,3.1,2.5
lvcetd16,1775786,Kelvin Patterson,1,-1.7,-1,3.9
fpabfi49,5754211,Ronald Reeves,1,-3.2,-1.2,5
vopwwa43,9238018,Allen Larrick,1,-0.7,-0.8,2.5
utrlri11,5403548,John Allen,1,-2.2,-1,2.5
ocpmqe89,1922981,David Cordell,1,-4.7,-4.2,-5
kuupfe49,4405660,David White,1,-2.3,-1.3,5
upoihd61,1383016,Anthony Tillman,1,-0.6,1.3,2.5
cxldlz75,8384812,Jessica Smith,1,-0,3.8,2.5
zjygel83,6161264,Lawrence Garretson,1,-3.3,0.5,2.5
wvfsfh73,7929766,John Crowe,1,-0.9,1.4,2.5
bluiwx64,0639425,Janet Dome,1,-2,0.9,2.5
hkulmm06,0851174,Charlotte Ford,1,-1,2.2,1.9
dmerfb32,5994053,Paula Goff,1,-3.5,0.8,2.5
dirgbq14,9938200,Clarence Moore,1,-2,0,2.5
awpugz83,1864825,Robert Mills,1,-2.1,-0.8,3.9
nljmil30,0972742,Gilbert Bernard,1,-2.5,1,2.5
nykhca88,4585716,Thomas Needleman,1,-4.7,-2,5
ohvydf64,3026374,Michael David,1,-2.1,-1.1,5
xpkzwj69,8255728,Earl Ingersoll,1,-1.8,3.3,2.5
grkbxf59,7232563,Timothy Meador,1,0.8,3.6,3.3
epqydd15,3625566,Carmen Koehler,1,-1.5,0.8,2.5
nkxzgl24,1038939,Tara Juckett,1,-1.3,-0.1,2.6
zijpeb54,7899862,Joel Torsiello,1,-1.8,0,5
rifbaj66,0595642,Nancy Reyes,1,-2,0.5,2.5
mdedjo92,8897248,Mary Smith,1,-3,0.8,1.9
fcjfaw50,7690840,Karen Hughes,1,-2.3,0.1,2.5
gsjwlt54,1803681,William Lester,1,-4.3,-1,5
wvhfcu75,2012536,George Davenport,1,-2.5,-0.7,1.9
cttosz72,6123976,Edith Whitford,1,-1.7,0.1,2.5
edudjg89,9108603,Elizabeth Dixon,1,-3.3,-0.5,2.5
shsrvy81,4927617,Gary Grimes,1,-1,1.7,5
vjsxon40,3630914,Linda Blake,1,-2.3,0.2,2.5
sfmvcu33,4549860,Fannie Washington,1,-1.9,-0.7,2.5
vyribt42,7200209,Laura Cormier,1,-2.5,0.4,2.5
tpgefm97,2237711,James Sanders,1,-2.6,-0.7,2.5
feenjy02,8766901,Edwin Anderman,1,-3.8,-2.6,0.6
eoedkj76,8518755,Warren Riddick,1,-3.7,0.8,5
dhvemp26,3467484,Fred Phillips,1,-2.3,0.3,5
pffzcz41,7222497,Pamela Long,1,-0.5,-0.3,2.5
pzcdym25,4112498,Jody Brown,1,-3.9,-1.7,3.9
uorjsi09,1382456,Jorge Anchondo,1,-0.6,0.2,2.5
gefdfr05,9717091,Gerald Baker,1,-2.5,-0.5,2.5
wyepyb17,0212913,Jennifer Willams,1,0.3,4.2,1.9
imjdrm14,6237878,Albert Gumbs,1,-2.3,1,2.5
keedra88,1839718,Rebecca Fernandez,1,-3.3,-0.1,2.5
gaudgo76,1120631,Michael Weichbrodt,1,0.3,1,0.9
yujtch22,1362950,Lela Brown,1,-4,-0,2.8
nfovyq63,7246750,Brenda Lamantia,1,-0.4,1,2.5
hbbssh82,1024783,Dewayne Wolfe,1,-3.7,-1.4,5
scrpmf12,7474360,Frank Hansen,1,-1.9,0.1,2.7
nvnddd98,1105991,Amy Moore,1,-4,0,5
oedwlf20,9968651,Judith Taylor,1,-0.6,1.1,2.5
ajjiao13,1930540,Manuel Vereb,1,-1.2,-0.5,1.7
yayewu76,7935449,Rosemarie James,1,-3.1,0,2.5
ziidue21,9551300,Elizabeth Davis,1,-2.3,1.6,1.9
bvlubz82,1444059,Annie Magno,1,-1.1,2.3,2.5
ikooob63,3969472,Ida Barbieri,1,-1,1.4,2.5
hezsrq01,8712080,Trina Whelan,1,-2.7,-0.2,5
omdvhv06,0600313,Randy Smith,1,0.1,1.9,2.5
ryhqbs65,2048818,Lorene Mccoggle,1,-2.2,2.2,2.5
kxrgas43,8658378,Michael Turman,1,-1,0.8,1.9
ezhthx53,3759343,Eric Gaudin,1,-1.7,0.2,0
ssfqma65,7441398,James Powell,1,-3.9,-4.1,0
qlkeyw26,4851962,Eduardo Schusterman,1,-0.8,-0.7,0
gqazgt39,1975094,David Brown,1,-0.2,1.2,0
frkndk51,4289381,Charles Ortiz,1,-0.5,1.8,0
cdkprv65,7619446,Stephen Reid,1,-0.6,2,0
wzodds18,9413531,James Cosentino,1,-2.8,-1.2,5
wfyrtc58,5279274,Jonathan Aichele,1,2.9,1.2,3.1
uvyymf22,6276353,Charles Charles,1,-1.7,2,0
mpnlrs01,6367178,Ena Jackson,1,-2,1.3,1.7
tsqtgd83,0402143,Julie Flores,1,-0.4,2.8,0
tcikcg36,4700517,Donald Hinds,1,-1.5,3,0
lvttoy74,7044310,Jean Speck,1,-1.6,2.7,-0.4
cwqztl28,4914200,Robert Strickland,1,-0.8,4.4,0
yyamzg00,5894528,Floyd Faupel,1,0.2,5,1.8
crvzsf01,7737118,Eric Hart,1,-2,3,0.4
aqkydi02,1402196,William Huang,1,-3.7,-2.5,-1.4
lutuzl18,2851422,Rita Green,1,-0.3,2.8,0
lahntg17,5155942,Alice Railsback,1,-1.3,0.5,0
ncntlx30,7450067,Micheal Bell,1,-1,-0.3,0
naqxjs43,2354965,Kenneth Delafuente,1,-5,-3.8,0
tteclt53,9158350,Samuel Pruett,1,-1.8,1,0
sfgtcf98,5593539,James Stanley,1,-0.3,2.2,0
ilifyb02,0308023,Angela Chennault,1,-1.7,3.5,0
waojqr56,5086790,Edwina Farmer,1,-0.9,1.6,0
nprqpx96,6062629,Hugh Richardson,1,1.9,3,0
yenrzd09,5061477,Meagan Clark,1,-0.7,3.3,0
veozeb23,1142581,Bonita English,1,-2.3,0.7,0
vlbcfm87,6752862,Michele Werner,1,0.5,-0.2,0
xllfsq93,4756175,Jo Bass,1,0.6,4.7,0
ajlkcy72,2500929,Bret Savoie,1,0.2,5,0
fhcjev47,1560909,Vickie Guild,1,-0.5,1,-0.8
disuer80,2681683,Donna Cobb,1,-2.3,2.6,0
eqsqpo83,0707439,Jesus Mikell,1,-0.6,2.6,1.1
ktofdn10,6150909,Allen Jenkins,1,2.1,2.6,2.5
ialuxq27,6384026,Lauren Mcknight,1,-1.8,1.3,0
udqlmx88,6098768,Walter Bloodsaw,1,-1,3.3,0
ynunui01,5518240,Patrick Davis,1,3.1,5,0
ifbosr71,1408179,Christopher Bigler,1,-0.6,4.5,0
ssqmsa09,9902691,Timothy Smith,1,-1.9,1.7,0
pzjvct52,6291736,Kenneth Clem,1,-1.5,1.4,0
qnjnpx45,8631190,Luke Collins,1,-2.3,2,0
dgjjse17,5442994,Barbara Jackson,1,-1.6,0.8,0
qkeqer66,4138403,Josefina Prost,1,0,1.7,0
aspjze93,2463867,Ralph Williams,1,-3.5,2.7,1.4
mofydg96,7785840,Karen Rogers,1,-2.6,0.6,0
kvnkbs44,3007452,Richard Reyes,1,3.1,5,0
psmcuu33,2130198,Brandy Heberling,1,-0.8,0.4,0
hpodqb25,3029320,Kathy Baumeister,1,-2.4,1.2,2.5
zwtdco82,0940556,Barbara Taylor,1,0.6,0.7,0
syctbx01,2724374,Michael Eberhard,1,-1.1,3.3,0
lfbapn44,1045920,Arthur Larsen,1,-1.2,3.3,0
aixvmy45,8035083,Jay Ellison,1,-1.2,-0.8,0
pwepev74,8078337,Maria Gardner,1,-1.4,2.2,0
yqnagf80,3469428,Michael Tse,1,-1.9,3.3,0
vaxlab38,1731918,Vanessa Pipes,1,-0.1,2.3,0
wwzcxa44,8393361,Katherine Macias,1,1.4,2.3,0
imrpim23,1940075,Todd Bump,1,-1.7,3.1,0
yiwivs02,2168668,Ellen Bond,1,-4.4,-1.6,0
rrviht33,5265269,John Williams,1,-2.9,-2,0
uvsvmn59,4940856,Allen Rogers,1,-1.1,3,0.7
xdyuhi29,6935275,Donald Beard,1,-3.5,1.7,1.4
tvaszm58,0734960,Amy Guglielmo,1,-1.2,1,0
warwfz26,6823418,Kevin Collum,1,-1.5,4.7,0
ipccdb20,5082531,Russell Sweet,1,0.6,3,1.8
ggkpwx85,3770391,Roxanne Cser,1,0,4.3,1.7
evrfhr26,7714371,Lawerence Shelton,1,-2.7,0,0
duifaw37,3495432,Robert Laplante,1,-1.9,0,0
wyxzpq86,9519123,Robert Thomas,1,-1.7,3.3,0
xbaegv62,6816213,Claude Reese,1,-2,2.4,0
awncon62,0998118,Jo Baldwin,1,1.3,3.2,1.7
nnwyrq77,1848134,Nikita Mauldin,1,-0.4,3.3,0
temxag91,4058274,Lisa Clyne,1,-1.9,3,2.5
hdlkdb53,2078171,Douglas Westerman,1,-0.9,3.3,0
yuigtp27,5385960,Kenneth Levandowski,1,-1.4,2.6,-0.2
jypaam14,5029120,Greg Burns,1,0.1,2.5,0
psoyio44,4945930,April Maccarone,1,-2.9,1.4,2.1
xlcsif00,4660555,Karyn Camarillo,1,1.2,1.6,0
ctxkom61,4507493,Ernest Mister,1,-2.3,-0.3,0
eevocm99,2611169,Cristal Mcgowan,1,-1.6,1.3,0
erftec53,3112524,Leonel Johnson,1,-2.5,-0.2,0
sbgqjl51,1765696,Christopher Leonard,1,-2.1,2.2,0
uiduye82,5462874,Beverly Wilson,1,-1.7,3,0
obphqw08,6097649,John Bryant,1,-0.1,5,0
wuupod96,3021172,Elaine Fishburn,1,-0.4,0.8,0
slysby07,2040861,Joel Lewis,1,-0.6,3.3,0
rkvwnc45,6805196,Eric Stephens,1,-1.2,3.2,2.5
rcgliv55,1607961,Amanda Harrell,1,-2.7,0.3,0
lbnnzt16,6265806,Malia Yu,1,-3.3,-0.6,0
bwopyh82,4878182,Christopher Margeson,1,-0.9,0.2,0
ahqoyc68,6777577,Valerie Stotesbury,1,-2.4,3.2,2.5
avisvf48,2345069,Abraham Amelung,1,-0.8,0.6,0
iyuwku48,2271852,Matthew Dawson,1,-1.8,4.2,2.5
hcgsvm88,4287632,Constance Legore,1,-0,0,0
tbxyed33,2898705,Marcos Davia,1,-3,1,0
pggadc40,3698401,Ida Smith,1,0.2,4.2,2.5
jywkly73,6164340,Charles Norton,1,0.9,2.5,0
gdqfib56,4225110,Viola Pippin,1,-1.4,2.3,0
pyskwc22,6878096,John Foster,1,-0.4,5,0
jwczdd17,2758073,Gertrude Johnson,1,-1.7,2.8,0
ovaheo56,3389730,David Johnson,1,-2.9,-1.2,0
ycwxjt25,6652177,Allen Sloan,1,-0.9,3.5,0
jaogqg55,7980512,John Billups,1,-0.9,1.3,1.8
nvynjc09,7312635,Willie Siddique,1,1.2,3.7,1.7
wiqyqh43,7918514,Janay Lucht,1,0.3,3.7,2.5
llvryy28,9469970,Cathy Atkins,1,0.9,2.4,0
ibhsek89,6846133,Janet Davidson,1,-3.2,1,0
mqutzn22,9213573,Mary Powell,1,-1.4,3.6,2.1
vhlrjc02,4019746,Joyce Potter,1,-2,-1.8,0
kbwjqd38,8583621,Katherine Stephens,1,-2.5,-2.2,0
anfxxu78,0471471,Stanley Reed,1,-1.5,0.5,2.5
xcqegw54,1403177,Sofia Hawley,1,-2.9,0.8,0
mcbxnt14,3968990,Karen Gardner,1,-0.6,-2.3,0
huhfch95,9020456,Annette Gagnon,1,0.9,1.8,0
dvnefe97,1415103,Frank Tennon,1,-1.2,4.2,0
xqpafv93,8496867,Betty Hill,1,-1.8,2.7,0
vmzlgj15,3077222,Charles Kozak,1,-1.8,1.7,0
gdemna69,7947832,Marjorie Handel,1,-1,-0.4,0
lqioky46,6128514,Michelle Atkinson,1,1.2,4.7,0
sssbqe46,9114530,Howard Colby,1,-0.2,0.8,2.8
vazgfc07,2982505,Charity Lloyd,1,-2.2,0.8,0
kvsfbm61,7359988,Josephine Mccann,1,1.2,1.7,0
hgffns25,8888589,Ryan Mullins,1,-2,3.2,2.5
uliwsl70,0189345,Stacey Long,1,-1.8,3.3,0
rgghfo90,0562857,Demetrius Lopez,1,-2,2.5,1.8
fkgzxa11,0708247,Irvin Hussey,1,-3,-1,0
xukhmm11,6711247,Richard Nix,1,-2.3,2.2,-0.8
vzgulf63,7936912,Timothy Doolittle,1,-0.8,1.7,0
mnjycw19,6243057,Pedro Koepp,1,-1.6,1.6,0
kufnla28,4023449,Shawn Hernandez,1,-1.5,-0.3,0
qbvfgq80,7467927,John Drabek,1,1.6,3,0
