uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades
gdolfu49,2639634,Jan Falkowski,0,-2.5,0.8,0
qehmcq08,4235843,James Gilstad,1,2.2,2.6,-99
mzlyuu55,6715160,Cora Lucky,0,-2.2,0.4,5
oxbfax59,3529217,Hilda Leal,0,1.2,2.7,1
kvvton48,6797142,Miguel Robertson,1,-4,-0.8,0
fsjhpy49,4851166,John Miller,0,-0.3,2.9,3.7
shmdwf72,8294006,Blanche Marshall,0,0.1,2.2,0
gsmtpw89,6325315,Sandra Rubarts,0,1.9,1.9,0
fbnyva43,4943554,Nellie Gathers,1,0.9,3.4,2
rxqfdb36,1753271,Wilbur Price,1,-0.3,1,-99
xhlcnz03,5570262,Shelby Walters,1,-2.2,1.2,-99
rsclnl71,9317029,Celeste Garcia,1,0.5,2.3,5
gclbsv66,7290952,George Meyer,1,-1.7,0,-99
svaisb90,6457844,Christine Stewart,0,2.8,2.8,-99
mvqqtn32,2902677,Christine May,0,-0.7,3.4,0
zxevzb87,9959607,Mark Whitfield,1,-2.2,-2.5,-99
ufrxbt26,1544277,Katherine Parks,0,-0.1,1.8,0
chcxek41,3117762,Monique Hernandez,0,-4.5,-2.4,-99
qflooq81,6534329,Lesley Gall,1,-1.5,0,-99
ibjxic22,1278842,Virginia Bilger,0,-2.7,-0.9,-99
cqokot95,1192579,Eva Metcalf,0,-4,-2.1,0
ozvylx52,8926745,Bernard Haney,1,-3,-2.9,-99
pxnorc98,2445061,Mayra Thorpe,0,-1.8,-0.2,5
msklmi29,5110319,Barbara Mendoza,0,-3.9,-0.2,5
aljshb46,9429005,Dave Jefferson,0,-1.1,0.7,-99
ztcecc58,6311691,Martha Bohannon,1,-4.3,-0,-99
nupype20,8978869,Derrick Blow,0,1.4,2.9,-99
oyeowr25,4663486,Gregory Katz,1,-3.6,-0.2,5
ccvbkt35,1488346,Irma Thompson,1,-2.2,0.6,5
hldifx53,3425529,James Danner,0,-2.6,-1.3,5
nqwlka83,2751332,Carl Martin,0,-3.4,1.1,-99
gvwynv94,3152138,Lily Linker,0,0.4,2.9,-99
uvjvlx52,5335946,Ann Linkous,1,-1.7,0.5,-1.6
yvmivb75,8478664,Spencer Schoberg,0,1.2,1.5,5
mymesa29,9723758,Robert Bennett,0,3.4,2.8,3.3
pxbplp32,6719886,Vanessa Emmerich,0,-2.9,0.4,0
cxsdxa94,5631914,Deana Oxendine,0,-5,0,0
xgdpnd06,4183760,William Sanders,0,-3.5,0,0
bldocw54,6404939,Lenora Cobb,0,-2.2,0,0
rkzgog83,7295754,Kay Rutledge,0,-3.9,-1.7,0
cstwmo18,8299619,Arthur Jones,0,0,-1.7,0
srzvou57,9195484,Beth Dixon,0,-2.3,0,0
nvpidq28,6006179,Paul Hardy,0,-3,0,5
prjbva11,6247426,Douglas Gonzales,1,-1.8,-1.1,2.5
qbwgkr10,0840609,Jean Butler,0,-1.2,1,2.5
xqlavf50,8567859,Bernadette Draper,0,-1.9,0.6,5
ltqqtk86,7221460,Janina Pierce,0,-2.6,0,4.4
gqaxsp77,7443082,Grace Bledsoe,1,-0.6,-0.7,2.5
mbzjou52,5468537,Patricia Huffman,1,-2,1.3,1.9
hrfpja19,8727025,Earline Kimble,0,-2.8,-1.2,2.5
ouzzxz74,8367623,Ivy Shoulta,0,-2.6,-0.8,5
jyjtis06,8509908,Evelyn Ortega,1,-2.6,-2.5,5
nbvmoi02,1849728,Paul Robles,0,-4,-2.2,5
nicagd45,3873668,Steven Watkins,1,-2.4,2.2,2.5
ikbvgu39,7252676,Kyle Mendoza,0,-0.9,2.3,0
phiybj23,8754171,Floyd Cole,1,-0.9,1.5,5
qmiezw53,2644057,Ninfa Smith,0,-1.5,0,3.7
rvlbbo64,2061709,Michael Roberts,0,-1.8,-2,5
uwwfmk79,2903842,Erin Phipps,1,0.8,2.7,2.5
uimnrr46,1000502,Hannah Tyson,0,-1.4,2.9,0
faerkm45,1172827,Pasquale Sargent,1,-2.3,-1,0
pordqp81,4342220,Paige Earnest,0,-2.1,2.1,0
atkddj59,1886413,Virginia Long,0,-3.9,-1.8,0
nkbfpn35,0156333,Eleanore Hand,1,0.8,2.2,0
lcottz85,5118460,Nelly Cunningham,1,-1.5,2.5,1.2
dmjzga13,5917467,Brian Emory,1,-0.1,3,0
oodzhl18,7528076,Michael Carroll,0,-0.3,1.7,2.1
pvpbpd27,1125341,Norman Dixon,1,-1.3,2.3,0
vhtaux24,6502150,Rosemarie Reilly,1,-1.5,3.7,3.1
zmljuw39,6416531,Edith Scully,1,-2.1,-0.6,0
kfybbk22,3022398,Richard Oliveira,1,-0.5,3,0
zhmaqm94,8103715,George Johansen,0,-0.6,2.3,0
djaeow93,1169811,Arturo Jackson,0,1.1,2.9,0
mugkge10,8808164,Gloria Mcintosh,1,-1.2,0.6,1.7
rwcukb02,1994373,Aaron Sutton,1,-0.2,2.3,0
iublvm80,9666911,Ruth Wood,1,-0.9,4.5,0
uvirqc51,2480739,Patricia Gray,0,-2.5,1.2,0
lqpxyq54,3033116,Erin Kelch,1,0.6,2.2,0
uylddi67,8710557,William Connelly,1,-3.1,-0.2,0
obtyek68,2881634,Johnny Lawrence,0,1.3,1.3,0
rbdcrk10,5354626,Ruben Dake,1,-1.6,4.3,1.7
xmttaw05,1008065,Doris Thomas,0,1.4,2.2,0
qpmtvl72,4056525,Yvone Mcintyre,1,-2.2,2.4,1.2
locumw87,1608155,Ramona Heck,0,-0.2,2.9,0
kpsnbh15,2099027,Gerard Meyer,1,1.1,2.2,0
eovjku50,6834029,Allison Keller,1,-1.6,4.1,0
brnifa13,7741904,Shane Worthy,1,0.3,1.7,0
tzvyyl76,7844978,Heather Gilbert,1,1.3,2.9,2.5
mqcztt63,7408688,James Odonnell,1,-0.8,0.6,0
dxabse37,1709051,Audrey Hamilton,1,-0.8,1.3,0
wiewbi39,0473591,Arturo Wiren,1,-2.6,2.7,0
jzcbcc13,5903681,Dorothy Larmon,0,-2.6,3.8,1.9
cwmdqp82,8886510,Doris Harmon,1,-3.1,1.2,0.4
cjgwif54,9921262,Charles Fulton,1,1.7,5,1.7
unsisg78,0633098,Jessica Chiang,1,-2.9,-0.3,-1.4
hvdayf91,5002274,Janet Padilla,0,-1,0.5,0
yapmtd23,2056068,Rhonda Montes,0,-1.4,-0.7,0
zdnaps81,1484379,Micheal Seacat,0,0.1,-0.2,1.7
cmdhfl09,1241547,Jerry Babcock,1,-2.3,-0.9,0
nhaqoj01,1327678,Russell Mcclellan,1,0.2,3.7,2.9
dujkse13,4993774,Willis Navarro,1,-1,1.5,0
kaihdb92,7480239,Michelle Close,1,-1.1,1.7,2.5
onyhbw82,0917400,Robert Johnson,1,-3.9,0.4,2.5
bzlgyp08,1553002,Hugh Freed,1,1.1,5,0
ezcfps34,2421457,Marietta Cox,0,-0.6,2.6,0
gfukre63,1705361,Katherine Eledge,1,-4.2,3.3,0
vaepiy47,1565669,Willie Pickett,1,-2.8,3.3,0
bmasan43,6061456,Gladys Oneil,1,-3.8,-1.2,0
etrava74,0779823,Beth Rasmussen,0,-2,1.2,0
tkvrqv47,2221410,Thomas Rodriguez,0,0.3,2.4,0
lmqhou87,6719794,Loreen Kenney,1,-2.5,1.3,0
xahrba01,1101615,Sherry Button,1,-3.3,1.8,0
ldxbpn11,5152968,William Tompkins,1,-0.6,3.3,0
pguzyr09,5682964,Norman Schlueter,0,-2.9,0,0
rtciqj29,9897695,Valerie Mayher,1,-2.9,2.9,2.3
poffwl29,9520469,Deborah Anderson,0,-3.8,-0.5,3.6
kvogwj97,9205649,Cynthia Maclean,0,-2.9,-0.2,-99
itnawv59,6160366,Travis Bade,0,-2,0.9,-99
phrqsi28,1799880,Michael Karl,1,-3,-1.2,0
gyjuzr33,7452489,Kristie Brown,0,-0.8,-0.4,-99
hbbeqa97,3795629,Don Springer,1,-1,0.7,-99
unoozk74,5305418,Samuel Campbell,0,-0.3,3,0
bwacjp70,0398789,Derrick Walsh,0,0,1.1,-99
ksthys85,5628645,Sheila Helm,0,0.1,1.2,4.8
psqiyk77,8638581,Joyce Thornburg,0,-1,0.6,-99
mzvblw93,5331323,Patricia Cruz,0,-0.7,0,0
wlsjul74,0785197,Laure Richard,0,-2.6,-1.5,-99
acafzf97,7827457,Joseph Sowers,1,-0.1,2.3,4.3
lemkyf26,6635737,Carmen Boyte,1,-1.8,1.4,0
inrtcb04,7185186,James Otero,0,-4.2,-1.8,-99
xxsmmo52,6595574,James Miller,0,-2.8,-2.9,-99
luaycd27,3406174,Chad Rhodes,0,-0.9,-0.6,-99
hpuchb58,3200616,Ida Boris,0,-0.8,1,0
isbskv23,2209756,Margaret Blakely,1,-1.9,-0.2,5
aecqtq35,2364013,Sam Flagg,1,-4.6,-1.8,-99
cumqzm03,2739185,Gertrude Snell,0,-0.7,2,0
vfqqmb64,1245075,Barbara Vergari,1,-0.4,3.3,5
fwcdwz89,5067580,John Douglas,1,-2.8,-2.9,-99
fkoltn60,2268334,Kathryn Kelly,1,-4.7,-2.9,0
fesmtk13,4014202,Howard Mccoy,1,-1.4,2.7,5
zvkcpq36,4539457,Michelle Romero,0,0.3,0,-99
iguvhr52,4659313,Douglas House,1,-3.1,-1.7,-99
yzrgrm86,1366686,Joseph Merritt,1,-1.9,0.2,0
kxiiwa48,4577347,Nicole Mills,0,-2.5,-1.6,0
nidwbb26,4132318,Rosemary Scott,1,0.1,0.5,5
gzlmfw52,6622578,Norris Gibson,0,-0.1,0.6,0
khfohh18,1206749,Rebekah Barbre,0,-0.5,0.8,0
aeovji25,7414057,Gregg Keen,0,-3.1,-3.7,-99
mbygju95,0078022,Michael Thomas,0,-0.9,-1,0
gxvflv79,4783422,Anne Bryant,0,1,0.3,-99
icmpmu18,2898058,Alejandro Mash,0,-2.1,-1.8,0
wkfkxy25,8755659,Augustus Bence,0,-2.9,-1,0
vposgx84,7176069,Paul Potts,0,-3.3,-3.6,-99
tyhsaa71,6772809,Anthony Lucero,0,-3.3,-3.6,-99
qjdxul64,2620902,Heather Plourde,1,-3.3,-0.9,-99
myvckt25,4987413,Kathy Martinez,0,-0.8,-1.2,-99
kbrqpq61,9179330,Rosalinda Gearhart,0,-1.2,0.8,0
jntklj73,3580612,Barbara Warren,0,-2.6,-0,0
mmygft80,8467973,Victor Eckhardt,1,-1,1.4,-99
sxjhit99,4621785,Victoria Rao,1,0.3,2.7,0
zimqmw53,6365981,Elizabeth Mcnulty,1,-0.7,2.9,1.7
ppfyyv06,4997033,Nancy Coleman,0,-3.3,0,-99
hvclsl64,4813108,Barbara Warren,0,2.6,2.1,-99
rzpltj63,3270008,Samuel Hambrick,0,-2.1,0.6,3.6
fqxsrj72,2049404,Charles Shoemaker,1,-1.7,2,0
elzwyf15,4054882,David Gee,0,-2,-0.9,0
nosqmc32,6691321,Carl Fox,1,-0.7,2.2,0
yrxgcu72,5698629,Evelyn Roberts,0,-0.3,1.3,0
gsjkvg05,2362653,Anthony Elam,0,-2.8,-0.4,1.7
qnftib33,0616736,Charles Latta,0,1.4,0.9,-99
cfbzyr29,4708313,Susana Wolf,1,0.2,1.2,2.5
uuacnq95,8990671,Jeanette Swett,0,-1.7,0.9,-0.3
ddhjuk37,8922154,Tammy Satcher,0,-2.5,-1.4,-99
mhnlkb43,5772693,Julian Anderson,1,-1,0.2,2.5
bhjtno14,3659532,Rod Poyer,1,-1.7,-0.8,-99
uhtgcv56,3781365,Melvin Jay,0,-3.3,-2.7,-99
xqsuzo48,5267612,John Huseman,0,1,1.2,-99
gimdmm39,0206725,Thelma Lindberg,1,-1.5,-0.2,0
vzmqah85,5246843,Kelli Cilek,0,-1.9,-0.2,-99
dvalds56,7493779,Jordan Ortiz,0,-1.7,1.6,2.5
vkonyv02,5314516,Bruce Freitag,0,-1.2,-1.9,-99
rgwysp31,5831389,Kermit Nixon,0,-3.2,-1.1,-99
lclnjk02,4102032,Angel Music,0,-3,3,-5
gntjrl08,9440327,Joshua Kennedy,0,-1.3,0.6,-99
phxayt18,0372102,Stephen Cabrera,0,-2.1,1.7,-99
wzjtds48,4998092,Christopher Spratley,0,1.2,0.4,5
debrjh27,6638873,John Membreno,0,2,1.7,5
scwgil47,9414453,Betty Cahee,0,-2.7,2.8,5
anctut96,6289218,Larry Clemons,0,-3.8,2.1,5
eozsio01,0449021,Clinton Kibbe,0,0.2,-1.1,5
lyabjl01,3376945,Robert Rudlong,0,-1.7,3.3,-5
aoonrl16,2274706,Robert Franklin,0,-1,2.5,5
zmsukf80,2029699,Janet Moskal,0,-0.3,3,2.5
hxhxza13,5867497,Norman Moser,0,0.9,1.2,5
mgexna16,3930411,Sarah Cuadrado,0,0.8,2.1,5
updfjp13,6840945,Larry Ulatowski,0,-1.9,1.2,-99
neaakv64,2136261,John Lund,1,-2.7,2.5,0
hlztqz67,5290266,Robert Padilla,0,0.3,1,0
ndcole69,0976074,Lawrence Brown,0,2.5,5,0
qvrcdm90,4915724,Agripina Gallegos,0,2.2,3,2.5
pzaosx60,6828822,Jack Smith,0,-4,-2.8,0
qfhwiz06,3115984,Melissa Jemison,0,-2.7,1.7,2.5
hcocjx92,5535720,Dorothy Leake,0,-1.5,2.5,3.3
zdzgwi11,2977810,Heather Filson,0,-0.9,1.5,2.5
ziioty97,6407544,Patricia Kelley,0,-0.2,0.6,2.5
xpjpbl32,6937196,Chad Wolcott,0,-1.6,0.4,2.5
wefwpz26,8710039,James Casey,0,-1.5,-0.4,1.7
lzgjie75,7453714,David Burgess,0,-0.6,1.2,1.7
fozssk72,7528388,Chi Schoonmaker,0,3.7,0.6,0
oxnlyi93,5109875,Daniel Corbo,0,0.1,2.7,0
lvxoxv17,7380356,Rhonda Meyer,0,-2.2,0.4,0
qazneo28,7580315,Virginia Kohl,0,-3.2,-1.2,0
ejmypq44,8465927,Rose Miller,0,-1.4,-0.6,0
oyrnux43,6081308,Mary Kaufman,0,0.1,2,1.7
xzfavb88,1367314,Elmer Chavez,0,-3.3,-4,0
pxdfiw18,5572666,Elizabeth Harbach,0,-1.9,0.9,2.5
fsdnxk73,4183717,Robert Neuhaus,0,-2.9,-2.7,0
lqoxkv24,8613973,Ray Wells,0,-0.4,-1,0
rxilwc17,1237987,Michelle Hobbs,0,0.3,1.8,5
ixpqht73,0082531,William Messana,0,-0.4,-0.8,0
nccooe59,4183802,Vada Berringer,0,-2.4,-1.8,0
ploubr72,9017506,Mattie Patterson,1,-5,-5,0
zhfgby26,2028509,Nelle Rausch,0,-3.4,-3.3,0
bqjyqz64,3448716,Willie Moon,0,-0.6,0.6,5
djpgom55,4539344,Keith Mitchener,0,-0,1.1,-99
hhouwv68,6924854,Darren Gray,0,3.2,2.5,0
kmmfkd91,0062212,Brandon Ward,0,-0.3,3.8,0
nsywil44,9275155,Edward Stewart,0,-2.7,2,0
kvkjdb56,4987121,Dora Perry,0,-2.7,0,0
xnigpt07,2414584,Agnes Burden,0,-2.1,1.7,0
mzwtpk21,3683447,Fern Garcia,0,1.1,5,0
hzkspu97,1358853,Charles Rogers,0,-0.4,1.2,0
hyrtkv57,1735471,Jay Medina,0,2.8,1.7,0
wkhjag37,4792810,Jesse Vaughn,0,2.1,5,0
triuzf59,3080753,John Barfield,0,-2.9,-0.4,0
kfohwv29,2735293,Barbara Waroway,0,0.3,3.8,2.5
wewnyr70,2928176,Derek Carroll,0,-3.1,1.2,0
urcajv02,9354216,Maurice Pena,0,-3.3,-3.3,5
uoxjdf98,7896411,Tatiana Pilcher,1,-3.7,-1.8,0
yojhat91,0089298,Ruth Vargas,1,0.9,4.4,2.5
jgpioo17,7028374,Barbara Postma,1,-1.5,1.8,0
ulkkoq74,2977122,Michael Hendershot,1,-3,1.1,0.7
aynesg07,6074880,Paul Coffman,1,-2.1,-0.5,0
gdrcwe00,5348323,Lena Oshell,1,-0.7,0,0
lmpoqk96,9963511,Eric Davidson,1,-3.6,1,0
ynujto92,2470019,Sarah Grabowski,1,0.3,0.7,2.5
ojuhkf87,1029785,Arthur Williams,1,-4,-2,0
wlczzr98,3161139,Wanda Sinko,0,-0.4,2.5,0
vtozqb48,4144720,Maya Carroll,1,-1.2,1.3,1.7
wtcmke16,8137887,Murray Mcgroarty,1,0.3,2.4,0
pkpooy74,8778024,David Kennedy,0,-2.2,1,0
kjlvnd95,6214113,Gerald Racicot,1,-1.1,0.8,1.7
svtsjk15,9247734,Javier Bruce,1,-3.5,-1,0
vsbkbf26,1086213,Edgar Flight,1,-0.6,0.3,0
mtguxs11,3872373,Sean Bradley,1,0.2,2.3,2.5
odcbmv59,5096629,Patsy Fuller,1,1.7,-1.8,0
ouwaip83,7851285,Sonya Lister,1,-2,1.8,0
pjbweh46,9791748,Jan Dodd,1,-1.5,1.5,0
ouiayy28,2503457,Carlos Estes,1,-3.9,0.9,0
enoppf13,6498506,Stephanie Robinson,1,-0.1,0.2,0
isytks82,9500880,Brian Moore,1,0.7,4,0
pikwoy25,7224094,Melvin Morrison,0,-1.1,0.3,0
ervyhs99,8355604,Camille Gallegos,0,-2.8,-2.3,2.5
mygmcd81,5613229,John Waters,1,-0.3,2.3,1.7
qypqaw12,6232137,William Brandt,1,-1.8,0,0
urkxuk66,4838555,Ruth Lien,1,-1.8,2,0
jpfntu26,7906317,Dexter Chavez,1,-1.3,1.9,5
tlszra40,6949341,Douglas Alvares,1,-2.2,0.6,5
nnekgr83,0582294,Charlotte Mims,1,-2.4,-0.4,5
eaucoj38,0975727,Tammy Streetman,1,-2.4,-0.7,5
dykrgf14,7885687,Jennifer Flowers,0,-0.6,1.1,5
agscbr91,2086029,Neal Lawing,1,0,2.6,5
ujprqb04,7829911,Troy Caldwell,1,-2.6,-1.2,2.5
aikbbq08,7685967,Ruben Phillips,1,-0.2,2.2,5
jjrdlt82,8434412,Jocelyn Nguyen,1,-4.3,2.7,5
dmqptg80,2408300,Earl Skipper,1,1.2,2.2,5
nhquza28,7293636,Gabriel Douglas,0,-0.7,2.6,5
hqebpq09,5129310,Douglas Robinson,1,-1.6,1.6,5
frkkai61,5699927,Carrie Conway,0,1.4,1,2.5
qwtuue79,1496775,Gloria Rocha,1,-1.1,0.8,5
nqxnnj63,0259284,Esther Tep,0,-3.5,-0.7,5
vnndhx70,0603173,Alvin Fricks,0,-2.1,3.2,5
mrcxco86,2345924,Jennifer Yarbrough,0,-1.9,4,5
xcafzl65,6210152,Michael Poole,1,-3.9,2,5
fkrsrj69,2964374,Lamar Watson,0,0.1,2,5
pevdnk62,8097486,Mark Singer,1,-2.9,0.8,5
ihwrko54,9546576,Sherell Wagner,0,-3,1,5
xseqym06,1431345,Michael Midgley,0,-1.2,2.3,5
rliixe25,3790977,Betty Randolph,0,-1,1.6,5
yfwolu80,2315937,Gary Effron,0,0.7,4.3,5
poceiz40,1537386,Bonnie Shea,1,-3,0.8,5
tdrshq77,0784159,Robert Edes,0,-1.6,1.8,5
nicjro18,9208610,Ronald Manor,1,-0.3,2.1,5
nltriw47,4130294,Jimmie Futch,1,-1.9,1.6,2.5
gakmfv27,3189154,Leslie Peacock,0,-1.2,4.5,-99
zeeonl50,0296983,Timothy Griffin,0,0.4,3,-99
bmatym65,4930843,Doris Rhoden,0,-0.6,1.7,5
rekqvp81,3654423,Margaret Mcintyre,0,-3.5,1.6,-99
hbeewa07,7825303,Albert Nash,0,0,3.2,-99
drjilq06,9202668,Sandra Lazarine,0,-2,-0.5,-99
ogforl61,1977258,Debra Ogawa,0,1,5,0
rghqtn89,1890349,Wanda Hunt,0,-1.8,2.5,-99
asujwl88,3333503,Harold Brown,0,0.1,3.3,-99
sdqlnf52,9196163,Stella Nadeau,0,-3.3,-4.7,-99
lkbkwu14,0272713,Carla Rogers,0,-1.2,-1.2,-99
hoqost74,3169298,Kevin Greer,0,-5,-1.7,-99
asosuo19,8137474,Rosa Pokswinski,0,-2.3,-0.2,5
wtpidm79,2247608,Allen Williams,0,-3.6,-1.7,5
gujuyb26,2025585,Gerald Johnson,0,0,1.9,2.5
yujirj80,9606486,Curtis Chang,0,-4.3,-2.5,5
iamlyt82,4805930,Nicholas Rice,0,-4.3,-2.1,5
ktnnbj47,8215971,Cora Ocampo,0,-1.3,1,5
jdbqlg72,5934836,George Jimenez,0,-2.2,0.4,5
cllkpq28,8614092,Frank Orizabal,0,-4.1,-2.1,5
cdvkiv97,2626059,Connie Silver,0,-3,0.3,5
maytgh99,5981102,Jeremy Battle,0,-1,1.7,5
bpnare68,3258404,Matthew Whitfield,0,-2.7,1.7,5
lkwmit63,7567155,David Macdonald,0,-3.5,1.4,5
wzkmqt05,4547323,Theodore Duncan,0,-2.1,0.4,5
wxzxoi15,0051539,Helen King,0,-0.5,3.3,5
xtlead54,6869446,Thomas Gay,1,-2.9,-0.7,-5
lmprqc91,4390733,Barry Kessel,0,-0.5,1.3,5
xjyvkn10,4284248,Daniel Cornett,0,-3.4,0.4,5
znorer67,9238677,Lucille Cook,1,-1.9,1.2,5
fninum47,3761284,Lilly Amerman,0,-2.9,1.7,5
nuvinl61,7762159,Robert Martin,0,-1.7,1.2,5
ovpmuj84,0855411,David Denison,0,-2.9,0.6,5
evxmzk49,7334623,Wilhelmina Gonzales,0,-3.3,-2.5,2.5
zbfuoh11,0804728,Mary Sprouse,0,-2,1.7,5
yywlrq77,3030211,Julie Manning,1,-3.2,1.9,2.5
oemrlk34,6596920,Virgil Alvarez,0,-2.9,0.6,5
wtyoah57,5221654,Sue Sanders,1,-0.7,2.2,3.9
gbjbxp17,0841694,Derick Ernst,0,-2.5,0.6,5
amgbvf35,3171560,Kenneth Hunt,1,-3.1,0.4,5
qwnveg44,5883198,John Owens,1,-2.1,1.7,5
kfutho94,5418025,Richard Wicker,1,-3.7,1.1,5
oefqsh50,5234991,Darlene Rohan,0,-2.1,0.4,5
qcmhea49,3630669,Roberta Dubow,0,-3.8,0.6,5
ictdiw88,0868995,Cynthia Foster,0,-2.4,-1.7,5
amgnmk23,3335904,Noelle Burdick,0,-2.9,-0.9,5
yahkau29,7078790,Joel Frazier,0,-2.9,-0.7,5
ljfwtn31,0902842,Evon Clough,0,-0.8,1.5,5
ioktkj83,0960012,John Ouellette,0,-2.9,0,5
zqgtww64,0248941,Bridget Dupont,0,-2.6,1,5
zaphby35,5695652,Jennifer Pumphrey,1,-3.5,1.8,5
pmvuae67,6858811,David Krueger,0,-0.1,0,2.5
dqzpas84,4585080,Robert Stewart,0,-0.9,-0.4,5
yvujnr29,2769405,Christopher Kelly,0,0,1.6,2.5
txolbh86,2145925,Ernesto Green,0,-3,0.5,3.9
nhwiod21,2775855,Jenna Paul,0,-1,2.5,2.5
kocvbm32,4082330,Viola Darrah,0,0.2,3,5
jnucal16,1622530,Kirk Roberts,1,-2.6,-0.6,5
lvhsnw04,2237594,Melinda Steiner,1,0,-2.8,5
dxvuim21,1402675,Amada Hogan,0,-0.8,-1.1,2.5
wwavvw84,7415203,Bernice Smith,0,5,0,-99
kfsqos53,2635783,Sharron Abreu,0,-5,0,-99
madapm29,8030638,Douglas Smith,0,-2.9,0,-99
aqeefu23,1869558,Manuel Gross,1,-0.3,-0.1,0
vedqwy95,4690359,Clifton Schmidt,1,-3.5,-1.7,5
komlsb72,8672469,Chelsea Nichols,1,-0.3,3,5
ybsteu07,6998905,Beverly Cardona,0,-1.6,1.6,2.5
