uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades
ejoidf13,1508827,Clara Novak,0,-3.3,-3.3,0
pnwaha45,7029105,Stanley Miller,0,0.1,2.5,2.5
qzwyav06,5825894,Michael Powers,0,-2.2,-1,2.5
kvimbb33,1421209,Chandra Myklebust,0,-1.4,0.6,5
lewcqd86,1025627,Robert Crain,1,-2.2,0.5,2.5
xwggij53,2834804,Kenneth Ligon,0,-1,0.8,2.5
uzaqrj87,2458270,Dillon Stjean,1,-3.5,-1.2,5
usepuw65,5662634,Samantha Bailey,1,-2.2,1.8,2.5
hjosya79,4475554,Jon Buntin,0,-1.7,0.8,2.5
clvtfb38,8122275,Billy Mcdonald,1,-2.8,-1.9,2.5
zsvcjz96,7579544,Franklin Barberio,1,-2.3,2.4,1.4
cswqjn11,6209252,Laura Baker,0,0.2,3.8,5
qqyqyg71,0057965,Rolando Cormier,0,-2.3,-1.5,3.9
qikhps48,3769140,Nell Moore,0,-1.6,2.5,3.9
djedip01,7796487,Timothy Brown,1,-3.1,0.3,3.3
kjjukc28,1801610,Nancy Bermudez,1,-3.6,-1.2,5
nvgftg46,6684855,Twila Johnson,1,-1.6,0.8,1.9
klvwey54,1773566,Lois Smith,0,-2.2,2,5
uhotvl29,8948924,Willie Masters,0,-1.6,1.9,5
trdauq94,0764719,Karen Cope,0,-3.4,-1,1.9
kzrgye50,9202907,Stacey Rizzi,0,-3,0.2,2.8
juktzr29,1691032,Catherine Leon,0,-0.2,2.3,5
liwvuk58,8023501,Charlie Craig,0,-3,2.5,3.9
mlgudz40,0079647,Henry Cox,1,-0.8,1.9,2.5
nglvnl70,9245726,Lauren Seipp,1,-2.9,1.3,0.3
jiffaf49,8528647,William Horn,1,-1,3.3,3
qwfkeq31,0029174,Greg Jones,1,-2.3,1,2.5
xcztku02,8132757,Candace Montes,0,-0.9,0.4,2.5
uemuzu00,1728091,James Beard,0,-4.2,-2.5,5
nbnrjk97,9926756,Benjamin Magee,1,-2.6,-0.4,2.5
wstpjo07,9272301,Ruth Pilla,1,-2.6,-0.3,2.5
lminok46,4776777,Steve Armenta,1,-2.5,1,1.9
layenr37,6948598,Kenneth Ferguson,1,-1.5,4.4,3.3
nsdouc07,1703556,Alice Gouin,1,-0.7,1.4,1.7
bpqqdo36,3688888,Danny Burchett,0,-2.1,-0.9,2.5
gbutpd49,8987420,Erin Mcnamee,0,-4.2,1.5,5
rlpkma62,0715982,Joseph Wood,1,-3.5,0.1,2.5
ixfeht53,2446932,Herbert Schradle,0,-1.5,1.1,3.3
yvmecg68,6155172,Michael Ma,1,-1.5,0.8,1.7
xdjrrg86,4543990,Reginald Waters,1,-2.1,-0.7,1.4
lcgmus74,5532008,Roberta Verdino,1,-3,-0.6,2.5
ymowft96,8549091,Leon Harrison,1,-2.5,-1,2.5
lrwkyd50,4659255,Ladonna Guzman,1,-2,0.5,2.5
ekspkf15,2899598,Juan Dolson,1,-4,-1.4,5
urbmbb79,8566835,Doris Hall,0,-1.8,0.8,5
wgkdhu88,3553328,Dora Hoyle,0,-2.9,-1,5
tikbqi53,3092845,Joan Mitchell,1,-1.2,1.1,2.5
fieubq67,6248972,Tamara Penny,1,-3.6,-2.4,1.4
wyvrrt88,7533765,Michael Chadwick,0,-1.5,-0.4,2.5
xdmodd81,9227715,Paige Rodrigues,0,-2.1,-1.9,1.4
irwdqi29,9906601,Russ Booth,1,-2,-0.3,1.9
gyrjes70,0359117,Kevin Andrade,0,-0.9,1,5
lenwef24,0814913,Jennifer Russ,0,-2.1,-0.2,2.5
veysxu34,7157856,Jamie Shapiro,0,-3,-3.5,2.5
mpvkjy66,5930393,Leonia Cantrel,1,0.8,-0.8,1.3
iyincg00,5275452,John Burgess,1,-1.5,1.8,1.9
ipggth67,3032581,Patricia Sinclair,0,-4.4,-0.5,5
evdmsx58,1227990,Rosemary Edes,1,-2,-1.2,2.5
hgnaji74,4976716,Richard Adkins,0,-3,-0.2,5
zbwqdw38,6215900,Gladys Cleveland,0,-1.5,1,1.7
hkkrjo83,6178024,James Cornelius,1,0.6,0.8,2.5
kmvyzb21,1471245,Mary Avila,0,-0.9,3.1,3.3
hxqdsb81,9694403,Frank Smith,0,-2.7,0.6,3.9
zeuewx46,8072654,Alan Morgan,0,-3,2.6,2.5
ffujjd29,4441105,Stephanie Green,1,-2.5,-0.6,2.5
zpngwn46,8589672,Lillian Mobley,0,-3,-1.2,5
ohetbu62,8053393,Eileen Mclaughlin,1,-2.9,0.1,2.5
xohrrj87,8189001,Doris Schrandt,1,-0.9,0.8,2.5
qmppuh29,7422657,Jeffrey Douglas,1,-1.9,0.6,2.5
purwyb91,6186966,James Okon,1,-2.5,-0.7,2.5
rhraal96,4902704,Aaron Ramsey,0,0.7,2.6,2.2
ewhrgs04,7197956,Justin Mauricio,0,-2.7,-1.1,5
tyvogo40,3477517,Karen Barnard,0,-0.7,2.9,5
uxyeqg95,7034172,William Grant,0,-2.7,1,2.5
wvgfzt83,3282548,Brian Hicks,0,-0.1,-0.1,2.5
taswtf15,8236607,Jerry Loiacono,0,-0.8,3.3,5
ipfjnk57,1234364,Shirley Miller,0,-1.9,0,5
csmqyv18,2060676,Mollie Mercado,0,-2.9,-1.7,5
cssvno37,5310816,Sara Williams,0,-0.6,3.8,5
juqepd79,1436737,Joseph Johnson,0,-1.5,1.8,3.3
xqntzs11,8768787,Shannon Benavidez,0,-1.1,3,2.5
ujnlai62,5194557,Marjorie Bunnell,1,-1.7,1.4,0
iyowwt77,0901307,Marla Henry,0,-1.2,2.7,5
ggcneh13,2537299,Michael Kathan,0,-2.1,1.1,3.3
uztqge20,7943905,Donald Williams,0,-2.4,0.6,0
kavlhd17,9274985,Le Knutson,0,-1.2,2.1,5
ggaeme38,0497721,Herbert Sokolowich,0,-0.5,3.5,3.3
ohbppg91,8013329,Libby Cervera,0,-0.5,1.8,3.8
hxmnel50,1434876,Maxine Lorenzo,0,-2.6,1,5
rrmvwh30,7567080,Elizabeth Klein,1,-2.2,0.8,0
zteanq34,7466805,Jeffrey Allen,1,-1,3,0.4
zbbfvc83,2916029,Sally Livermore,0,-1.8,1.8,2.5
uylqoy37,3605886,Mark Sharp,1,1.5,1.3,0
zvbcev09,6811715,Wesley Rossano,1,-1.2,2,0
jadahc28,9757459,Jeanie Nottingham,0,1,3.6,0
iscngq57,5947923,Janet Hamilton,1,1.8,3.1,0
kmlunh08,4090601,Gene Britt,0,-2.1,1,1.4
unbofv54,8672974,Thomas Till,1,-1.3,2,0
xtqdke32,7681384,April Richardson,1,-4.2,-2.3,-1.4
yupgyp40,8366093,Peter Munn,1,0.6,4.7,0
xshdei80,0609443,Mathew Vogel,0,-2.6,1.3,0
kwgdio83,6877752,Harold Bennett,1,-3.8,0.8,0
xzmagm14,1754000,Denise Alexander,1,-3,-0.2,0
jwpfdf71,8731021,William Mcbride,0,-1.8,-0.8,1.7
rgkynz07,0876201,Eric Vankeuren,1,-4,-3.5,0
ycxrtu28,4088754,Carolyn Townsend,1,1.1,5,0
dvtxky47,0138806,John Hart,0,-2,0.9,0
byzoid10,7128232,Guadalupe Bassani,1,-2.9,0.3,0
mmtejq46,6925753,Laura Haley,0,-2.1,0.5,0
penznr94,7997051,Bobby Bahl,1,-0.6,0.3,0
jywywa65,2830374,Janet Levites,1,-1.8,1.5,0.7
abooyo82,3630605,Billie Armstrong,1,-2.2,1.6,0
ymmulo23,3714186,Henry Satterlee,0,-1.2,2.4,1.7
xosrtt74,9781538,Steve Melson,1,-2.5,-1.2,0
dqgide93,1967386,Angela Jones,1,0.7,0,0
bwrymv47,8636280,Tessie Harlow,1,-2.3,-1.2,0
xyfwjl18,0493675,Sophia Searby,1,-3.4,0.4,0
jtuttg48,5758639,Michael Curtis,0,3.1,3.2,0
sqpvqd09,0822457,Sarah Maddox,1,-2.7,3.3,0
hehywd58,2534277,James Shepherd,0,-1.6,2,0
jwsbdv06,1083799,Valerie Ramos,1,-3.3,2,1.4
himhwj46,5958391,John Rose,1,-1.3,3.5,1.4
zopncb51,8498183,Kristen Wilson,1,1.7,3.2,0
qgrwtl70,7620099,Ben Franklin,1,0.5,2.9,-0.4
gscrhy20,9383470,Rosemary Vanwassenhove,1,-1.7,0.3,0
flyrqu20,8058426,Matthew Morales,1,0.8,2.5,0
zlziqr72,3841960,Danielle Daniels,1,-2.7,4.1,0
jrxikt92,3741677,Leonore Putney,1,1.5,4.7,2.5
wytcqy42,1304585,Gary Jones,1,-0.1,2.3,0
vnfqjo77,5794389,Joanne Miller,1,-1.4,-1,0
hohvsj05,1883631,Stephen Cullen,0,-2.6,0.8,0
odxjmz95,2973138,Sarah Fraher,1,0.4,4.3,-0.8
hppahe17,6850051,James Martin,0,1.8,5,2.5
ncemig60,5124604,Elaine Westerfield,0,-2.5,-0.2,0
jkhpub81,2853200,Linda Momphard,1,-1,1.3,0
rqbnhe47,7749165,Keith Malsam,1,-0.6,3.1,0
slapwb13,6730830,Joan Say,0,-2,0.3,2.5
zlimja07,6065560,Angelica Maldonado,1,-1.4,1,0
dvfnpd49,5450586,Gilbert Pro,1,-0.3,3,1.7
ugmixn98,8677347,Celeste Harper,0,1.1,2.2,0
rcpfhp94,0299266,Lester Hibbler,1,-0.6,3,0
zzbyet02,0190270,Nadia Balson,1,-1,3,0
rnhbwq81,6665485,Jose Mann,1,-0.7,1.1,2.5
hwwfxn82,3432588,James Buck,1,1.9,2.2,0
zfjalt91,8858647,Sue Fox,0,2.1,2.5,0
daovql36,1494915,Luz Whitener,1,-0.9,3.5,0
fgdlwa56,1365831,Monica Miller,1,-0.1,2,0
ceqmbc84,6849637,Jasmine Rounds,0,-1.4,1,0
nffcdp69,4266157,Dennis Dixon,1,-1,-2.7,0
ecjlze65,7713011,Noe Wilbert,1,-1.2,0.7,0
sdinhw91,5042074,Rory Thompson,1,0.3,2.2,0
rpkluv69,7567434,Lee Thoren,1,-2.9,-1,0
vrtuhr96,2967063,Charles Denney,0,0.9,1.7,0
zjrbrp67,0558930,David Hemmer,1,-1.5,0.9,2.5
ebqrfa75,4751610,Stephen Glowacki,1,-1.7,0.3,0
mxfzhu16,0744311,Henrietta Stanley,0,0.5,3.3,0
lkkuae39,1707628,Linda Timmerman,1,-1.3,1.6,0
npuqpl71,0474402,Anthony Stoltz,1,-0.4,4.4,0
woityk36,6969166,Joshua Sanders,1,-2.5,-0.3,0
tugiuz73,0435265,Belinda Castillo,1,-3.8,0,0
ypiyge44,7135446,Lawrence Singer,0,-1.9,1.3,0
jtkhhl69,7038299,Nina Phebus,1,0,-2,0
lcnxku57,3719823,Marguerite Burris,1,-1,2.7,0
tphcme92,8525173,Dixie Rolling,1,-1.4,2,0
xqblrm99,9383968,Mary Swanner,1,-1.5,0.8,2.5
xmrpji95,0681104,Patricia Baker,0,-1.1,3.3,2.5
ikyxlj20,7867153,Jacob Friedrich,1,-1.9,0,0
vqyxyo70,1146694,Cecile Evan,0,-2.7,1.4,0
ugzbxu79,4249375,Reynaldo Ibarra,0,1.6,2.9,0
sznfau00,3297878,Louise Oliver,0,-2.3,3,0
vokmcc28,0583479,Leah Madison,1,-3.6,0,0
hrnjfi55,8992620,Lori Dess,1,-1.5,3.3,0
hcntar99,0479728,Anabel Steib,1,-2.2,0.5,0
zqsnst77,8041490,Gary Whitney,1,-0.1,3.6,0
nobxzu37,4894238,Michael Aaron,1,1.5,4.8,2.5
hafwkv61,6211110,Wilma Frantz,0,-2,1.8,0
vapakf51,0635827,Dion Heredia,1,-1.8,2.5,0
dafuyq63,5148488,Heather White,1,-3.5,2.5,0
cbwjmg61,7302850,Gary Taylor,1,-0.6,-2,0
nnvzce91,1352108,Ashley Sotelo,1,-4.2,1.4,0
gyuzyx29,3929692,Amber Albright,1,-0.5,2.9,0
rkfuxk93,8926974,Sandra Olivarez,1,-3,2.1,0
srkcmv63,9456719,Jeanne Henry,1,-1,1.7,2.5
mrqdof55,3087969,Larry Mckenize,0,-0.3,1.7,0
tswlhc86,4210298,Alicia Flynn,1,0.6,1.7,0
wtfhpc36,0575465,Gary Wynn,0,-1.8,3.3,0
cfdtax88,7394183,Henry Berry,0,-3.9,-2.2,0
zcihic32,8108313,Judith Romero,0,-2.3,0,0
qzglmw80,1006954,Mark Garvin,1,-0.6,3.3,0
wkbavf27,9639977,Gala Short,1,0.6,3.7,0.8
bnpnbt93,3619317,Sharon Groce,0,-2.9,0,0
kegqoq46,2503688,Erin Keller,1,0.4,3.3,0
ctuhwu92,6326043,Mary Leslie,1,-2.7,1.4,0
weqtnr79,6611253,John Avery,0,-2.9,1.5,0
gltrhm11,5607491,Helen Hines,1,-1.9,0.8,0
mgohrw49,5387164,Julia Lemley,0,-4,1.7,0
yorgnh17,7630314,Leslie Alonso,0,-2.9,1.7,0
mpibzl28,3815120,Robert Gardner,1,-2.3,0.3,1.5
mixscv42,1309275,Yolanda Raley,1,-2.9,1.1,0
vsufek22,0883775,Margery Simmons,1,-3.3,2.5,0
dokgub66,8654920,Richard Coke,0,-2.3,2,2.5
emvkos98,1484689,Lael Miller,1,-0.6,2.9,0
lqlsek41,0448848,Erin Beek,1,-2.7,1.8,0
vrxmfx99,6819000,Marion Nave,1,-2.5,2.6,0
qxtqad94,6209815,Robert Corney,1,1.1,3,0
ybawcy56,1524493,Nancy Downey,0,-1.1,2,0
dpqdyb52,2541890,William Haydu,1,-1,3.5,0
toetvz52,6611002,Lorna Delgado,1,-1,3.3,0
xjliyi05,4636034,Mary Johnson,1,-4.1,-0.6,0
mvfkgk94,7044776,Rosa Rodriquez,1,-1.5,1.7,0
sdnjgl69,1980992,Donald Payton,1,-2.6,1.7,0
qzyyxo64,5258170,Mary Bender,1,-2.1,3.3,0
mecflo66,3620553,Maria Beal,1,-3.5,1.3,0
ziptqz13,2721944,Frank Harper,1,-2.8,1.8,0
qsxnkr08,6642729,Brett Canon,0,-0.2,-0,0
nvuyei37,7093441,Jose Stonis,1,-0.3,3.3,0
drzdvn33,2670403,Carl Mcgee,1,-0.8,2.2,1.2
fsevxg46,7144901,Dustin Haley,0,-3.3,1.9,0
zmwluq07,6528038,Jonathan Sauve,1,-3.3,-0.7,0
gzykbb11,7194057,Berta Zuniga,0,-4.6,-0.4,0
axiqse95,8399839,George Nam,1,-2.9,-0.1,1.7
xgrmtl85,5174030,Ida Johnson,1,-2,1.3,0
xuyoqa30,4184175,Robert Patterson,1,-2.5,-0.5,0
pglpyd09,0316695,Gordon Donato,0,-3,-0.1,0
lwauiq33,8748277,Erma Chabot,0,-1.7,-2,-99
xyauif71,1903441,Edward Hughes,1,-1.4,1.4,2.5
hgrpvy68,6384610,Joan Packer,0,-3.1,-2.1,-99
vktvhz91,9134916,Annette Paris,0,-4.5,-1.2,-99
qcwgel11,6963872,Maria Enriquez,0,-1.3,0.8,-99
kmkvfj50,4814280,David Brantley,1,-1.3,-1.7,-99
obnsgm93,1834375,Kevin Curtis,0,-1.7,1.4,-99
vkmtly47,2830397,Juan Watts,0,-1.4,-1.4,-99
mkncka57,5429771,Juan Henry,0,-2.2,-2.2,-99
dacnpo05,8665914,Laverna Mccully,0,-3.5,-2.2,-99
mufzmt01,3348081,Allen Franks,0,-0.3,-1.5,0
oqfnre46,4102870,Timothy Williams,0,-0.5,-0.2,0
tfqbvx51,3528203,Joseph Nicole,0,-2,-1.2,-99
tnahkq88,7858424,Stuart Morgan,0,-3.6,-0.2,0
bayuop62,5901828,Dustin Jackson,0,-1.5,-3.4,-99
bbhbws72,6614854,Mary Goodman,0,0.3,1.4,5
ngwcxz75,4586697,Jayson Gray,0,-3.3,2.2,5
jgaham98,5000843,Laura Gunn,1,-2.7,-1.7,-2.5
pcbdgb79,8145094,Demetria Wright,0,-0.3,1.4,2.5
jsniub86,0415384,Glenn Hall,0,2,1.9,0
clobwo44,2461536,Nancy Fant,0,-4.1,-3.5,-99
qxogni59,3685626,Clara Crawford,1,-1.7,-1.9,-99
chpzko00,6509732,Kenneth Hicks,0,-1.5,0.6,0
ottimb17,4957521,Johnathan Bunal,0,0.2,0.8,-99
gpqquh99,4722395,Tracy Rosel,0,-1.1,-0.8,5
nxxqpm21,8973512,Ramon Tussey,0,-0.4,-0.4,0
yfxfpd98,8758491,Bobby Pryce,0,1.1,2.5,0
zmsdjj16,9302590,April Simmerman,0,-2.1,5,0
nvmjjd36,9872766,Thomas Watts,0,-0.8,-0.4,0
oeqyll68,6957321,James Johnson,0,-2.1,1.2,0
wfztpt69,6771937,Fidel Danger,0,-3.9,3.8,0
zkgcae26,3683153,Orville Frank,0,1.7,3.8,0
qxdyvq61,0300361,Antonio Freeman,0,-0.3,2.3,0
cilpit58,5407620,Lee Porter,0,0.4,0,0
dtavlb79,4478818,David Schnell,0,1,3.8,0
gncaob96,5283553,Nancy Borrero,0,2.2,2,0
lfxrvi83,8625709,Keith Morin,1,-2.6,-1.5,0
ajbjeo89,5175802,Thomas Chaisson,1,-1.2,-0.8,0
euetau67,1934319,Marie Thomas,0,1.1,1.9,1.7
yyzsul05,7815571,David Riendeau,0,-0.8,0.3,0
jkdlru28,2947512,Francisco Miller,0,-0.3,2.3,0
caqmor44,4247764,Julia Lastufka,1,-3.2,-0.7,0
uwtkrl98,6593832,David May,1,1.8,1.5,0
awypwv25,4739673,Susan Cutler,1,-2.4,-0.4,0
spsuwu43,6410169,Debbie Call,1,-2.6,1.2,-0.8
fujhho41,6591664,Anthony Gray,0,-1.2,0.9,0
ygidjt44,9244185,Graciela Hardin,0,1.3,3,0
cfyzmd50,2716529,John Johnson,1,-3.2,-1.7,0
ikmmlh37,5041096,Marc Jobe,1,-1.9,-0.3,0
yfdtdd28,7615135,Jenny Richardson,1,-3.1,1.3,0
ujfzdk59,6266871,Dale Martinez,1,-3,2.1,0
glbonq88,4725330,Bertha Grace,0,-2.6,1.1,0
kufkef15,9397740,Robert Wilson,1,-0.5,2.5,3.3
mnkooa75,3614105,Ervin Siders,0,-1.1,1.4,0
rzzeac19,3186041,Angelita Tafel,1,0.2,1,0
xuclpd87,6792090,Allen Tuggle,1,-1.5,-1.2,2.5
jivosx46,7095830,Claude Hutchinson,1,-3.5,-0.3,0
njpdpt97,4226629,Chris Lachley,1,-2.4,1.3,0
