uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades
xapzmf83,1651499,Evan Blackmon,1,-2,1.1,-99
qtmrzm72,2086139,Stephen Smart,1,-1.8,1.4,-99
txegdz47,7537841,Michael Wolf,1,0.7,2.5,0
smnzii28,4735870,Peggy Cooke,1,-3,-0.2,0
ugbqfm75,8547483,Marilyn Slaughter,1,-1.7,1,-99
rmoxtv58,2035328,Charles Evangelista,1,-1.5,4.5,4.3
nzqvbx26,9480569,Chris Newton,1,-2.5,2.5,2.8
tklnhl56,9634316,Richard Salazar,1,-1.7,2.5,-99
xprdgt75,2503641,Mary Gagne,1,-3.6,0.9,0
hluydx90,6819632,Elizabeth Weekly,1,-4.7,-3.3,-5
kurpoa36,3589647,Nanette Howell,1,-2.4,-1.8,0
izeyjv14,4243585,Alexander Batty,1,0.6,-0.4,-99
jgicvz35,6603568,Clarence Hilson,1,-3,-1.2,0
ubzymk85,1880893,Deanna Brightwell,1,-3.3,-1.7,5
qyiyxx22,7616302,Julie Gates,1,-1.4,-0.3,0
ajfmvo09,7890871,Donna Bloomquist,1,-1.5,0.6,0
tkajxe34,2138530,Beverly Pellegrini,1,-2.2,-2.1,-99
kkevpw06,8255440,Nolan Thomas,1,-1.9,1.7,-99
cdycea77,2991455,Barbara Talarico,1,0.2,1.2,-99
wvndop83,1102752,David Greene,1,1.9,-1.7,0
musruk73,3710340,Larry Gaffney,1,-1.4,1.2,0
eoyssq37,5662544,Helen Horner,1,-2.5,1.7,-99
cndfbe27,9739012,Robert Harwood,1,-0.2,-0.3,0
amgysw38,5919596,Ronald Cook,1,-1.5,-2.1,-99
nspyjc81,9952210,Martine Thorne,1,-0.1,2.7,0
fppicq26,4881004,Christine Reed,1,-3.1,-4.2,0
lohrhb35,0265610,Mary Williams,1,-2,-0.2,0
wjuvgx77,1905432,Jenine Elswick,1,-2.6,-1.1,-99
msskjb94,7684448,Michael Martin,1,-1.3,-0.7,0
fkkqwp48,8386568,James Maloney,1,1.1,-0.6,0
zqwmkc58,9518330,Nicole Shea,1,-4.3,-3.9,0
arqbhz46,4076311,Jeffery Carver,1,-3,-0.2,-4.1
rxqlxa54,9189835,Juan Reed,1,-2.8,1.2,-99
ggvupf88,9227543,Carl Webb,1,-2.4,0.8,0
escatw32,2348475,Phil Martin,1,-1.2,0.5,0
zvwquy30,9298728,Kristina Woodworth,1,0.2,-0.4,0
fpeyij45,3201496,Lauren Lona,1,2.7,3.5,5
qskavh15,3241963,Lawrence Stark,1,-2.9,-2.5,0
lkatij46,0456646,Ethel Clark,1,-3.5,-4.4,-5
kxlwyi99,2760903,Deanna Ferrell,1,-2,-2.2,5
osxpvs43,6744320,Gary Floyd,1,-0.9,0,5
hwlqbj97,3794486,Jeffrey Levi,1,0,2.5,5
yhtcsi73,9808049,Steven Mcgriff,1,0.2,2,-99
brjarj14,9711747,Frances Owens,1,-3.3,1.4,-99
urqkvn57,8206106,Robert Barrera,1,-1.9,2.2,0
qntxzl84,2211949,Jamie Stafford,1,-1.8,-0.2,-99
vjgfbk15,5587421,Chad Therrien,1,-2,3.3,5
nhhusq79,0949165,Taylor Lewis,1,-0,4.3,5
ocnxbo30,2813821,Morris Day,1,-2.5,-2.4,0
blwzva10,1350643,Elvira Rubinson,1,-3.1,0.6,-99
nlpabr48,0422304,Richard Wade,1,-0.4,4.9,5
kjtque20,6593662,Wesley Perrin,1,-2.4,2.8,0
mycyum28,0079121,Donald Null,1,-3,-0.5,2.1
cmiwzj91,4456357,Arnold Earl,1,-2.6,-0,-99
uepjsz39,7312087,Shirley Gammage,1,-2.5,1.7,0
ngaxfw37,4222627,Rosie Grose,1,-3.3,1.2,-99
qgbvni39,4060015,Nathan Rowe,1,-1.3,1.9,5
llrkzi03,5674750,Blaine Kelly,1,-3.6,-1.5,-3.9
allshe96,4669869,Mary Boyd,1,-1.1,3.3,2.4
vizlqx63,5729422,James Carter,1,2.3,0.6,5
mpcaea49,4117579,Sergio Feinstein,1,2.8,1.4,2.5
tjbocx79,7750722,Melda Rice,1,-1.9,0,1.2
pmnqwc73,3951007,Danny Nelms,1,0.7,0.1,5
fepjcq29,5890296,Michael Mack,1,1.1,0.6,0.6
xgdajx91,0774894,Elizabeth Donofrio,1,-1,2.8,3.2
ojqdsk48,8969372,Benny Morgan,1,0.6,0.1,5
kvloqg44,1711531,Melinda Davignon,1,0.6,1.1,2.5
vejihx12,4725286,Rosalyn Dunston,1,-1.5,0.9,3.7
isknft14,8201383,Thomas King,1,-0.8,0,5
vtpsik33,7019155,Douglas Malave,1,-2.9,-3.3,-5
prtvmk24,3998473,Shelley Bence,1,-1.1,0.9,5
bbiokc40,1005302,Rosanna Alvarez,1,-0.6,0.9,5
czqzfe92,0049910,Brigida Ferranti,1,-4.1,-2.7,-2.8
vazxnl85,8087555,Deborah Worrell,1,-0.8,-0.6,5
xosdmc44,8478440,Tiffany Dunnington,1,0.6,1.8,5
ddnfbz89,9553311,Amanda Taylor,1,-0.8,3.2,5
jxcxnn74,6402469,James Colon,1,-1.1,0.9,-0.3
qtzase32,6880455,Rick Newell,1,-2.3,0.4,4.3
bwivwd83,1825087,John Whiteley,1,1.1,1.8,5
lwavuk08,7837185,Herbert Machado,1,0.6,1.3,3.7
ascbrr47,9451566,Tony Buchanan,1,-1.3,0.7,2.5
jeydxi38,8503230,Charles Foster,1,1.7,0.1,5
wfoowz97,9205263,Patricia Diamond,1,-2.6,1.9,3.7
cqlefg80,7024705,Lucille Phelan,1,-2.1,1.2,2.5
xtadjd03,7116673,Troy Vojna,1,-2.4,-1.2,2.7
iqkdaf48,7118320,Janice Robles,1,-0.3,0.1,5
stiwjn03,1725498,Taryn Wells,1,-5,-2.4,-2.9
rtdrra67,2520520,Deborah Poch,1,-1.7,-2.5,2.4
qwujpn81,9467591,Reuben Salstrom,1,-0.7,1.5,5
gqionj09,1090885,Mattie Cook,1,-1.7,-0.1,3.3
amalek46,7966562,Audrey Beach,1,-2.5,-1.1,2.5
kzfqgf67,0209772,Carl Blount,1,-2,1.4,2.5
qdfojp99,6150973,Rhonda Salazar,1,-3.4,-0.4,1.7
wpukqg38,5652462,Irene Dorsey,1,-1.4,0.8,2.5
rrxzhi85,4855056,Kristen Huff,1,-0.1,4.2,3
ayhixm47,3784279,Lillie Smith,1,-1.2,2.3,1.9
bwuhhp33,2513269,Carolyn Moores,1,-2.1,1.4,3.3
edfsgv22,4907850,Jason Christian,1,-0.5,1.5,2.5
lxwuoy38,8199108,Charles Farley,1,-2.3,0,3.9
rckasw84,2175171,Julie Snell,1,1.8,4.1,4.6
pokncj41,8324761,Thomas Gibson,1,-2.2,3.5,2.5
ozvabf42,6666069,Leticia Wilson,1,-2.2,1,2.5
bkxmhc73,7424537,Bryan Atherton,1,-2.6,-0.9,2.5
vvddnp93,9915633,Barbara Dooley,1,-0.8,2.7,1.7
bqfzgz58,0543136,Francis Ching,1,-2.3,-0.4,3.7
smxjak25,5528531,Clement Parker,1,-3.7,-0.4,5
wjvadx69,8424268,Charles Hammond,1,-0.9,-1.9,2.5
vbdkel86,0948908,Bonnie Mcrae,1,-4,-2.5,3.9
pstuag87,2630025,Cindy Mcclain,1,-1.5,1.1,3.3
ipmwdl66,1871686,John Ball,1,-1.7,3.1,2.5
edzqzs87,0943086,Sonya Canada,1,-1.7,-1,3.9
quusir15,1896018,Jewel Wales,1,-3.2,-1.2,5
oemxzx70,4900239,Brenda Ewing,1,-0.7,-0.8,2.5
fgxfkd21,5960493,Mary Erickson,1,-2.2,-1,2.5
esmazu06,4634754,Carolyn Paquette,1,-4.7,-4.2,-5
bfgzhz87,2704363,Thomas Holmes,1,-2.3,-1.3,5
tzzajy37,5449972,Ellis Baum,1,-0.6,1.3,2.5
cjjosi74,2467907,Sammy Simmons,1,-0,3.8,2.5
qsfcnr85,1046352,Natalie Arroyo,1,-3.3,0.5,2.5
jfzsys09,7473215,Michelle Bond,1,-0.9,1.4,2.5
tgeubh56,8796042,Josephine Wheeler,1,-2,0.9,2.5
cjwzzq16,6155313,Jose Tu,1,-1,2.2,1.9
bpfehy04,0758168,Karen Castro,1,-3.5,0.8,2.5
ibcrhs18,4276718,Elias Roth,1,-2,0,2.5
orgksf12,3392393,Pam Hollis,1,-2.1,-0.8,3.9
shxxoj59,4097454,Patrica Herring,1,-2.5,1,2.5
xiewem93,6126827,Diane Sanchez,1,-4.7,-2,5
bckspm60,9043433,Jerry Lowry,1,-2.1,-1.1,5
fujnov40,9221707,Larry Brooks,1,-1.8,3.3,2.5
lfepar95,3370915,Dorothea Ma,1,0.8,3.6,3.3
iqtwfl39,9953137,Kenneth Kim,1,-1.5,0.8,2.5
uzgxtl05,4189001,Gwen Gomez,1,-1.3,-0.1,2.6
ofrcye00,0441168,Norman Klein,1,-1.8,0,5
amzqdx61,1750492,Marissa Harris,1,-2,0.5,2.5
ogjvkw11,1927375,Larry Coles,1,-3,0.8,1.9
tekiys00,7221270,Matthew Estrada,1,-2.3,0.1,2.5
rylhwk05,5970185,Phillip Mclelland,1,-4.3,-1,5
vbbfwl34,9582838,Matthew Ybarra,1,-2.5,-0.7,1.9
udsrwt69,0194419,Alfonso Sutterfield,1,-1.7,0.1,2.5
ensrdj74,4877259,Barbara Sanders,1,-3.3,-0.5,2.5
nqrxfq94,4163232,Gary Epperson,1,-1,1.7,5
nblfvi86,3907500,Norma Perez,1,-2.3,0.2,2.5
rlilkr91,0521793,William Barb,1,-1.9,-0.7,2.5
bbgxin11,3569409,Jack Vargas,1,-2.5,0.4,2.5
csnnxr23,1719948,Charles Miller,1,-2.6,-0.7,2.5
vihjeq62,6952386,Palmer Wilde,1,-3.8,-2.6,0.6
blvhao61,4138754,Andrea Hall,1,-3.7,0.8,5
emfupt76,9620409,Jerome Schmidt,1,-2.3,0.3,5
xhbtqs29,1183654,Sadie Vega,1,-0.5,-0.3,2.5
pdasxw45,0691043,Emma Aragon,1,-3.9,-1.7,3.9
vcapwj59,9435841,Evelyn Vogel,1,-0.6,0.2,2.5
ocalqy87,0685167,James Glass,1,-2.5,-0.5,2.5
bchsgn36,2048425,Robert London,1,0.3,4.2,1.9
roslrj09,6060264,Elizabeth Mendoza,1,-2.3,1,2.5
cnfipq84,9586427,Debbie Pace,1,-3.3,-0.1,2.5
ingbjh72,7093139,Trenton Harris,1,0.3,1,0.9
ravsai32,2180462,Nina Heron,1,-4,-0,2.8
mxhirv68,0992707,Clifford Arnold,1,-0.4,1,2.5
dxarii08,8320816,Gregory Bonds,1,-3.7,-1.4,5
zqkfvo03,5338372,Ana Simonds,1,-1.9,0.1,2.7
afphsq12,4121269,Cory Reed,1,-4,0,5
vwjdab96,9856416,Mary Page,1,-0.6,1.1,2.5
culqga63,6339743,James Williams,1,-1.2,-0.5,1.7
kxlfam49,2056347,Dorothy Chatham,1,-3.1,0,2.5
qdcmzo80,0618544,Pedro Miller,1,-2.3,1.6,1.9
haswei20,2927689,Paul Brown,1,-1.1,2.3,2.5
vnvfok88,1716858,Jared Munch,1,-1,1.4,2.5
banout34,2793871,Jerry Swartz,1,-2.7,-0.2,5
fdapyr31,2887543,Audra Holloway,1,0.1,1.9,2.5
gstcsf66,7369407,Jennifer Brooks,1,-2.2,2.2,2.5
olnjhj89,6099957,Ana Lawson,1,-1,0.8,1.9
kbyxph54,0469967,Nancy Kerr,1,-1.7,0.2,0
vxiykw82,6135288,Anthony Lambert,1,-3.9,-4.1,0
aidemo54,2843915,Steve Pena,1,-0.8,-0.7,0
phwcxu89,6753410,Anthony Kelly,1,-0.2,1.2,0
aoscgd78,1756878,Robert Fogg,1,-0.5,1.8,0
drgtwd99,4120105,Kevin Thompson,1,-0.6,2,0
rghqlg42,5997515,Matthew Bonato,1,-2.8,-1.2,5
towoeu93,4805782,Caroline Presnall,1,2.9,1.2,3.1
mbepwc35,2366557,Stefan Garcia,1,-1.7,2,0
iabibm49,7765232,Jane Clark,1,-2,1.3,1.7
xjjrow17,3979916,Crystal Lewis,1,-0.4,2.8,0
jzjuub62,2229535,Lourdes Johnson,1,-1.5,3,0
oljiap27,0480839,Lynn Wiggins,1,-1.6,2.7,-0.4
lrpjeq18,4835179,Dennis Suitt,1,-0.8,4.4,0
cbxrmp06,6033341,Ken Jones,1,0.2,5,1.8
ccnrdn33,4976243,Priscilla Slater,1,-2,3,0.4
weyizu82,1891480,Edith Acevedo,1,-3.7,-2.5,-1.4
eafzhm42,8290634,Dawn Barrett,1,-0.3,2.8,0
qxccfp13,5313878,Diane Clement,1,-1.3,0.5,0
bkeoyc01,5733870,Martin Gold,1,-1,-0.3,0
imdava17,5008342,Sylvia Hayes,1,-5,-3.8,0
lviftf75,6226786,Eric Johnson,1,-1.8,1,0
ktdkwo98,5734581,Christina Finder,1,-0.3,2.2,0
cgihzc89,6042894,Lorretta Webster,1,-1.7,3.5,0
hhenup04,9734389,Mary Propps,1,-0.9,1.6,0
idbtof98,3007354,Ruby Gundersen,1,1.9,3,0
nedgaj70,0375354,Eva Takemura,1,-0.7,3.3,0
yuqtpb42,1140361,Maudie Bow,1,-2.3,0.7,0
luhhjc75,2527129,Jennifer Stowers,1,0.5,-0.2,0
pabvei05,3055607,Shawn Pullum,1,0.6,4.7,0
ojmihc31,2509463,Lora Sanders,1,0.2,5,0
laocyn77,6182595,Thomas Valdez,1,-0.5,1,-0.8
avemwy19,1194582,Lucille Mcarthur,1,-2.3,2.6,0
mkvpky65,3409711,Mary Meis,1,-0.6,2.6,1.1
mknbid17,5112641,Cynthia Ballew,1,2.1,2.6,2.5
eslofp26,8657727,Alia Ledoux,1,-1.8,1.3,0
mamddk50,8374008,Loretta Mccauley,1,-1,3.3,0
xvvdbp44,8412823,Marva Morrissey,1,3.1,5,0
gzqtcl25,1780448,Kevin Brace,1,-0.6,4.5,0
nitjhz83,8399304,Michael Olson,1,-1.9,1.7,0
zvdhwv55,0374442,Hannah Coleman,1,-1.5,1.4,0
iimadd36,9210488,Cynthia Harkins,1,-2.3,2,0
vfidwz87,5153261,Anna Reynolds,1,-1.6,0.8,0
prwibm51,1691642,Carmela Smith,1,0,1.7,0
bbttrv29,1821250,Anna Prevatte,1,-3.5,2.7,1.4
vfmxet45,6929455,Latrina Devito,1,-2.6,0.6,0
czsotd67,8726740,Willie Mathew,1,3.1,5,0
ovxjwd61,0776763,Jeffrey Elias,1,-0.8,0.4,0
mhqwgg13,1638550,Maria Ebert,1,-2.4,1.2,2.5
oduadj23,4335488,Vera Torres,1,0.6,0.7,0
jehdbz56,2765048,Beatrice Shones,1,-1.1,3.3,0
hmzahq57,4510617,Dennis Payne,1,-1.2,3.3,0
kvcrbs51,6070272,Richard Fisher,1,-1.2,-0.8,0
ihuukk73,4809053,Catherine Boutin,1,-1.4,2.2,0
gwgmtr82,1114751,Louise Firpo,1,-1.9,3.3,0
yvchwx07,9134135,Anne Conde,1,-0.1,2.3,0
vjybiy72,8382410,Mark Anderson,1,1.4,2.3,0
fwpcxv27,4823453,Jessica Watson,1,-1.7,3.1,0
fydjre11,8703295,Cynthia Leigh,1,-4.4,-1.6,0
nmrwxq67,2771924,Anthony Eller,1,-2.9,-2,0
ykzckp05,0911482,Julie Miller,1,-1.1,3,0.7
miiwaq02,1863884,Clara Kaelin,1,-3.5,1.7,1.4
gifzgd65,6089177,Lance Montero,1,-1.2,1,0
tryffc23,4398656,Christine Allen,1,-1.5,4.7,0
mmpwex39,2655886,Peggy Miller,1,0.6,3,1.8
xkaneo19,3947890,Doris Pitcherello,1,0,4.3,1.7
fmtusc64,8661717,Robert Constantine,1,-2.7,0,0
gpxynl03,9701781,Essie Mathis,1,-1.9,0,0
biycly87,5320633,Cruz Bebee,1,-1.7,3.3,0
aiiuwu32,6732852,Richard Gutierrez,1,-2,2.4,0
tkmdkb65,5303424,Dean Grabau,1,1.3,3.2,1.7
fnshpy52,5147225,Jacqueline Bracey,1,-0.4,3.3,0
ytayew98,2799181,Kristy Nelson,1,-1.9,3,2.5
vkkwnz62,2556279,Loreen Kulig,1,-0.9,3.3,0
bxkdin21,2547466,Amy Rollo,1,-1.4,2.6,-0.2
mwgdvi99,8270581,Krystal Dill,1,0.1,2.5,0
xeeekv09,6067984,Warren Saucedo,1,-2.9,1.4,2.1
bjmakv19,8595057,Susan Rosso,1,1.2,1.6,0
gxjemi24,9186709,Lavonne Kent,1,-2.3,-0.3,0
zybyyy49,3996111,Diane Koch,1,-1.6,1.3,0
xdeiks49,2475330,Michael Neidecker,1,-2.5,-0.2,0
ieiaej97,6450472,Louise Chambley,1,-2.1,2.2,0
pzjsjx18,4810710,Scott Blankenship,1,-1.7,3,0
qnioax31,9000718,Dorothy Miller,1,-0.1,5,0
jzcevc12,8424964,Mary Manalili,1,-0.4,0.8,0
ynmimn37,3033941,Sarah Vale,1,-0.6,3.3,0
zomduu03,2930210,Monica Mason,1,-1.2,3.2,2.5
qbogui41,0510305,Marc Mosley,1,-2.7,0.3,0
dmwkub48,8619109,Rosie Brown,1,-3.3,-0.6,0
mhnhln85,2416281,Lonnie Calloway,1,-0.9,0.2,0
hpfsze64,9819258,Gregory Hopper,1,-2.4,3.2,2.5
erxlku92,6517044,Wilma Ross,1,-0.8,0.6,0
pkcrzz72,8857075,Lorena Akin,1,-1.8,4.2,2.5
voufjd90,4350520,Vincent Petty,1,-0,0,0
drspss23,8180550,Jeffrey Groves,1,-3,1,0
tdaeow11,2259054,Patricia Savoy,1,0.2,4.2,2.5
mlgbmb23,9508532,Kent Price,1,0.9,2.5,0
mxdtzw22,5923291,Barbara Shiflet,1,-1.4,2.3,0
hprkkl49,4261028,Perry Wilbur,1,-0.4,5,0
tiftbu74,6247400,Tammy Ridgeway,1,-1.7,2.8,0
ieensw00,6764727,Cynthia Irish,1,-2.9,-1.2,0
oxfgwj91,6879438,Jacob Bahl,1,-0.9,3.5,0
gzyvaf70,6156507,Flora Langone,1,-0.9,1.3,1.8
qrwuef49,1038409,James Dendy,1,1.2,3.7,1.7
bdnxvf56,8364869,Charles Hilse,1,0.3,3.7,2.5
kujjrj29,5740059,Edward Shepherd,1,0.9,2.4,0
prlxlv87,0979888,Tyler Hays,1,-3.2,1,0
rijpzz50,0053661,Pamela Meredith,1,-1.4,3.6,2.1
vbhahz39,3975368,Stacy Marmon,1,-2,-1.8,0
hieepg33,2190163,Rudy Smith,1,-2.5,-2.2,0
plmxow41,7096138,James Allen,1,-1.5,0.5,2.5
fcqadu03,7536155,Elizabeth Weber,1,-2.9,0.8,0
bftchn58,1948149,Arlie Henson,1,-0.6,-2.3,0
sfyeps34,1136128,Kenneth Anderson,1,0.9,1.8,0
odfsmu91,9864644,Omer Johnson,1,-1.2,4.2,0
rztkis29,1906971,Stacia Gilmore,1,-1.8,2.7,0
fppcgw19,8151149,Judith Keegan,1,-1.8,1.7,0
guqwwi92,7321021,David Adkins,1,-1,-0.4,0
gymgqp70,0149940,Melanie Obrien,1,1.2,4.7,0
klcozb35,4081073,Ryan Turner,1,-0.2,0.8,2.8
kwnirk32,3217682,Melva Duquette,1,-2.2,0.8,0
orzfwx55,4833118,Paul Harris,1,1.2,1.7,0
qokrcu57,5615787,Julia Smith,1,-2,3.2,2.5
nocizf33,3904516,Bernardo Strong,1,-1.8,3.3,0
qbnlwh69,3203864,Walter Dechant,1,-2,2.5,1.8
qpvxap15,0021215,Jenny Ferebee,1,-3,-1,0
rwiszx87,7922390,Rheba Gleason,1,-2.3,2.2,-0.8
gvyaza03,7249067,Elsie Howes,1,-0.8,1.7,0
mokwwm38,7265626,Andrea Ford,1,-1.6,1.6,0
oogbnq88,8864407,Brooke Hamm,1,-1.5,-0.3,0
eigwdc51,7853871,Thomas Henry,1,1.6,3,0
frjsal45,8845544,Gabriel Garza,1,-1.9,0.5,0
