uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred
heoape62,6581091,Maurice Smith,0,-2.2,-2.5,0.7,3.4
svhlbb09,8832877,Charles Berthold,0,0.5,3.4,3.1,2
nekbia95,8960510,Robert Hooker,1,-1.6,3.1,1.9,-3.8
pyxcst89,8326727,Lee Smith,0,-0.1,1.1,2.5,3
mezfkg17,9258440,Melanie Anderson,0,1.2,3.1,3.7,-1.5
qbuods24,9345508,Kevin Sanabria,0,-2,2.1,2.2,4.1
qzesef37,7417493,Dayna Paterson,0,-1.6,-0.5,0.2,-4.2
bqaeot34,1956426,Margaret Harrill,0,0.3,0.8,2.1,2.7
ctvgee98,7403505,Miguel Armstrong,0,1.1,3,4.7,3.8
pbsrsm22,9244945,Cornelia Martinez,0,-3,2.7,4.8,3
yemwhf19,9140840,Mark Payne,0,-2,-0.8,1.4,2.6
afsqjp99,6360328,Heath Hovermale,1,-1.3,2.5,0.7,-4.7
ycgsup23,1800628,Jeff Monteagudo,1,-1.3,0,2.1,-4.8
nqfbim36,7240948,Mary Lintz,0,2.1,3.2,3.8,3.6
ohygom10,0745071,Tamika Shufelt,0,-0.2,1.7,4.4,0.5
efivsr26,4214231,Jessie Kinstler,0,-3.4,-0.1,-1.1,-1.7
zzhjwy33,3258097,Judith Lucero,0,-2.7,-1.8,-1.8,3.1
fgnxdn96,1118645,Pearl Fischer,0,-0.4,3.6,2.4,3.5
arccyu21,7195929,Marie Brown,0,0.8,3.4,2,3.8
ggcizd37,7613493,Krista Murray,1,2.5,4.4,3.8,3.3
dhlipu35,7321542,Michael Ashley,0,0.9,2.2,3.7,3.3
cxlfub14,9267228,Angelo Dean,0,-1.7,0.9,2.4,-3.8
epepfv49,2542039,Bernard Ennis,0,-1,1.4,2.5,1.1
ocfdtd55,9091663,Kimberley Meritt,0,0.9,2.1,4.6,2.2
oxnibj09,1035758,Barbara Liddell,0,-0,2.9,4.7,1.2
bwrysd44,1435194,Jean Cordano,1,-3.1,-1,-0.8,0.1
xwfqec69,5763734,Jim Hansen,0,-2.3,1.5,0.3,3.8
kgmvui50,3955703,Carol Austin,1,-1.6,1.4,2.9,3.1
zjxsla98,6606767,Bill Lopez,0,-1.6,2.6,-0.2,-1.5
tkcpdo53,7253085,Timothy Schlottmann,0,3.2,3.3,3.9,2.5
mgxnpt86,5405138,Steven Cadena,1,2.3,3.9,4,-0.4
rxmzxy83,0226190,Edith Baxter,0,-0.4,2.1,0.1,3.7
ghctzy34,9626590,Vickie Roehm,1,-0.7,4.1,3.4,3.7
mgldjb19,9160316,Tammy Ricks,1,0.7,3.4,2.6,1.2
tclhcg02,6977830,Ellen Campbell,0,-1,-1.4,4.2,3.9
dybctd46,9760579,Arthur Riggs,1,0.4,3.3,3.9,3.5
nwiuua13,5966883,Yolanda Newman,1,-0.9,0.7,2.1,-0.2
dxvpdv87,0161059,Teresa Smith,1,-2.3,2.2,4.7,-0.5
vkmpzk87,5313848,Wilma Wright,0,-3.3,-4,-3.8,-1
wugrvp90,7268166,Peter Adams,0,-0.6,4,2.1,3.5
cujbtj54,8601257,Kenneth Bingham,1,0.2,2.6,3.6,-4.3
nviudp82,6177252,Alan Cruz,1,-3.3,4.2,0.4,-4.1
seolww69,6172200,Rhiannon Santini,1,-1.3,-1.2,-0.6,0.1
nnmmwt81,4999886,Bruce Wardwell,0,-2.2,-2.2,0.8,3.5
rdmwrn66,0095799,Thomas Anderson,1,-2.8,0.2,0.5,-1
oswhge96,6135922,Jeremy Foster,0,-0.2,3.1,3.1,2.7
bohxyx80,2817215,Helen Bell,0,-0.8,-1.1,5,4.2
koesqy42,4281617,Ryan Cannon,1,-3,-2.7,-2.8,-0.3
lzlndr15,4637445,Damian Taylor,0,1.2,1.2,3.6,3.3
breikp61,9932641,Lewis Fang,0,0.9,2.9,0.7,-4.3
smpvsq96,5199976,Virginia Chavez,1,-0.8,0.7,-0.6,-4.9
sefkdh57,7331859,Bradley Sowinski,0,-2.9,-1.7,-0.4,-0.3
aibkbo85,6860559,Erik Vetter,0,-1.5,-0.4,5,-1.3
utupez53,5596842,Devora Thomas,0,1.2,1.6,3.1,2.3
fvyxgw06,0614548,Gary Webb,0,-1,2.8,2.4,1.8
xayuhj48,2259956,William Coleman,0,-0.2,2.1,-0.5,3.6
qfblvq69,1572989,Jose Tefera,1,0.4,1.2,3.4,2.2
zpzzzr77,6733555,Francis Hairston,1,0.4,2.3,1.9,-1.9
vsnekl35,6187204,Mari Malcomb,1,-1,2,1.4,-3.8
cbbqfk65,1819461,Joseph Crenshaw,0,0.1,-0,-0.7,-3.1
bbzxmf32,6112932,Sarah Estes,1,0.1,0.8,3,3.5
aqdesw37,8288286,Danny Scurry,0,-2.3,3,-0.9,3.1
rnbdxz02,4887959,Jason Hoffpauir,1,-0.4,1.5,4,-3.3
fzznte19,4093065,Opal Knox,0,1,1.6,2.5,-4.7
kjnmog68,9168692,Andre Stclair,0,-0.1,4.3,3.8,-0.6
jltzkd26,3832382,Elizabeth Harbert,0,-2.6,1.4,4.2,1.4
vmraqn11,2892562,Nicole Siddique,0,-1.7,-1.5,2.2,-1.2
peapwn55,7243817,Jennifer Miller,0,-2.4,0.6,2.3,-1.7
zbwnma42,1605790,Amy Studdard,1,-1.6,2.4,1.8,-3.4
irmiif26,8186133,Cynthia Hunt,0,1.9,3.2,4.7,4.4
nhdorm04,3387607,Sarah Gagnon,0,-4.8,-4.2,-4.2,-4.2
rigqrt07,5693457,Robert Vanek,1,-1.8,4.2,4,1.8
hzdtht07,3114322,Teresa Hayes,0,-2.7,-1.1,-1.7,4.3
fyibfi11,7516585,Morris Goodson,0,-1.5,2.2,2.5,-1.3
hionde30,4742639,Javier Cooper,0,1,2.7,3.9,3.3
xfgduc28,8700495,Jeffrey Kurtz,0,0,4.6,2.5,3.8
qusvhk25,5289895,Paul Skinner,0,-3,2.3,3.3,2.8
jappuk47,1160553,Donald Patrick,1,2.7,3.4,3.1,1.2
fgdlzc71,2597202,Pearl Roney,1,0.5,4.6,3.5,3.4
xrurwn02,6170255,Clara Fisher,0,-3.4,-2.5,-4.1,-2.4
lowduj97,4415283,Steven Mcdaniel,1,-2.5,2.4,4.2,1.5
nvinfj84,6459208,Benjamin Jones,0,0.4,2.2,5,4.3
uifsfp11,2741192,Barbara Mulzer,0,-2.3,3.1,1.7,-4.6
acogyz55,8560533,Leslie Tumbleson,1,0.8,1.2,3.6,4.8
bfsvrj70,8139595,Peggy Schilling,0,-2.9,2.4,4.3,-0
hxaqzt22,4132275,Cheryl Conklin,1,1.7,3.2,3.5,2.2
sbibgu62,5742024,Luella Conner,0,3.6,3.9,4.3,3.7
peseeg89,6088549,Gayla Sams,0,-1.6,3.7,3.7,3.5
shnjof23,1249378,Heidi Frost,1,-1.7,0.7,3.4,-2.2
sqcdlf83,4684965,Travis Hughart,1,0.1,2.1,0.8,-3.2
figguf53,1374748,Andrew Dunn,1,3.5,4,5,0.5
ialeed77,0105707,William Raines,0,-99,-99,-99,4.9
wcshxp48,0210820,Theresa Amos,1,-1.9,0,0.6,1.3
tyonqp50,6135571,Lauren Malach,0,-1,-0.2,3.3,1.1
krbxdf11,1831131,Evelyn Barrett,0,-0.7,1.8,3.3,2.9
hsgpii51,1181613,Richard Stephens,0,0.6,1.2,3.8,3.1
opdnwh26,3984927,Kate Wilkins,1,-0.3,3.6,0.7,-1.2
nukdtg26,7701353,Julie Hummingbird,0,-4.1,2,4.6,4.7
dbndbg48,0440461,Gregory Keene,0,-1.6,2.5,2.8,2.2
zzfmxn01,6335160,Tony Jobst,1,-1.7,2.5,-0.2,-4.4
jxuegc93,9672634,Mildred Laidlaw,1,-0.9,4,3.9,3.8
fbtvuj55,1428642,Marcy Alberry,0,1.3,4.8,3.8,2.3
ztjymn23,1101177,Barbara Sullivan,1,-1.3,0.6,-1.9,-5
unkhpv85,8195715,Maria Bensch,0,-1.4,-1.1,-0.1,-2.3
lewheu10,9157765,James Piccolomini,0,-2.7,0,1.9,3.9
kkcews54,4142412,Elsie Gibson,0,1.6,2.9,3.1,4.4
thlzyu45,5135333,Donald Foote,0,1.1,2.5,4.9,1.8
npzogb58,2435511,Lena Tilton,1,1,2.8,4.9,2.9
skjyqe95,1468956,Marilyn Bond,1,0.6,4.2,4.4,3.7
ruzsyf46,2145880,Lisa Wies,0,-1.5,2.3,1.9,3.2
qfvmgc22,5954910,Janet Crosby,0,-1.8,4.3,3.6,3.2
zxucad13,3439449,Patricia Davis,0,-1,-1,-0.4,3.4
opfcde61,5239012,Patsy Blais,0,-2.5,-0.9,1.3,3.4
qkwcqj70,1435536,Jeffrey Snerling,0,2.4,2.7,2.6,-0.7
gmvujx93,4450541,Freddie Thomas,0,-4.2,-5,-3.3,4.2
fnjvys33,0930371,John Clark,0,1.2,3.7,4.2,-2.3
edjwpl46,9455135,Lesley Lynn,0,1,2.6,2.5,2.6
rfzzvj35,3088455,Daniel Linton,0,-1,1.6,4,-1.3
avnppm88,8582226,Dena Rocker,0,0.2,2,1,-1
omsuks05,7361500,Debbie Koverman,0,-2.3,5,2.2,3.4
gewgmo34,7580820,Glen Landry,0,-2.4,3.5,2.1,-5
biakva10,1999324,Caleb Barnes,0,0.6,2.4,3.4,-0.7
fpezxf16,4639752,Donald Ragasa,1,-0.4,2.5,2.5,-1.9
jodqby22,4451197,Sue Augustus,0,-2.5,1.7,2.9,-0.5
zmubsb93,7593730,Mary Scott,0,1.7,2.5,4.3,3.7
tyoiaa13,4673428,Fannie Hartt,1,0.2,3.9,2.6,3.4
jmzmss61,9711113,Chris Burns,0,4.6,5,4.9,4.5
axnhbo16,9160082,Linda Sloan,0,0.1,2.2,4.7,4.5
ejgeoi91,1232834,Andrea Houston,0,-1.7,2.2,3.6,-2.3
xfkbeh75,8497840,Heather Stewart,0,-1.5,3,1.8,-4.8
yrvayk74,8484348,Frank Holmes,0,-0.2,2.7,4.1,3.7
ntxfja88,9925943,Fabian Toomer,0,0.3,4.6,4.5,1.6
krjypf83,4032511,Jack Johnson,1,-3.1,1.7,-1.9,-4.6
zljjei68,1594970,Dennis Lacefield,0,-0.3,0.9,2.2,-5
jcmrby58,9092425,George Medill,0,0.6,2,1.7,4.9
nbuxtc81,0306883,Kara Watson,1,-1.2,2.5,1.7,1.3
zgwonw96,8799383,Len Deno,0,-2.4,2.1,2.3,1
tzrqgh55,5339230,Shannon Bettencourt,0,1.3,5,3.5,4.4
qkbccn33,0797194,Henry Becker,0,-1.7,0.5,2.3,3.8
pdelsh21,7116596,Clarence Blanchard,0,-99,-99,-99,-99
kbbxpi94,0175891,Linda Jones,0,0.6,3.8,0,3.2
vhmmki32,1976364,James Wade,0,1.6,1.8,-1.6,-4.2
hekhqo39,4698340,Russell Martin,1,0.2,1.7,1.6,0.9
ehgqey58,1038506,Charles Davis,1,-2.5,2.5,3.3,4.1
rfjxzl44,6116310,Dannie Owens,1,-1,3.5,4,2
pfvery32,1167731,Sandra Gott,0,-2.5,3.3,3,1.8
ewsdsn80,6916763,Christina Mock,1,-1.4,-0.6,-2.3,-5
pxpmuv75,0424137,Jami Finn,0,-3.1,-2.2,-1.5,-3
hbhfdf36,7193040,Nadine Eley,1,-1.2,1.7,1.9,0.4
dzwzfa16,9775572,Diane May,0,-2,-1.9,-3.6,-4.8
wxysdu65,7623428,Steven Conrad,0,-0.8,-0,2,2.9
rrkewh52,0284934,Edward Zambrano,1,-2.4,4.3,3.2,2.1
hakonm61,7192622,Zachary Farrow,0,-0.9,3.3,0,-1.6
ravjaj26,3410883,Hattie Jarman,1,1.5,4.5,3.9,-4.8
ecokaa55,4477336,Diane Macdonald,0,-3.9,0.6,4.5,3.5
ljrpez21,5683952,Mary Crist,0,-0.5,3,3.4,2.8
qkiezb61,2124912,Erna Brown,0,-0.4,2,4.7,1.9
buigkp33,4792570,Theodore Ransom,1,-0.4,3.2,2.7,2.5
zdiiik80,3904069,Jerry Nikas,0,1.3,4,5,4.8
ldqkgg06,9279428,Duncan Wiersma,0,1.5,3,3.9,2.6
jeujqk21,0175353,Janice Vidrine,0,1.2,3.5,3.1,3
xadvth90,1496673,Eric Storey,0,-0.1,3.2,4,-3.3
fgncgq17,5901422,Alton Watson,1,1.7,3.6,3.4,4.4
tgcnrl66,4383403,Marilyn Dworkin,0,-0.3,2.5,3.9,3.9
alrxmo57,4999811,Anthony Merritt,0,2.4,2.5,3.2,3.9
jfyodm70,1571568,Louise Mattox,0,0.3,-0.7,3.5,3
tofrno19,9247847,Dora Tucker,0,-0.1,4.4,4.6,3.1
xsnshp78,2110607,Willard Dutcher,1,-1.5,2.1,2.6,1.2
diqgny36,7894092,Russell Hanks,0,0.5,2.5,1.5,1.2
khlhzz80,8042172,William Sanders,1,-2.9,0.4,2.6,1.5
kjsbdu62,7234083,Frederick Garcia,0,-0.5,2.9,2.8,4.3
ejvxfy53,7463539,Lorrine Lucas,0,-0.6,3.2,4.3,2
jkudlk11,1520864,Edgar Paulino,1,0.2,1.3,2.7,3.4
xnswlv87,6868304,Henry Coursey,0,-1.2,0.4,4.1,2.7
mycoah08,4432510,Sharon Fletcher,0,-0.2,2,3.5,3.5
rmmwon45,8726076,Susan Estrada,0,1.5,3.6,4.2,2
dhjhly55,5904925,Patricia Snyder,0,0.5,3.2,4.1,3.4
aevqru22,9072387,Jeffrey Parduhn,0,-2,0.4,0.6,-1.5
dhxdgi04,9316773,Fran Sims,0,2.7,2.9,2.8,4.2
raqqvk24,0237814,Peter Silver,0,-0.5,2.3,1.1,-5
ysrjgf32,7661591,George Conley,0,-0.1,4,5,3.9
xgxrnx00,4742839,Robert Mason,0,-2.9,-2.8,-3,-2.5
mhmocr84,5734831,Robbie Imlay,0,2,1.7,5,1.9
urcaml23,2814851,Eric Rm,0,-3.1,2.2,0.7,0.2
fqrqmh60,2699794,Selma Hogue,0,-1.9,1.1,2.9,4.6
jjtcxb20,8772747,David Thomas,0,-1.5,3.5,0.7,1.9
hsvfie93,7696758,Gloria Gomes,0,0.5,3.4,2.6,0.2
tvzueq84,8073665,Stacy Gallinari,1,-1.9,0.3,3.8,-0.7
cormhr26,7572210,David Wetzel,0,-0.8,4.2,4.5,2
hmrssi14,8316542,Billy Mirr,0,-0.7,-0.1,3.7,1.1
mzuctu19,6547798,Mary Nelson,0,1,4.2,4.6,2.1
lfcqdk29,2187653,Eric Baker,0,-0.1,0.5,2,3.1
ayhmmc81,0062255,Justin Day,1,0.1,3,2.2,1.9
ptrggf84,8329704,Bernard Purcell,0,1.3,2.5,3.4,4.4
xiisdr93,7101740,Melissa Allen,0,1.1,3,3.1,-1.6
kxodth11,9215760,Samantha Crosno,1,-1.1,0.5,4.5,3.9
pmqffi77,2824914,Nicholas Koller,0,0.2,2.2,3.4,0.5
ntflpl40,4778149,Helen Polizio,0,1.2,1.7,3.3,1.1
bokday08,0742764,Jeffrey Beebe,1,4,4.8,4.5,-0.9
avmyqh16,8256018,Joe Herbert,1,-2.2,-1,-1.3,-0.8
alzdwc70,0048186,Judith Pierre,0,-0.2,4.7,2.2,3.1
spylrr46,7000771,Arthur Trinka,0,-4.2,-3.6,-3.9,-4.9
nihorn07,1363725,Edna Eckard,1,0.1,2.2,1.4,4.3
juzxhv90,3779839,James Mendoza,1,-2.6,-3.4,0.6,-3.7
nptplf97,4228705,Katherine Rosas,0,-3.5,-1,1.1,1.7
deeime30,7182631,Frank Keever,0,-1.3,0.6,1.4,1.2
vfxhjg50,1226776,Caroline Dixon,1,0.5,1.1,2,0.5
igwekg05,7198897,Ronnie Czarnecki,1,1.5,4.7,4.4,4.7
nxydvc73,4784926,Alyce Hoppes,1,-0.1,1.6,3.2,-3.9
jbohco29,6987295,Kris Lemm,0,0.3,2.6,2.3,-4.8
cdgzve98,3284829,Vernon Halsema,0,-0.5,5,3.2,4.6
tbjaql81,0446579,Derek Mcilvain,0,0.8,3.3,3.1,3.3
nbzici32,9153969,Mary Sansotta,0,-3.7,-3.1,-2.6,0.5
rjrqht66,6304162,Dawn Salas,0,-1.4,1.8,1.3,4.3
oaoikd26,8080239,Crystal Pierre,0,-2.8,-1,-1.7,4.4
qpzbws06,1562336,Delbert Gearhart,0,-5,-5,-5,-4.6
pyxyvc13,9067089,Janet Taylor,1,-0.6,1.9,4.4,2.5
chygod26,5822399,Angie Backstrom,1,-0.6,2.6,3.1,4.2
iicowk64,3486620,Michael Kwan,1,-0.4,1.6,2.1,-1.2
boblpw95,4556536,Geraldine Mulder,0,0.1,3.6,2.4,2.9
vwzdeb46,2761982,Sandra Ventura,0,0.9,3.1,4.6,2.2
khfjcv04,1373199,Tanya Maldonado,1,0.3,1,4.2,0.6
slefys20,2119629,Sandra Fletcher,1,-4.2,-1.4,-1.9,-2.4
sqxclu46,7363777,Annette Casillas,1,-0.3,1.5,1.5,-5
hhmtph02,4714789,Harry Quach,0,-0.7,3.3,2.6,-0.1
huncbn94,5532312,Danette Braden,1,3.2,2.7,4,3.4
mttrai85,6639198,Geneva Roark,0,2.9,3.1,4,3.5
vzohif25,7504626,Jennifer Stakkeland,0,-4.8,-4.9,-0.3,3.4
ycdanq10,9048749,Barbara Lueck,1,-3.5,3.1,3.2,4.3
axoxix87,4982578,Curtis Mcgowan,1,-0.2,4.3,2.1,3.2
wcmvze02,6057760,Doug Holmes,0,-0.1,2.5,4.6,4.4
yhbjgz07,1946096,Judy Relf,0,-1,2.8,4.3,3.9
jxskfz00,5120717,Libbie Babin,1,-1.7,-2.2,-3.7,-2.1
ylaoof40,8387274,Chris Roberts,0,-0.2,0,4,2.3
xvjfxl40,7173094,Jose Ramirez,0,-1.7,2,3.6,2.5
mepnpl09,9668547,Lynn Rivas,0,0.6,1.8,2.8,2.8
fzwvwa84,2166834,Erick Russell,1,-0.5,2.8,2.9,-0.3
ereotz51,1231575,Robert Sanchez,0,-2.2,3,1.9,2.7
mzlkks00,5417437,Antonia Brown,0,-0.8,1.7,2.4,4.1
unwhld65,7548211,Stephanie Bryon,0,0.7,0.1,3.4,2.2
tcjfyj13,3642308,Ashley Stinnett,0,-1.3,3.1,4.3,3.2
rymzjp40,9361590,Tanya Barnett,0,-1.1,3,4.5,3.8
nxnzsd87,8089454,Janice Rosen,0,-2.5,1.4,1.2,-5
vsbfvy72,2779348,Joseph Adolphson,0,0.6,3,3.2,3.2
vciinf89,8358558,Leslie Oviedo,1,-1,0.2,0.7,0.6
ccvcup24,9407812,James Terry,0,0.7,2.1,3,-0.5
mcnedd00,1712117,Joshua Helstrom,0,-99,-99,-99,-99
ibximw99,6331435,Andrea Fuller,1,-3,1,4,3.9
duiyre37,9928983,Mercy Privateer,1,0.2,2.5,3.2,-5
wdpqcf36,9800327,Lulu Kelemen,0,0.3,3.7,0.4,-0.4
jtgrrw81,2031249,Steven Bragg,1,-1.3,3,4.7,4.2
wilrhk51,4083179,Annette Steen,1,-2.2,2.5,4.7,4.7
mrnjkg21,4437357,Beatrice Harris,1,0.8,2.9,3.7,-2.8
opxasy58,9561138,Sandra Ericson,0,-1.6,2.6,3.9,4
xrfrbr06,6107432,Ann Weatherford,0,-0.2,-1.1,2.4,2.2
puilrl96,9150797,Susan Keller,1,-3.8,2.1,1.1,-2.5
vvqjxl49,5184814,Patricia Williams,1,-1.4,1.6,2.8,-4
mrdlru93,6950131,Brian Caminero,1,-1.8,1,0.5,2.8
ttglfv63,7773179,Kevin Romero,1,-1.6,1.4,3,3.7
homnrv50,2987163,Thomas Hill,0,-1.2,0.1,1.6,2.8
xjxgmc23,6799251,Jill Atkins,1,1.8,2.8,2.8,-0.6
fvwewg64,3636295,Matthew Davis,0,-1.4,-1,-0.3,1.2
voblin48,8081341,Trinidad Smith,1,2.8,3.5,4.4,3.1
qkgjaq94,7371359,Rodney Dudziak,0,0.7,2,3.1,0.5
zawgav66,1733723,Anthony Stanley,0,-2.9,3.2,2,2.9
aqbnql59,1572347,Adam Barlow,0,0.9,3.8,3.6,4.6
dpagmg74,1153908,Josephine Foley,0,0.4,1.7,3.8,2.9
cpyctp68,1902648,Jose Fuentes,0,-2.3,-1.3,4.8,4.4
sbgipt15,6630333,Edward Barber,0,0,2.2,4.9,3.6
lmepvs21,1925980,Shawn Hinrichs,0,0.7,3.2,5,3.2
osxhfr49,3391718,Yolanda Prout,1,-3.8,3.3,5,4.4
zdzsmi41,4702846,Timothy Daniel,1,-0.7,2.7,3,2.3
yrrryq47,7407778,Sheila White,1,-2.8,-2.1,-1.2,-4.9
macdbq33,7811038,Peter Santos,0,-0.5,2.4,3.4,-0.2
vegvcq30,8750942,Claudia Moscoso,0,-4.3,-3.6,-4.7,1.9
emvbrs67,1074935,Rhonda Field,1,1.5,3.2,3.2,0.9
lcvlac67,1290003,Maria Pratt,0,-0.6,1.1,5,4.2
cbbhcm87,0245436,Michael Guttirez,1,-0.3,4.4,2,1.6
moprfg41,2308193,Ted Frazier,0,-2.1,0.7,2.1,3.6
mlpzay07,5891746,Patrick Franqui,0,2.8,1.2,4.7,3.9
jfhhnp08,4008715,Michelle Roberts,0,-1.1,0.3,0.9,1.5
otjomw36,9889463,James Showe,0,-1.7,3.6,0.8,-4.7
ugafce99,0294254,Demetria Notter,1,-0.1,5,2.9,1.5
iwfdgd29,3535904,Joyce Canfield,0,1.1,3.3,4.6,4.6
cmggho39,4895422,Janet Bartley,0,-1,4.6,4.3,1.4
ljykda92,7387871,Brenda Cervantes,0,0.2,4.6,4.1,3.7
twqtpu45,6138232,Buddy Flanagan,0,-0.7,-0.8,0.3,1.4
zvcwae47,6330370,Brenda Zediker,0,-0.2,2.4,2.4,1.7
qszxli69,4234508,Kimberly Davis,0,1.3,2.7,3.1,4
cmvqox79,8241788,Alan Roberts,1,-1,4,4.1,-2.1
zzdvhq40,2641198,Gail Chaves,1,-99,-99,-99,-99
pimuac22,7706205,Debra Collins,1,-1.1,1.7,2.5,0.8
eoxpdf17,4394571,Gregory Miller,0,1.5,1,2.9,4
cuyypk57,7709129,Brenda Caberto,0,3,1.4,1.3,-0.3
cgomwe03,9772035,Peggy Lyons,0,-0.9,3.5,4,3.2
wvxizg47,2598615,Jack Smith,0,-99,-99,-99,-99
zgjzvz41,1070522,Eugene Baker,0,0.7,2,3.3,0.6
qigcwd76,4231309,Kevin Grant,0,-1.4,2.7,2.1,0.7
faddzt09,3924973,Carolyn Hampton,0,-1.1,3.2,4.1,0.6
ztypma56,2796271,Tommy Jackman,0,-2.1,5,3.2,3.8
