uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred
lzkvre72,0101906,James Toledo,0,-99,-99,-99,-99
rudtrp72,8979975,Donald Shu,0,-4.1,2,2.5,-99
ekjisx03,7147354,Sandra Bueche,0,-4.9,-4.2,-3,-99
wsfwus96,1570506,Earnestine Tang,0,-0.6,2.5,3.4,-99
prbwpb66,3493659,Megan Brown,0,-1.4,-1.4,-3.7,-99
foqbyu61,9990855,Michelle Govan,0,-3.3,-2.8,-5,-99
izvqce91,4423312,Tracy Apo,0,-3.5,-1.1,-0.9,-99
henzxp37,3073604,Austin Roorda,0,-0.3,-0.8,2.2,-99
mzxkox36,3818182,Evelyn Stuckett,0,-99,-99,-99,-99
kmdwxp90,6922372,Russell Phillips,0,0.2,1.8,2.3,-99
adgwpo78,2699966,Edwin Cole,0,-1.9,3.2,1.6,-99
kioamx81,0783393,Garry Carter,0,-5,0,-99,-99
zzmrcz49,8023539,Crystal Cunningham,0,-3,-1,0.2,-99
eewwjp82,6309760,Diane Dickerson,0,1.7,3.3,-99,-99
bdibax26,4253044,Charlotte Hurst,0,2.8,2.4,1.4,-99
ecjjml02,8112967,Margaret Munoz,0,-0.2,0,4.8,-99
vyxmuk09,8901203,William Bryant,0,-2.7,5,2,-99
fwuraf67,6583362,Jill Gerard,0,0.8,4.1,4.6,-99
dbdbbg98,6187389,Jacob Hannaford,0,2.3,3,4.9,-99
yaiezs10,5007170,Rosemary Scott,0,-1,0.6,2.9,-99
mtxsut79,5823268,Shirley Davis,0,0.3,3.1,3.2,-99
bjpjxf42,6216125,Salvador Carnes,0,-2.8,0.5,-0.3,-99
ckkoam29,0264270,Noemi Jackson,0,-1.4,3.2,1.8,-99
nkjjbo00,8656422,Tommy Kiger,0,0.3,2.3,4.1,-99
tfjuvk91,6757018,Ashanti Drake,0,-0.9,1.7,4.7,-99
zlsqfb20,7142494,Mark Lopinto,0,0.5,2.7,3.6,-99
vnktck91,9222618,Louis Tankersley,0,-0.9,0.8,4.3,-99
piiszj56,4315921,Dennis Kokko,0,1.4,4.1,4.5,-99
kmcngg61,9145412,Erica Amaya,0,-1.8,0.6,0.4,-99
rctlnn03,7387963,Ashlee White,0,-3.2,-0.2,-0.8,-99
kuwqwx13,0768715,Edward Grace,0,-0.7,3.3,4.6,-99
pcgdqn68,7645301,Penny Smith,0,-2.5,3.8,4.2,-99
kxppev37,2142656,Nancy Manigault,0,-1.7,0.8,3.5,-99
ullsej49,0908990,Rafael Gregory,0,-1.7,1.7,4.1,-99
aqelfn25,0078491,Thomas Myers,0,0.6,3.5,3,-99
shpwnd95,9032639,Stephen Scott,0,-0.3,2.8,3.7,-99
ifhnmt57,5674575,Ellen Clark,0,-5,0,5,-99
gtcskv22,3681439,Jermaine Chang,0,1.9,5,5,-99
iljjlf81,8407450,Carlos Moseley,0,0.9,2.9,4.5,-99
evcbvm16,9161810,Donald Baylor,0,4.1,4.6,5,-99
zthsrd71,5420698,James Faron,0,1.2,1.2,2.5,-99
enikhn76,9466535,Carl Rexroad,0,-2.7,-1,0,-99
ncyrgh65,8068637,Cynthia Lunstrum,0,-3.3,1.7,4.4,-99
rquann32,6323798,Arthur Gilbar,0,4.4,1,5,-99
xpesxn07,8763439,Michael Mendenhall,0,0,0,-99,-99
yiutwy07,2892690,Mary Woody,0,-1,3.8,4.5,-99
jeuqvj56,5832900,Robert Clay,0,2.2,5,4.6,-99
zsbtqx83,0195764,Kay Heikes,0,3.1,3.3,4.5,-99
tusbrw37,4896037,Clara Fuqua,0,-0.4,4.3,4.5,-99
gcfhww89,2695161,Lynn Pereira,0,-2.1,2.6,4.2,-99
rvtipx49,5040425,Michael Bennett,0,2.1,2.6,1.4,-99
kfkbkh88,3721118,Bradley Edwards,0,2.3,3.3,5,-99
wnjhgb40,8061271,Frank Hilton,0,0.7,2.2,4.2,-99
opagkk27,7169079,Michael Maselli,0,0,0,5,-99
ppckgc01,0421874,Catherine Wyman,0,2.5,5,4.7,-99
unqoki76,9043289,Christopher Kreiter,0,-0.9,1.9,5,-99
xptkho35,6504683,Walter Johnson,1,-0.3,1.2,1.1,-99
ynqats22,5377380,Jesus Blair,0,-1.3,0.3,-0.7,-99
gjaakj73,1945209,Roger Wang,0,2.8,4.6,5,-99
smmqcw21,4490897,Byron Hicks,0,2,2.5,-99,-99
zqupxe62,8849595,Stephanie Crawford,0,-1.3,4.1,4.7,-99
kgmdok43,7403794,Mary Brinkley,0,0.9,1.5,4.7,-99
pwqnpn53,2239522,Scott Jeffers,0,1.2,2.3,4.5,-99
sstxqq39,2419212,Sonia Silvera,0,-2.5,0,-1.5,-99
ebtbpl90,4874760,Vickie Straub,0,0.5,1.7,4.6,-99
zefyzq87,7268073,Clarence Overbay,0,-3.3,0.3,5,-99
lvwxtb09,4611425,George Contreras,0,-1.8,1.1,4.4,-99
iwecdu14,3122366,Jon Sanders,0,2.5,1,0.9,-99
ebapnc77,1745254,Charlene Posthuma,0,-0.4,3.9,4.6,-99
mdfozj07,0374652,Joseph Figueroa,0,-0.5,1.9,3.9,-99
ewxngi37,6834683,David Gariepy,0,-1.5,4.7,4.1,-99
hcjkau11,8189901,Betty Lancaster,0,0.7,3,2.2,-99
bhidyz14,8144267,Denise Robinson,0,2.8,3.6,3.7,-99
qsaerc33,0891101,Scott Shaw,0,0.9,0.9,3.5,-99
kastod44,0524218,Betty Darou,0,-1.8,-0.5,3.2,-99
nggeww70,8454595,Shanelle Holman,0,-2.6,1.7,4.8,-99
eakuwf98,3401388,Robert Hill,0,1.6,2.2,4.7,-99
miipbc89,6743637,Rebecca Young,0,-0.1,0.9,2.3,-99
szcywo24,8176106,Elaine Jones,0,-0.8,-1,-1.9,-99
wtyinz89,3310783,Darla Brisbon,0,-1.2,2.3,4.6,-99
gpjzww39,0647730,Diana Dillinger,0,3.4,2.5,4.1,-99
oxgadt53,6294928,Carrie Hale,0,-3.3,-0.6,5,-99
whwuvt20,2695449,Lisa Courtney,0,2.5,2.5,5,-99
gddyaf79,8985707,Evelyn Benjamin,0,1.7,2.1,5,-99
yuyccz88,9463799,Ronald Macon,0,-3.1,2.8,5,-99
papgnn55,7761855,Francis Cashman,0,0.9,2.9,1.7,-99
ynsgds95,7071707,Michael Jones,0,-2.2,-1.7,0,-99
dwldiy44,4702389,Melvin Brooks,0,-3.5,-3.9,-0.6,-99
wvssmh03,5199349,Michael Green,0,-3.6,-2.8,-2.1,-99
kkzzkl18,8873310,Candice Rockman,0,-1.4,0.1,1.8,-99
pztwed85,4643509,Erin Norwood,0,0,2.5,4.2,-99
nrsnpg95,9582754,Rhonda Calnick,0,-1.9,5,3.4,-99
ccfqqz81,2672608,Larry Bryant,0,-0.7,1,2.6,-99
vpyaab90,0633503,Rosemary Horton,0,-1.8,-1.5,2.5,-99
nykevq02,7656804,Michael Tomilson,0,-3.3,1,3.9,-99
ocimbb68,3093591,Jennifer Smith,0,-1,1.3,4.8,-99
mbosrw90,9509321,Sandra Lowe,0,-1.7,-0.8,2.4,-99
oolnpp40,5642863,Michael Turner,0,-2.6,0,3.6,-99
uvmvii43,8659044,James Sanders,0,-1,5,5,-99
ixswji22,9892217,Genevieve Stewart,0,-4.4,2.5,4,-99
tfootm36,7158086,Matthew Hall,0,-4.2,-1.3,4,-99
rmmxir90,3075585,Trevor Richardson,0,-1,1.6,1.2,-99
eolxxb06,4045502,Benny Bell,0,-2.1,2.5,-0.2,-99
tvtock78,5998980,Charles Mcguire,0,3,4.4,3.1,-99
jeloeh23,5461285,Donald Hanson,0,1.6,4.1,4.4,-99
kmoxlb52,7728196,Gordon Cser,0,-1.7,2.5,5,-99
qmpoat67,7531177,Caroline Macleod,0,1.4,2.3,4.8,-99
rgbnpf62,1689300,Gloria Zeman,0,-1.4,3.3,4.2,-99
cxumxc78,6460272,Silas Moreta,0,-0.8,-0.6,4.7,-99
fdhaoa36,8967960,Muriel Novotny,0,0.6,4,2.9,-99
gthctk92,0486087,Shellie Williams,0,0.7,3.5,4,-99
wecfzr93,7162587,Richard Hester,0,-5,0,5,-99
nyadka32,0254977,Marta Martin,0,1,1,5,-99
qgerao96,6946765,Christopher Caligiuri,0,-0.3,2.1,3.3,-99
hmvjgw53,6561520,Veronica Jackson,0,-0.1,1.5,4.6,-99
tlmthg95,1595676,Luz Brown,0,0.9,3.8,3.8,-99
yrshla27,3371444,Latasha Corujo,0,-0.4,5,5,-99
siktpk93,7818639,Karen Dunlap,0,-2.3,-0.7,0.9,-99
jmxqef68,2403391,Daniel Stromme,0,0,3.1,3.2,-99
mpckac03,3246264,Melissa Lobb,0,2.7,0.6,0.8,-99
ghpato54,8522166,Frank Murphy,0,1.2,3.9,3.2,-99
nubcql93,1145680,Lisa Bogle,0,-0.7,1.9,4.7,-99
jnxnen87,7019326,Rhett Sowers,0,-2.3,0.4,1.2,-99
gmqpyy64,6851411,Roxana Toma,0,3.6,5,5,-99
qhloay26,8084988,Paul Brannan,0,-0.6,5,4.8,-99
wixfqs17,5678709,Melvin Sylvester,0,-2,0.4,2.3,-99
qzfuwn33,9513302,Anthony Self,0,1,3,5,-99
tyucke48,3338900,Leroy Morrill,0,-0.1,3.8,4.8,-99
wlhdyx80,9085560,Jeffery Connaughton,0,-0.7,2,2.5,-99
vshbfw85,9387767,Wendell Raminez,0,-0.7,2.4,2.6,-99
ruczcy24,2701083,Dorothy Raley,0,0.2,3.3,4.5,-99
qfytcv61,1086090,Miguel Wong,0,-5,0,-99,-99
maulmy20,3135926,Mary Darring,0,2.5,2.5,-99,-99
pqgfkp60,6567206,Arthur Frisby,0,-5,2.5,-99,-99
fytrag90,7498769,Frank Schmidt,0,1.1,3.7,1.4,-99
eygtqx61,4842071,Stephan Baker,0,-1.8,-0.7,-0.6,-99
nszdlg82,7949660,Leroy Nelson,0,0.1,4.6,2.8,-99
hkbifs00,6054228,Clara Berger,0,-2.8,1.5,4.5,-99
hcxkjb61,4542808,Jo Hensley,0,1,2.5,1.9,-99
dllwhw58,9108237,Janette Sutton,0,-1.9,2,1.4,-99
gxqrng79,0303716,Michelle Conger,0,0,0,-99,-99
xrcqjn69,0888829,Francis Willard,0,-0.3,2.3,2.8,-99
xgfcfj34,0784716,David Garcia,0,-2.8,-1.6,-0.2,-99
lubtgi74,4270533,Betty Hendrick,0,-5,0,-99,-99
lfqjhs04,1274333,Leigh Brennan,0,-0.3,-0.9,3.5,-99
bvcgor11,5508725,John Coolidge,0,3.9,0,3.8,-99
bhauer04,8512679,Suzanne Sanchez,0,2.8,5,4.8,-99
zrhxun24,1975185,Bronwyn Wegner,0,-5,0,-99,-99
jfzqjj78,5602661,Linda Shirah,0,-0.3,1.4,4.8,-99
ocqdzf80,5007330,Linda Fecteau,0,0,0.3,-1.5,-99
fvckln67,0991650,Eric Rovinsky,0,-0.1,2.8,2.5,-99
ftecop97,3568082,Matthew Oliver,0,0.2,3,3.8,-99
jmnmim74,8574775,Delores Rosario,0,0,0,5,-99
xbille85,4374145,Mathew Wechsler,0,-1.7,0.3,5,-99
nvvszm74,4808991,Robert Field,0,-0.8,0.2,0.7,-99
aroivb56,5764816,David Rivera,0,1.2,0,5,-99
dqwpkb17,3014862,Mary Millard,0,-2.5,2.5,4.6,-99
lujlpq67,1001270,Pamela Verch,0,-1.6,1,2.2,-99
cxqixa88,6787584,Ian Cosper,0,-3.5,1.7,4.4,-99
rcrlzx22,9236291,Henry Ingber,0,0.6,1.9,4.4,-99
oaleef25,6240208,Gina Flores,0,0,2.5,5,-99
daqetw97,2388694,Rita Lecompte,0,-0,4.7,3.6,-99
otzran67,5322517,Basil Cowan,0,-2.4,1.7,4.2,-99
kxynur41,1194235,Alice Gamble,0,1.1,5,4.8,-99
qzsxxo83,1290937,Frank Valencia,0,0.6,2.7,2.7,-99
hdihco72,1301330,Eric Bryant,0,-1.1,2.8,0.8,-99
cayakv62,3949488,Mark Grant,0,-3.3,-1,3.5,-99
quovsr18,9006049,Isaac Deloye,0,-0.6,1.2,0.8,-99
xmhxhr21,8382310,Dennis Castro,0,1.4,3.3,1.2,-99
hgcpxr87,3571168,Richard Pitts,0,2.3,3.2,4.2,-99
zistcx60,0703329,Kenneth Linton,0,0.4,2.8,2.6,-99
qxrqto98,0327316,Martha Merchant,0,-3.9,-0.7,2.5,-99
zttrwd40,3533415,Dorothy Burton,0,-3.8,2.5,4.3,-99
fmupym87,7526863,Mattie Hanks,0,-1.8,0.5,4.3,-99
jzmans37,2055974,Rex Cantrell,0,1.3,3.4,4.9,-99
hedaqs75,8406310,Kevin Hufford,0,-2.7,2,2.4,-99
kopsof98,6985505,Karen Davis,0,-0.9,0.3,2.9,-99
ztgpsw26,3614500,Mitchell Vowles,0,-99,-99,-99,-99
ohufcw65,8536991,Evelyn Rodriguez,0,-2.5,-0.2,5,-99
hgmsvj83,7431401,Derek Flores,0,1.9,4.8,3.8,-99
jrwqll71,8976417,Steven Grissett,0,-1.9,3.3,4.1,-99
obtpuq53,3428164,Doris Bradley,0,0.1,4.6,4,-99
xsaglk10,3156948,Connie Savage,0,0.5,3.3,2.1,-99
whdnqx36,8605979,Martin Keylon,0,-1.5,2.9,3.7,-99
eefvce17,0022428,Constance Calk,0,-2.3,0.6,0.4,-99
loqfkn95,3098458,Patricia Beckham,0,1.5,2.7,1.9,-99
aaykbr98,4184511,Cindi Zawacki,0,-0.3,1.4,0.4,-99
flyith87,3405233,Brian Martel,0,-1.5,0.5,2.7,-99
fszrjl10,9305353,Maria Taylor,0,0.8,0.8,3.2,-99
ratcib07,6527596,Kevin Dennie,0,-0.3,1.7,4.8,-99
tuhyhl92,1191180,Sophie Newman,0,0.8,1.2,4.5,-99
aksjnq12,0627338,Irma Crites,0,0,0,-99,-99
ngzwtd49,5579317,Sharon Ferguson,0,0.9,3.3,2.9,-99
wabmwy44,1913441,Robert Browne,0,0.7,3.3,4.1,-99
piopvk10,3031129,Linda Burnsworth,0,0.6,2.5,5,-99
wlgaon61,9441742,John Smith,0,0.8,1.7,2.6,-99
phgxdj22,3727513,Terri Cryderman,0,-2.9,-1.5,0.5,-99
wiyaoi34,7143391,Cheryl Bittner,0,-2.8,2.5,2.7,-99
awtcym26,6866890,Tiffany Cornwell,0,0,0.8,-1.9,-99
ivlisi25,0027901,Charlie Rainbolt,0,-2.2,0.5,0.8,-99
iasdzj72,7781764,Scott Brockway,0,1.5,2.8,5,-99
mokokr53,5608982,Maria Burke,0,-1.6,0,2.3,-99
gbqbwg38,2280542,Marilyn Allen,0,-0.2,-2.8,0,-99
xkatge25,3368051,Richard Zook,0,-0.6,1.5,3.9,-99
fmszbe14,5949982,Michael Tricarico,0,-4,-5,1.6,-99
yuaeel89,1637595,John Bingle,0,-99,-99,-99,-99
dhdcbj46,9126178,Sue Killian,0,-1.1,2.1,3,-99
eqqvxl94,0499960,Lakiesha Baldwin,0,-1.2,2.5,5,-99
zxzcaf51,8753238,Stacey Crawley,0,0,0,5,-99
eqzjza71,4483007,Ernest Street,0,-3.5,-0.5,-0.2,-99
wowlxa68,6491184,Francisco Edwards,0,-1.4,-0.6,-0.7,-99
bofhar36,7386019,Ruby Ervin,0,-0.1,1.9,2.2,-99
sckrzj41,5158366,Douglas Thier,0,1.7,2.2,5,-99
qmbhxs40,5941944,Tommy Herrera,0,-2.4,-1,1.7,-99
igjjva15,5332226,Peter Dandrea,0,0.4,2.7,4.8,-99
kuixkq51,2538098,Nettie Prewitt,0,1.7,0,1.7,-99
vnuoms36,0244687,Margie Perkins,0,-2.6,-0.8,2.2,-99
fuuezx88,7720353,Perry Hunt,0,-0.6,1.5,1.8,-99
mqopgg84,1885027,Bryan Teano,0,-0.8,2.8,4.9,-99
dbazbe43,1089831,Cheryl Rawdon,0,0.1,-2.5,4.2,-99
bvtpvl21,1517956,Chelsea Enyart,0,0,0,-99,-99
nezdnd46,1514249,Lori Resh,0,-1,-1.4,-2.3,-99
nbsnbr78,4515315,Frank Brown,0,-0.4,2.1,2.7,-99
zxghbw04,3437315,Michael Torres,0,0,0,3.5,-99
wgnzip38,8520214,Lawrence Marley,0,2.1,2.8,-2.3,-99
ngthns45,9024197,Robert Carpenter,0,-1.8,1.7,0.6,-99
qjcupp10,6581940,Nancy Brown,0,2,3,2.6,-99
pnsmrw53,5806469,Michael Turner,0,-1,1,2.3,-99
nqcpnk73,4770414,Sheila Mishar,0,-0.9,2.4,3.5,-99
yzwuup39,4575900,Courtney Bennett,0,-1.3,3.2,4.1,-99
fdnfyy50,6416611,Dolores Forte,0,-2.5,-2.5,-99,-99
alprqw31,8694460,Stacy Perry,0,-0.2,3.6,3.1,-99
xetmoa47,5329256,Lorraine Brown,0,-3.1,2.5,4.3,-99
ndkdgp88,7515886,Peter Nutt,0,-1.5,2.7,3.2,-99
pqkqqm08,1890285,Jesse Reyes,0,-3.6,2.7,4.2,-99
iuorql27,4047580,Craig Holland,0,0.4,4.4,3.7,-99
buitnf83,7272919,Amber Walker,0,1.8,3.1,5,-99
lsiuqx03,7986987,Ronald Gullett,0,-2,4.3,2.3,-99
lzhkhi45,1865311,Amy Coleman,0,0.7,2,5,-99
enyklv30,8569679,Martin Morgan,0,-1.4,1.1,-1.1,-99
vkpbgt80,3676184,Floyd Heavner,0,-1.7,3.2,4,-99
kukyub76,2099386,Kenneth Berggren,0,-2.1,1.9,4.8,-99
gflrqo46,6630820,Steven Hernandez,0,-3.3,1.9,5,-99
mdzhqv90,7700004,Louis Thornton,0,-0.2,0.4,0.7,-99
nfvutt20,0203864,Jonathan Alvarez,0,-0.6,1.9,3.2,-99
pbqfgk86,9380214,Charlotte Chance,0,1,0.4,-1.9,-99
ujhvez83,4359483,John Church,0,-4.8,-2.5,-3.2,-99
nizkgz26,2835210,John Tyler,0,-1.4,2.9,2.7,-99
wvugzw75,4788577,Chad Buie,0,0.6,3.3,5,-99
qxzrdu35,9262637,Linda Carter,0,-2.3,2.9,4.9,-99
jjuopf19,1812183,Eileen Harris,0,-1.6,3.5,5,-99
qehhsv75,6282701,Bruce Williams,0,5,4.2,3.4,-99
dkthth79,3136576,Gregory Price,0,-2.5,1,3.2,-99
vnfjrp09,9272341,Dorothy Guers,0,-1.2,-1,1.3,-99
kblciz08,7880208,Russell Ostrowski,0,0.9,2.8,4.4,-99
sqrmvn89,6538973,Betty Shelnutt,0,0.8,1.5,4.4,-99
jvxrab92,3719570,Vera Arceo,0,-1.2,3.3,2.5,-99
yxttng15,8977141,Sterling Taylor,0,0.3,1.2,3.6,-99
lalalc89,8216734,Mary Small,0,0.3,2.3,-2.8,-99
rpqxct88,8671687,Woodrow Perez,0,-0.7,-1.7,0.4,-99
kyiovy21,7210631,Antonette Gustaveson,0,1,3.8,4.9,-99
tnaxmv30,1148831,Essie Gutierrez,0,-5,-2.5,5,-99
pehkzi12,0460973,Nancy Escalante,0,-0.9,3.2,4.5,-99
iozafr38,0111359,Ellis Garfield,0,1.1,-0.7,-0.3,-99
lzzsef60,9332876,Aileen Ruper,0,-0.8,4.3,2.7,-99
ndwcqr93,7538690,Leah Webb,0,0.4,1.1,2.9,-99
ooazoe42,3843103,Diana Hiett,0,-5,1.7,5,-99
atzdwo28,4997992,Nathan Cunningham,0,-2.2,2.5,3.9,-99
tzekip62,1881344,Jerome Moeller,0,-0.8,0.4,2.2,-99
doenlv48,8060913,Jonathon Delong,0,1.4,2.5,2.3,-99
kibapx02,7179891,Kathleen Hudson,0,-1,3.2,3.7,-99
bdhsct97,0759651,Marian Mathews,0,-0.6,-0.2,1.7,-99
