uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred,adviser_name,staff_id
dtmyct24,0288858,Joseph Guzman,0,1.8,2.8,2.9,1.8
zrzalj54,5742615,Mary Pierro,0,-2.4,-0.4,3.5,3.3
qgqftr40,4486282,Elizabeth Froehlich,1,1.3,2.5,1.8,-4.2
cwrwic85,2518710,Jerry Murray,0,1,1,0.9,1.4
lyhmyy86,5115658,David Pennell,0,-3.2,-1.2,4.2,4.7
ftmouy35,2352116,Mark Gilyard,1,1.1,2.2,4.7,2
wlqsrp72,7363754,Paul Wardell,0,0.3,1.6,-0.8,4.1
xofvvs61,8042063,Lori Williams,0,1.3,3.1,4.7,3.3
tsgnep04,4978234,Danielle Parker,0,-2.7,-2.5,-1,3.4
pdfcee22,7549422,Deborah Gross,0,-0.4,1.5,2.3,2
kfdbkm34,3254222,Brittany Daniels,1,-1.7,3.3,1.3,-3.8
wzapal37,9875300,Elizabeth Harden,0,0.3,2.1,3.6,3
znlxmf71,6539230,Mary Crippen,0,1.3,3.6,4,-1.5
yzarwm31,9044047,Robert Haney,0,-2,1.5,2.3,4.1
ronfkc66,5913468,Peter Aschenbrenner,0,-2.3,-1,0.2,-4.2
anxtnx25,6631894,Paula Mcneil,0,0.3,0.6,2.1,2.7
ktprhi48,9567485,Rose Rodriquez,0,1.2,3,4.7,3.8
mhgoyg76,9137825,Jane Matthes,0,-3.1,2.3,4.8,3
ynjmkf37,5852979,John Johnson,0,-2,-0.6,1.3,2.6
fpatoy96,3478773,Melinda Moczo,1,-1.3,2.8,1,-4.7
lhmorw44,5794564,Kimberly Burrell,1,-1.8,-0.3,3,-4.8
orobcy14,2690367,Martin Murray,0,2,3.7,3.6,3.6
usstmr83,1179647,Janice Walker,0,-0.1,1.6,4.4,0.5
lcpkpn85,8649749,Stephen Macmillan,0,-3.4,-0.3,-1.3,-1.7
uyatbl44,5474593,Patrick Poirier,0,-2.1,-1,0.4,3.1
susuio03,1727271,Edward Peduto,0,-0.4,3,2.3,3.5
yxhtjg22,0610699,Katherine Michaelis,0,0.2,3.9,2.7,3.8
jsvlha90,2763689,Judy Yanchik,1,2.8,4.1,3.8,3.3
qwdxkb88,3992946,Robert Atwater,0,0.3,2.7,3.8,3.3
nkmsdw76,6047118,Michael Ruble,0,-0.4,2.1,2.8,-3.8
cgidwr72,6532751,Kevin James,0,0.4,3.3,3.4,1.1
ydnelf58,7991444,Robert Headd,0,0.8,2.6,4.5,2.2
vjgddo52,5959417,Tracy Lieder,0,0,3.8,1.5,1.2
rrtatn90,0567879,Lori Keim,1,-2.5,-1.1,-0.9,0.1
npncxj52,5895412,Rachel Swartz,0,-2.1,1.9,1.6,3.8
kliohe58,9456981,Phyllis Stott,1,-1,1.9,3.1,3.1
dnxlna70,7389300,Billy Nieves,0,-1.3,2.8,0.1,-1.5
ykvwec87,1231074,Ronald Varela,0,3.2,4.6,3.5,2.5
myzxzr71,1441639,Polly Martin,1,2.5,3.6,4,-0.4
ggijoy11,7953550,Lue Button,0,0.2,2.2,0,3.7
hwbztg47,6988424,David Langley,1,-0.7,4.3,4.7,3.7
nypzhh85,7225163,Mary Amann,1,0.2,3.9,3,1.2
iwuvrz07,0269536,Michael Elumbaugh,0,-0.9,-0,3.9,3.9
htxzfk84,1865063,Chris Kerr,1,0.2,2.9,4,3.5
tzelca24,3153042,Stephen Williams,1,-1.7,0.9,0.4,-0.2
nfuuop61,4502732,Danielle Davis,1,-0.9,4.1,4.9,-0.5
smyhzs54,5873775,Larry Swenson,0,-3.5,-4.2,-4,-1
vlovnk21,6072710,Claire Jones,0,-0.6,4.2,3.2,3.5
tuhhhi82,3967598,Edgar Bradley,1,-0,3,5,-4.3
zscqhu34,4184017,Dorothy Jenkins,1,-3.5,3.1,-2.7,-4.1
ectumb52,1476213,Roxanne Marin,1,-0.5,-1,0.2,0.1
sxrtwr78,5749315,Katherine Holcomb,0,-0.8,-0.5,2.4,3.5
oycsvy66,8833375,Richard Bradley,1,-2.8,0.3,0.5,-1
hlacav09,7882787,Yvette Giles,0,0.6,3.6,3.7,2.7
sooutk87,0696020,Ernest Kim,0,-1.1,-1.4,3,4.2
uiyben35,2803681,Mark Louie,1,-3,-2.7,-3,-0.3
vlujmh93,8228265,Marie Rivera,0,1.2,2.2,3.6,3.3
wzptfj46,4653996,Lynn Hill,0,0.4,3.2,1.4,-4.3
vujses48,8453885,Amber Wood,1,-1.7,0.7,-2.2,-4.9
hobyeo46,3608846,Idella Bacher,0,-2.8,-1.5,-1.8,-0.3
fdubxr94,4212785,Jo Campanile,0,1,-0.4,4.9,-1.3
wlqiap40,6109122,Arthur Alfano,0,2,4.1,3.8,2.3
cktcqh22,4751824,Darrell Stegall,0,-1.1,1.7,2.1,1.8
cymkxj28,5636149,Lazaro Armstrong,0,-0.1,2.7,4.2,3.6
eajnet60,4470400,Esther Colflesh,1,1.1,1.9,3.4,2.2
mxhsjd94,7508160,Chris Nathan,1,0.4,2.7,1.6,-1.9
mvmcyx43,2895996,Glenn Rhudy,1,-1.1,2.5,2,-3.8
oltgdy75,0668250,Aimee Dougherty,0,0,0.1,-0.5,-3.1
mvbisf91,5083917,Gertrude Morales,1,0.2,0.9,-99,3.5
vtzgvw95,7344041,James Foxworth,0,-2.5,0.6,1.1,3.1
ivjzzn32,7481720,Margaret Bartlebaugh,1,-0.3,1.6,2.9,-3.3
mfvkhq05,4936082,Lori Wilson,0,0.6,1.1,-0.1,-4.7
hvtxoo50,8667369,Marissa Macnaught,0,-0.1,3.9,4.3,-0.6
rsdmua88,0175577,Dorothy Perrette,0,-2.7,1.6,4.1,1.4
ngobja60,8525143,Elizabeth Chiarito,0,-0.2,0.5,-0.2,-1.2
becqzi32,5152239,Helen Lewis,0,-2.3,0.7,2.4,-1.7
dyuxdh40,2996110,Cassandra Ray,1,-1.1,3.7,1.4,-3.4
tjmhbb16,5233059,Frederick Selva,0,2.6,3.1,4.7,4.4
khfcbr93,6451929,Robert Adams,0,-4.8,-3.3,-3.8,-4.2
uvwnus51,7616559,Cristina Mcenany,1,-1.6,3.8,4.4,1.8
owrdti97,6480454,Sara Dill,0,-2.6,-1.6,-0.4,4.3
xieiqp31,0635411,John Wheatley,0,-1.3,2.5,3,-1.3
wslbbl57,0506755,Robert Hunnings,0,0.7,2.9,3.8,3.3
wpqdox19,5756886,Antonio Thompson,0,0.5,4.6,2,3.8
wtnzfd22,3952334,Barbara Peele,0,-2.4,3.1,3.4,2.8
cpcjvb26,1274056,Andrew Phillips,1,2.2,4.1,3.8,1.2
aitpsu04,1599797,James Moore,1,0.6,4.6,3.4,3.4
mxrqeg19,8738667,Maximina Gonzalez,0,-3.1,-3.2,-4.2,-2.4
ybymsk21,3947357,Jamie Muresan,1,-2,3.6,3.7,1.5
enuzbg78,7863144,Alissa Owens,0,0.7,1.6,4.9,4.3
iwgwfa07,7710686,Jon Washington,0,-2.3,3.1,1.3,-4.6
fyfffk84,9803917,Byron Yoder,1,3.3,3.4,3.7,4.8
yrntve19,3151315,Edgar Orth,0,-2.3,3.5,4.4,-0
gqysfi32,3210967,Rose Jimerson,1,2,3.4,3.5,2.2
oflijs41,9035662,Robert Scott,0,3.7,4.3,4.4,3.7
udoyix50,1526897,Thomas Eisenberg,0,-0.6,4.9,3,3.5
maxqfd02,8888550,Theresa Maffit,1,-1.6,0.4,3.5,-2.2
indorg65,7111652,Sherry Cook,1,0.1,2.1,0.8,-3.2
vkwaco11,5249926,Christopher Tate,1,3.2,3.3,5,0.5
qowifs00,3054694,Miranda Shambo,0,-99,-99,-99,4.9
znjluc13,4306563,Danny Pederson,1,-2.5,0.7,1.9,1.3
vslflg06,4955434,Tommy Hall,0,-1.7,-0,4.5,1.1
gxlqge55,3572254,Frances Duggins,0,-1.3,1.7,3.4,2.9
dhsrsd63,0656013,Morton Mcmillan,0,1.5,2.1,3.8,3.1
osqksd38,0414894,Ryan Delgadillo,1,1.2,3.7,3.2,-1.2
fkwxqy56,6417681,Brandon Laughlin,0,-3.9,2.7,4.7,4.7
yeojwn06,5779208,Jennifer Wollschlager,0,-2,1.4,2.2,2.2
gqxwyg23,1828172,Elizabeth Walker,1,-1.7,2.7,1,-4.4
nthcoh36,0524771,Paul Boday,1,0.1,3.9,3.1,3.8
dnvbmi32,8553548,Edmundo Roman,0,1,3.9,3.7,2.3
sgladh85,7187719,Gilbert Bolduc,1,-0.7,1.2,-1.2,-5
wfojuy25,5054695,Bertha Tran,0,-1,-1.2,0,-2.3
uzdpzm41,4871154,David Brooks,0,-2.4,0.5,1.8,3.9
xtogjg83,0719018,Edelmira Billy,0,2.2,3.5,3.9,4.4
clgqhi66,8536580,Marion Young,0,1.8,2.5,1.5,1.8
wixelb72,5318422,Crystal Rivera,1,0.7,3.3,4.7,2.9
roonor67,4678941,Betty Roberts,1,0.6,3.7,4.5,3.7
qxthzp93,6421011,Laurel Oppegard,0,-0.7,3.4,1.3,3.2
dqhchh72,3887805,Olga Robison,0,-1.9,4,3.4,3.2
ssnezf50,5958926,Terry Erler,0,-0.8,-0.8,-0.6,3.4
taytji37,6548193,Elizabeth Gauss,0,-2,1.7,3.7,3.4
ungsdx11,9684296,Jesse Barber,0,1.6,2.2,1.8,-0.7
dkltth25,2436447,David Fenner,0,-5,-5,-3.3,4.2
qqtxsi15,6820982,Maria Pereira,0,1.9,4.2,4.5,-2.3
zwragt79,2588459,Mark Warren,0,1.7,2.2,2.3,2.6
jyozat51,7460793,Stephen Nickson,0,-1.3,2.1,2.9,-1.3
vqoigz87,8969063,Bertha Rigel,0,0.4,1.8,0.7,-1
vpzyva34,2417354,Frank Bradley,0,-0.9,3.3,2.4,3.4
rsthrl86,9785713,Cameron Prater,0,-2.8,3.1,2.6,-5
cwksym94,5178156,Christopher Briggs,0,0.2,1.6,3,-0.7
bmnbyx63,0460219,Jason Thompson,1,0.3,3.4,1.6,-1.9
hskyqd42,0416202,Manuel Goldstein,0,-2.6,1,2,-0.5
bslrit61,5510220,Florence Harrison,0,2.8,3.8,4.2,3.7
aohgsp38,3873380,Angela Tuttle,1,0,4.6,2.2,3.4
apxswq73,1022280,Alvin Hanavan,0,3.2,4.4,4.9,4.5
dqkype25,1169900,Adrian Cross,0,1.1,4.4,4.8,4.5
ctwyht32,2820472,Joyce Dalal,0,-1.1,3.5,3.7,-2.3
lykbfw79,5081989,Lucille Phillips,0,-0.1,3.1,2.4,-4.8
umqbjo34,4090329,Kevin Stone,0,-0.5,2.8,3,3.7
vqtqqu31,9680291,Jason Potts,0,0.9,4.2,4.6,1.6
styzap88,8170785,Thomas Hutchinson,1,-3,1.1,-1.8,-4.6
moduiu89,3568177,Mary Mahan,0,0,1.4,1.7,-5
lrvelq91,8567292,Sammie Hankins,0,1.3,4.6,1.4,4.9
spdwsb45,0854937,Brian Uselman,1,-1.3,2,2.7,1.3
pdoobq85,2701043,Judy Gonzalez,0,-2,1.8,2.2,1
hudjur21,2566201,Norma Chambers,0,0.8,4.8,3.5,4.4
xvuqaz48,5361145,Thomas Brice,0,-1.4,-0.2,2.3,3.8
udutls93,5286816,Dennis Davis,0,-99,-99,-99,-99
bjqzoo36,7813883,Leo Coro,0,0.5,3.5,4.1,3.2
zytyao04,2347024,Robert Peterson,0,0.1,2.5,-1.2,-4.2
tqccnx30,6032782,Gary Sanchez,1,1,3,1.7,0.9
tuqpag60,7838616,Janice Posthuma,1,-2.5,2.5,3.2,4.1
fksoov11,3104854,Vicki Handel,1,-0.9,4.4,3.6,2
rxlnzr75,6421873,David Christian,0,-1.1,0.9,3.2,1.8
aiqnim60,7751120,Romona Aranda,1,-1.7,-1,-2.4,-5
srzfkc79,7187672,Mary Thomas,0,-2.9,-2.4,-4.8,-3
dqxvva65,5179946,William Fitzgerald,1,-0.6,1.9,1.4,0.4
oaiwnv04,0460659,Max Clute,0,-1.8,-1.5,-2.7,-4.8
jlfwll14,7690103,Keith Shaw,0,0.6,-0.4,0.9,2.9
haosof66,3092422,Jan Worrell,1,-2.2,4.3,3.5,2.1
ffswuw46,8150248,Robert Culp,0,-1,2,0.3,-1.6
stjasm80,5583188,Carla Grilli,1,1.8,3.1,3.5,-4.8
wytdky36,5205477,Pamela Mccaleb,0,-3.1,1.7,4.5,3.5
hyjqxw88,7067209,Brian Dubois,0,-0.3,2.5,2.4,2.8
urhckr46,3983296,Opal Shields,0,-0.6,4.4,4.6,1.9
jpgtms76,2911502,Douglas Hack,1,0.5,4.3,4.5,2.5
qckgkx61,4442152,Rick Cadorette,0,2.1,4.6,5,4.8
eygniw88,2266595,Diane Geary,0,1.3,3.6,3.5,2.6
oixtfi44,1145112,Barbara Beadle,0,1.5,4.2,3,3
udeqdc42,1880725,Su Gaylor,0,0.5,4,4.1,-3.3
zkyosb57,9695876,Jose Tucker,1,1.4,3.9,3.5,4.4
ljasep39,1106347,Jose Westra,0,0.1,2.8,4.7,3.9
wxocgp54,5211388,Lula Hanson,0,1.6,2.5,3.1,3.9
sygcfz57,4590786,Maria Kissell,0,0.5,-0.7,4,3
mjafsa12,3738416,Larue Zimmerman,0,0.6,4.4,4.6,3.1
ofpdap17,8937920,Josiah Mcduffie,1,-1.6,1.8,2.7,1.2
yaeppr92,1918714,Diane Johns,0,0.6,2.7,1.4,1.2
uduxez75,3038274,Christina Gentry,1,-2.8,0.4,2.7,1.5
fugpyx76,2175748,Gloria Ralston,0,0.2,3,4.1,4.3
mgdljk52,4549484,Bonnie Bartlett,0,-0.4,3.2,4.2,2
mqyigx41,8343717,Myrtle Zuniga,1,0.1,1.5,2.1,3.4
huxjvm80,8564222,Diane Callis,0,-1.1,2,5,2.7
vconwf23,0841895,Larry Ford,0,0.4,2.2,3.6,3.5
okhpbs59,8929094,Dennis Gallegos,0,1.7,4.3,4.2,2
zsubti92,7348340,Eloise Mora,0,0.6,3.3,4.2,3.4
tfowak43,3578914,Deanna Aviles,0,-2,-0,0.5,-1.5
maywcz92,7214764,Wiley Gioe,0,0.3,0.3,2.3,4.2
qhrvsi12,5673017,Julie Turley,0,-1.2,1.1,0.7,-5
vpwjsr30,0713649,Todd Newman,0,-0.1,4.2,3.8,3.9
jtptxa57,3808971,David Kidd,0,-3.6,-3.1,-3.4,-2.5
lkqgsa45,9199749,Ann Nation,0,1.6,2,1,1.9
ppdica25,4828150,Lyle Principato,0,-2.4,2.7,0.7,0.2
ihuuak59,6641929,Curtis Travis,0,-1,1.3,3.2,4.6
ebrndg98,7169293,Jared Logiudice,0,-1.3,3.5,0.5,1.9
nxiwut44,5297983,David Virgo,0,0.5,3,3.4,0.2
jzmgxl10,9235878,Joyce Dejohn,1,-2,1.8,3,-0.7
vicgjq33,3235922,Nellie Stout,0,-0.3,3.6,4.3,2
sjnsem67,9341228,John Martinez,0,-1,0.5,3.8,1.1
kwjvfd16,2921718,Deborah Morton,0,1.1,4.5,4.3,2.1
syctus66,0911842,Rita Monty,0,-0.1,1.2,2.3,3.1
fsshel41,3151351,Doris Gerlach,1,0.6,3.8,2.6,1.9
fxnntj72,6713393,Rodney Mills,0,1.5,1.5,2.4,4.4
qcjlkr06,1537944,Sandra Trevino,0,0.5,3,2.8,-1.6
onxiac99,8148560,Deanna Royal,1,-0.9,1.4,4.1,3.9
jrvgpn28,0635115,Domenic Fernandez,0,0.4,1.8,4.1,0.5
sqkehe85,1815500,Kevin Boyda,0,1.3,1.5,2.8,1.1
owhaoz41,7189594,Donald Holley,1,3.7,3.9,4.1,-0.9
azykml51,0717845,Jane Burleson,1,-2.5,-1.3,-2.5,-0.8
wybwel25,6675962,Lisa Lankford,0,0.3,4,3.2,3.1
tycsea58,1880578,Leonard Walz,0,-4.3,-3.7,-4,-4.9
pabzpc28,9771696,Harry Simon,1,0.3,3.1,2.7,4.3
fmiqzu44,8502749,Ann Downing,1,-2.5,-2.5,-0.5,-3.7
ztddie72,6350807,Johnny Williams,0,-3.3,0.8,1.1,1.7
teokcn85,0306380,Michael Enriquez,0,-1.2,1.7,1.7,1.2
ztcqds49,5795826,Larry Mcclendon,1,0.2,2.5,2.1,0.5
fhrkww28,7330900,Nancy Grow,1,1,2.9,3.3,4.7
yiawuc45,2391063,Frank Russey,1,-0.2,2.1,2.1,-3.9
vqilcs30,7885772,Stanley Dash,0,-0.2,1.4,2.3,-4.8
oimrrm57,2064513,William Sims,0,-0.5,3.3,3.2,4.6
iozgzn97,6100017,Charles Deyoung,0,0.6,3.1,2.5,3.3
pnaavr31,7150595,Carlos Evans,0,-3.1,-1.2,-0.6,0.5
seuwyz05,5593659,John Petrocco,0,-1.3,1.6,5,4.3
noyhoz40,6039068,Peter Hevner,0,-2.9,-1.1,-2.1,4.4
iingdl49,5815831,Amber Bush,0,-5,-5,-5,-4.6
fjqelt86,7725406,Linda Guhl,1,-0.4,2,4.2,2.5
zdduod23,3245720,Ola Lynn,1,-1.3,2.9,2.8,4.2
ysgjnp43,8387590,Timothy Ambrose,1,0.3,2.2,3,-1.2
hymulr77,5541739,Yulanda Marcotte,0,0.5,4.7,2.4,2.9
hbiomh24,9483960,Joshua Wetherell,0,0.8,3,4.2,2.2
owvodd06,1528396,Willis Adkins,1,1.3,2.7,4.2,0.6
ddkggi98,2009646,Brian Rau,1,-4.3,-1.6,-2.1,-2.4
wfezmg00,5688599,William Swedenburg,1,-0.3,1.5,1.3,-5
zuwzou10,4692516,Beatrice Devine,0,-0.6,3.3,2.7,-0.1
hkrqsr14,4267521,Florence Holleman,1,1.9,3.9,4,3.4
xlenqd33,2728188,Susie Thomas,0,3,3.7,4.5,3.5
osmvkg47,1821091,Shayla Rhodd,0,-4.7,-4.7,-0.3,3.4
sjwawo29,4846366,Jermaine Sanabria,1,-3.5,3.2,3.4,4.3
ebbzpm17,3989377,Timothy Babbitt,1,0.5,5,4.7,3.2
vbrdxy41,7495638,Maria Gutierrez,0,-0.5,2.4,4.4,4.4
pykseg52,2674100,Ryan Parke,0,-0.7,3.3,4.2,3.9
mdazrx75,2266186,Laura Connelly,1,-1.1,-1.2,-2.5,-2.1
sdeoio06,8865223,Jennifer Smith,0,-0.2,1.3,4,2.3
mgvtzw60,7194400,Theresa Barnes,0,-1.4,2.2,3.2,2.5
dppptu42,5972505,Sheila Walter,0,0.8,2.3,2.7,2.8
crvsfj45,2346525,Leo Gonzales,1,-0.3,3.1,2.8,-0.3
shpkyn37,7766704,Evelyn Salada,0,-1.9,2.4,1.5,2.7
wjamha96,3293985,Nadine Starrs,0,-0.4,1.9,2.7,4.1
pwxsea84,0058844,Jeremy Campbell,0,1.7,1.8,3,2.2
ieavvn66,2914187,Dale Mauldin,0,-1.3,4.4,4.4,3.2
skuohl66,0806303,Frederick Ball,0,-0.8,3.3,4.3,3.8
eztgcc41,7648894,Jeanne Harbour,0,-1.9,1.7,1.8,-5
cufyoy24,5973099,George Avalos,0,0.8,2.8,3.4,3.2
yegjpz79,5561927,Michael Johnson,1,-0.6,0.3,-0.9,0.6
aijaeh11,2294563,Jason Conklin,0,0.9,2.7,2.9,-0.5
veecnf03,1710214,Paulette Camacho,0,-99,-99,-99,-99
wsdlml38,6604756,Randy Horton,1,-2.2,2.8,2.4,3.9
gprmnk52,2913297,Kenneth Mazzone,1,1.6,3.5,2.7,-5
hyihdx89,5504946,Nathaniel Crofton,0,0.9,3.5,1.6,-0.4
oygasf49,9534456,Herman Davis,1,-0.9,4.4,4.6,4.2
pumuji80,4310331,Miguel Kee,1,-2.5,1.7,4,4.7
bcvbla52,9704314,Concepcion Duque,1,0.6,2.2,3.3,-2.8
lvnvqq42,1750559,Andrew Vogt,0,-1.4,2.6,3.7,4
mcwtni21,7552195,Cody Harbour,0,0.3,0.1,3.6,2.2
axmvbs18,4585230,Keith Rivera,1,-3.5,2.8,0.7,-2.5
uouwni35,0979540,Dorothy Jackson,1,-0.7,1.6,3.3,-4
mzmbyu44,7432792,Timothy Koehler,1,-1.6,1.2,-0.6,2.8
qzlznh21,3036364,Carolyn Jones,1,-1.5,2.5,3.6,3.7
qkrsaw50,9179127,Edward Gabriele,0,-1.6,-1.3,-2.2,2.8
onjyed83,0037295,Daniel Rutherford,1,2.3,3.1,3.4,-0.6
ikzegl05,2223626,Donald Ceasar,0,0.7,-1.5,2.5,1.2
chcbft94,2344717,Patricia Harrison,1,2.8,3.2,4.7,3.1
xcwkzm74,3439157,Daniel Gonzales,0,0.6,1.3,2.9,0.5
mbxpig84,2734483,Minnie Lynn,0,-2.5,3.8,3.1,2.9
fidjxa53,6928818,Keith Vangieson,0,1.3,3.8,3.5,4.6
hitjzr87,3887666,Carmen Orsi,0,0.1,1.7,3,2.9
eznjcz87,4056647,Helen Phillips,0,-2.5,-1.8,4.4,4.4
guvjnf53,6706387,Michael Harvey,0,1,4.4,5,3.6
qqbyah10,9124490,Mary Hendrix,0,1.8,0.2,5,3.2
mmqtmp72,4612888,Azzie Harris,1,-3.3,3.8,5,4.4
takuee71,1364957,Mary Bernardino,1,-0.5,2.5,1.9,2.3
ythflh09,2056880,Maria Jenkins,1,-1.9,-1.8,0,-4.9
rckwle29,2901939,Jennifer Diana,0,-0.3,2.7,3.7,-0.2
dooedr09,5045425,George Bradley,0,-4.4,-3.6,-4.7,1.9
asujti56,4888327,Joyce Covington,1,0.2,2.7,3.2,0.9
rdxume15,7253097,Douglas Mallard,0,-0.4,1.6,5,4.2
wawkyz52,7279327,Lloyd Askew,1,0.7,4.2,2.4,1.6
oesxdk46,7510693,Rose Burnette,0,-2.3,0.7,2.1,3.6
gnnrab92,8009093,Paul Stacy,0,1.9,2.8,4.9,3.9
caiwuf62,4360135,Helen Sharp,0,-0.7,0.8,2.7,1.5
znsdsz48,9680940,Chris Garza,0,-2,3.6,1.2,-4.7
jdplsf24,3659603,Donald Flemmons,1,-0.7,3.7,2.3,1.5
dikdgs25,1227085,Theresa Chalk,0,0.8,2.8,3.6,4.6
ghmokb88,9744075,Priscilla Atkins,0,-0.8,4.8,4.2,1.4
zwpfcl28,8914589,Theresa Salinas,0,1.7,4.4,4.3,3.7
psxarf58,0593465,Russell Siegel,0,-0.9,-1.4,0.3,1.4
iawpwo31,3447963,Phyllis Geer,0,-1.1,2.2,2,1.7
xhklsd49,2531616,Madge Harrigan,0,1.4,3.3,4.7,4
nghast93,0758302,Eleanor Jones,1,-0.9,4.2,3.8,-2.1
xnedjt22,2321962,Jose Nichols,1,-99,-99,-99,-99
kfaccb62,5788770,Ronnie Mcconnell,1,-0.9,1.5,2.2,0.8
yhfsxq17,2682383,Jennifer Pratt,0,0.8,0.7,3.4,4
jwwnev82,3452291,Eliseo Lane,0,2.3,1.5,0.6,-0.3
omqhdt49,8449839,Tommy Jenkins,0,-1.2,3.7,3.8,3.2
gypiho77,0105901,Brian Canas,0,-99,-99,-99,-99
kahqzq79,5766491,Luis Ackerman,0,-0.3,1.9,2.6,0.6
mnxosr27,2386598,Herman Smith,0,-1.4,3,2.1,0.7
