uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred
powrtc87,8278407,Jeffrey Herrera,0,-1,0.6,0.4,-99
hdsuks06,2080158,Rosalia Paul,0,-1.5,-0.5,2.7,-99
uwfgkp20,1966747,Nicolas Cox,0,-3,2,4.4,-99
fnghec47,8710173,Dorothy Neal,0,-0.4,3.1,4.8,-99
drfbds36,3229250,Jessie Agrela,0,-1.5,0,2.4,-99
bqoxgv20,4239320,Ethel Haas,0,-2.6,-0.5,3.9,-99
nnwlvo31,6383840,Jonathan Murphy,0,-1,-1,2.3,-99
ulbrlg73,6501783,Andrew Smith,0,-4.5,2.9,3.8,-99
oscqph33,2830126,John Smith,0,-4.1,-0.6,4.2,-99
mchhrm35,5650958,Richard Melgoza,0,-0.9,0.6,1.2,-99
gacqio01,0438350,Nakia Mudge,0,-2.8,0.8,-99,-99
eazbpy15,0066029,James Perez,0,2,4.7,4,-99
ptlaeu18,9014781,David Tremblay,0,1.9,4.1,4.4,-99
qkexmm90,7388259,Rosemary Bledsoe,0,-1.1,2.5,5,-99
kmdkje58,1823217,Joyce Kamp,0,2.3,3,5,-99
gxjvlj50,8415407,Richard Moya,0,-0.4,5,2.8,-99
lwaxow29,1761778,Robert Mccarthy,0,-99,-99,-99,-99
pstmrf70,2743657,Alma Saez,0,1.2,4.7,3.7,-99
jomnye88,3920066,Cecilia Clark,0,0.6,3.3,4.2,-99
rvltml26,4269845,Troy Slusser,0,-5,5,5,-99
vkjigv73,7989169,Chris Moor,0,3.3,5,3.7,-99
nzjoox20,6559198,Jackie Philips,0,-0.1,2,3,-99
isyraq56,5648487,Linda Williamson,0,-0.3,3.4,4.6,-99
kxnxtl06,4203722,Barbara Pixley,0,1.1,4.4,4.5,-99
dqeddu56,6681221,Kim Greer,0,0.2,4.2,4.8,-99
arnfdf93,6606350,Stuart Clark,0,-1.9,0.7,-0.2,-99
axqyrf36,1183136,Leslie Hilbert,0,0,3.4,3.1,-99
qxuzzg54,7027069,Andrea Linsky,0,2.8,0.9,0.2,-99
mwnbwn19,5228245,Carlos Saas,0,0.8,3.3,2.6,-99
yjplyr75,8946862,Jay Haley,0,-0,5,4.6,-99
wtckib56,3827472,Cliff Mester,0,-1.1,1.1,1.3,-99
fzvpne62,6563602,Raymond Williams,0,2.8,5,5,-99
cenezd75,6410508,Gary Christain,0,0,3.6,4.9,-99
lrpxdc98,8750361,Robert Whitaker,0,-1.4,-0.8,2.2,-99
yaozso20,4369352,Jimmy Hart,0,0.7,5,5,-99
urhuwt98,9078373,Traci Wyant,0,0.4,3.5,4.7,-99
vkxcgb50,8348128,Theresa Keller,0,0,3.3,2.3,-99
euokmb28,2246038,Virginia Plymel,0,0.3,4.1,2.6,-99
xaymoy54,4296023,Karla Rimer,0,0.5,3.3,4.5,-99
hdutma30,1979607,Michael Cook,0,-5,0,-99,-99
iwjssr68,7037338,Howard Jacobson,0,5,5,3.2,-99
rqmdiz54,3869397,Joseph Kimmel,0,-5,2.5,-99,-99
yfpjyv74,0986393,Barbara Reed,0,1.1,3.9,2.6,-99
jigspz16,6541535,Debbie Wiseman,0,-1.9,-1,-1.4,-99
imlohy28,6204512,Douglas Rector,0,0.6,4.1,3.2,-99
oifsrm65,8293365,Richard Burris,0,-2.5,3.1,4.2,-99
ivazba15,3537729,Jean Robinson,0,1.1,2.8,2.4,-99
aclxqo37,3198287,June Leist,0,-1.2,2.2,2.2,-99
nwxtyu24,3754208,Hazel Minert,0,0,0,-99,-99
xfssoo53,8560385,William Mancine,0,-0.4,2.2,2,-99
ltxioc52,2036479,Julia Benner,0,-3.2,-1.7,-0.3,-99
ztotaw87,1895790,Tony Most,0,-5,0,-99,-99
vxlceh54,3147491,William Monge,0,0.1,1.4,3.9,-99
jvluow21,5576994,Stephen White,0,5,3,5,-99
bhgefd51,7295293,Monica Cosselman,0,1.9,3.9,4.8,-99
gviiiq85,0028599,Penny Mccormick,0,-5,0,-99,-99
catkdv81,3043907,Diana Seto,0,-0.6,1.4,4.8,-99
pcnnrg08,8821081,Nancy Dixon,0,0.6,1.2,-99,-99
lartjk09,0186542,Robert Osborne,0,0.1,2,3.9,-99
jducqd78,2838828,Louisa Johnson,0,0.7,3.4,3.9,-99
fsetpr36,5905432,Helen Cox,0,-2.5,5,5,-99
anlell41,6277184,Mike Mcmanemy,0,-1.9,1.2,-99,-99
slzcah99,6492124,Anne Parker,0,-0.2,1.6,-0.6,-99
cdfzgh27,3153147,Linda Lopez,0,-0.4,-1.2,0,-99
jgzkub64,5808899,Timothy Rose,0,-2.9,1.5,4.6,-99
crhsbi26,8165754,Michael Nahhas,0,-0.7,1.9,2.3,-99
uotdcd79,5134506,Nadine Linkous,0,-2.5,2.5,-99,-99
enqyxw71,0455969,Reynaldo Cornell,0,1,2.2,4.5,-99
pjeyds38,3050017,Victor Hurst,0,0,5,-99,-99
eiypyn63,3789903,Steven Green,0,-0,4.5,3.8,-99
hntaua24,0791993,Sue Wilcox,0,-2.7,1.9,2.8,-99
vohpqf13,8136069,Eva Booth,0,1.3,4.9,4.8,-99
wjbztl07,8300978,Nellie Cabrera,0,-0.1,2.3,2.2,-99
mobpxi04,6862557,Wilbur Weiss,0,0.1,1.9,3.6,-99
cdisea45,8188014,Whitney Vincent,0,-3.8,-1.6,2.5,-99
ggheur05,8914380,Annie Babcock,0,-0.4,1.8,-0.5,-99
qxrlby45,7927934,Alice Smithson,0,1.2,3.1,1.3,-99
mkenuy29,3855365,Heidi Guillen,0,3.4,4.2,4.6,-99
kxcfxp72,8559715,William Lobb,0,0.2,2.6,2.1,-99
rtuddn60,3947390,Clara Wright,0,-4,-0.7,1.7,-99
ybthca78,1874503,Nidia Jones,0,-4,3,4,-99
uckslc73,1352671,Michael Scott,0,-0.4,2,4,-99
dqekqu30,5630697,Candice Phuong,0,1.7,4,4.8,-99
ewbgqo38,7449566,Richard Hendrick,0,-2.5,1.8,2.7,-99
vevcmw95,5937625,William Trinka,0,-1.9,0.8,2.6,-99
ffumpa07,3503830,Marcy Andrews,0,-99,-99,-99,-99
xevwfz95,4792323,Lavonne Knight,0,-2.9,-0.5,5,-99
axluud52,6980791,Rachel Abbenante,0,1.8,3.8,3.6,-99
axigmu55,3041054,Dorothy Dawkins,0,-1.8,5,2.9,-99
lngpqb65,6686997,Arthur Brown,0,-0.7,4.3,3.7,-99
dzdamb96,9281361,Jeffrey Espinoza,0,1.4,4.3,2.7,-99
kcnyzf88,1333931,Ruth Gregg,0,-2,4.6,3.8,-99
crrshu82,0497977,Margie Hargenrader,0,-1.9,-0.1,1.1,-99
wtmlqf09,9380538,Shelba Stanley,0,1.6,2.9,3.8,-99
hqqrle86,4836404,Johnny Miller,0,0.3,2,0.5,-99
marnpj92,0336559,John Kingsley,0,-0.8,1.2,1.8,-99
dbzkio33,7753786,Ronald Bunnell,0,1.4,1,1.1,-99
otgdxu84,2469452,William Loock,0,-0.6,1.6,4.6,-99
mbtrpc63,0296457,James Richardson,0,0,0,4.1,-99
hsovss68,7719680,Gregory Stewart,0,0,0,-99,-99
qnmudi74,2470287,Eddie Mcmillen,0,1.3,3.4,3,-99
xhhawu06,9412009,Stephen Maclean,0,1.2,3.7,3.5,-99
tnhybg86,7129614,Rebecca Womack,0,1,3.9,5,-99
jtofoh24,0266876,Janet Fisher,0,2.6,0.7,-1.3,-99
boxnoo59,9682973,Eric Lahay,0,-3.2,-1.6,-0.3,-99
expgkf81,7981123,Ashley Washington,0,-2,2.8,3.1,-99
vftfor27,8470842,Carol Whitfield,0,1,2.5,-1.1,-99
sunycp92,0663162,Annette Lehman,0,-1.8,1.7,0.8,-99
qmrvhb71,9757584,Robert Hostetler,0,1,1.4,4.5,-99
joxkni06,0015196,Jane Lafrance,0,0.2,1.7,3.7,-99
wnvrod68,3997393,Cristina Kloke,0,1,0.4,1.1,-99
exteie84,8985569,Tammie Brandon,0,-0.5,2.5,3.3,-99
budyux10,2450088,Richard Sachez,0,-4,-4.3,2.3,-99
jnjkks60,1427267,Allen Courter,0,-99,-99,-99,-99
bdgpsu29,6290328,Lynn Tucker,0,-2.1,1.9,3.8,-99
mcfget42,5251124,Marie Denardo,0,-1.2,2.5,5,-99
lwlgbc04,6491363,Glenn Murray,0,2.5,5,5,-99
iufmgu97,3066802,Jimmy Dickerson,0,-3.2,-0.4,-0.4,-99
mgtqoo41,2136162,Christy Xu,0,-1.3,-0.2,-0.3,-99
vwpjek96,9188612,April Hooper,0,0.5,2.2,1.8,-99
xfcnac90,5244296,Steven Hernandez,0,1.6,2.5,5,-99
shpzpj26,2033472,Hubert Battle,0,-0.7,0.7,4,-99
ucevbv06,2837868,Dalton Velez,0,1.6,2.9,4.9,-99
zggioe73,0530720,Bert Ledingham,0,5,5,2.3,-99
xioqex37,7347878,Alice Leaf,0,-3.1,-0.5,1.6,-99
murcqn64,8278857,Meagan Mooney,0,-0.6,2.5,2,-99
hqthuc25,2829132,Kelsey Mcgowan,0,-0.3,2.5,4.8,-99
uaapcd33,8085773,Diane Camano,0,0.1,5,4.5,-99
klrexb87,7576296,Timothy Althoff,0,0,0,-99,-99
jkgewr07,7099093,Linda Haley,0,-0.7,-1.2,-2.4,-99
vbgufr73,2154235,Edward Sexton,0,-0.2,2.7,1.5,-99
dveeth75,8477342,Juan Chavez,0,0,0,3.5,-99
ivadme43,9566812,Romeo Davis,0,2.2,2.8,1.6,-99
mlbvma49,5476775,Derrick Mcconnell,0,0,1,4.7,-99
hjqipr02,0650853,Mary Barnes,0,1.6,2.9,2.9,-99
atjngc98,0369970,Leah Cox,0,-0.6,1.3,2.9,-99
ynkulb38,6326469,Candace Becker,0,-0.8,2.5,2.8,-99
cglknt35,4233970,Darrick Crawford,0,-1,3,4.1,-99
vwdbvv21,0328801,Barbara Terra,0,-2.5,-2.5,-99,-99
xcdfuq58,2413867,Missy Mccall,0,-0.4,4.3,3.1,-99
yntvbb14,6591870,Judith Walker,0,-2.6,3,4,-99
jxpshc19,7749216,Anita Grandi,0,-1.1,3.7,1.9,-99
ghzwgn27,0803028,Joyce Wison,0,-3.7,2.5,4.1,-99
teibzq41,0132183,David Pavich,0,0.3,5,3.8,-99
tccbsp22,4137993,Lisa Himenez,0,2.6,3.9,4.7,-99
uyiznr29,2729198,Matthew Turcotte,0,-2.2,4.3,2.1,-99
fsgabu00,0673772,Connie Magill,0,3.1,2.4,5,-99
locrxr09,1415045,Walter Burkhart,0,-2.3,1.1,2.7,-99
qskynv56,7325315,Thi Smith,0,-1.2,4.8,4,-99
bbpwwo32,1666610,Gene Smith,0,-1.7,4.2,4.7,-99
emaqkx09,1584813,Timothy Brenneman,0,-2.1,1.6,5,-99
orvczr28,2578902,Jenny Mccann,0,-1.7,1.1,0.6,-99
hmpvrs82,3834421,Suzy Goetz,0,-1.1,0.5,2.9,-99
zkflgy18,6547874,Evelyn Jones,0,1.4,0.8,-1.9,-99
qgxllh60,8577204,Guadalupe Ryan,0,-4.8,-2.5,-2.5,-99
cqigix43,0055080,Marjorie Stillman,0,-1.5,3,2.2,-99
scyppd61,1953478,Grace Cannon,0,1.3,4.2,5,-99
wjwbll84,5633917,Joyce Rupert,0,-1.7,4.4,4.9,-99
fnrxbe32,6600857,Kenny Way,0,-1.3,3.6,4.9,-99
eewlfu63,7012168,Jeremy Gerhardt,0,5,2.8,3.3,-99
hdgitf10,2349660,Shelby Alexander,0,-3,1.2,3.3,-99
insbkj24,2354827,Allen Willmann,0,-0.7,-1.2,-1.7,-99
wbaosn24,0667835,James Mosholder,0,1.4,3.2,4.4,-99
nhvfoy94,1465668,Michael Obrien,0,1,1.8,4.1,-99
csvrdy08,3905429,Marc Marin,0,-0.9,3.3,2.5,-99
hguagr17,9475794,Summer Clark,0,-1,2.1,4.3,-99
aygdqm13,3925474,Eleanor Schuttler,0,0.5,2.5,-1.9,-99
uwuidm18,0779802,Gary Casas,0,0.7,-0.7,0.4,-99
qpkyli32,3457403,Monica Baptiste,0,1,4.6,4.9,-99
zdsadl34,1535170,Meghan Johnson,0,-5,2.5,5,-99
yjpaeq11,9486991,Jeffrey Bryant,0,1,2.1,4.3,-99
cgdzda62,7448878,Tasha Conover,0,0.6,-0.3,-0.4,-99
ixsten68,4849017,Connie Jackson,0,-0.6,4.6,4.4,-99
dfprqh67,7704692,Ron Urbaniak,0,0.5,1.1,0.7,-99
rjmtaw19,9593344,David Holden,0,-1.7,1.7,5,-99
qixgrk36,2667103,Nancy Dunne,0,-1.8,2.5,3.9,-99
ikwacx85,5933672,James Owens,0,0,0.8,2.3,-99
hbmire78,5121473,Rebecca Honea,0,1.5,3.2,2.5,-99
yedcut07,1195772,Renita Hadley,0,-1.2,3.7,3.2,-99
pgzzfi45,1907570,Stephen High,0,0.3,1.3,1.6,-99
hwtxxk13,7077536,Mattie Hernandez,0,3.3,5,0,-99
zlsyii10,4799471,Stephen Boling,0,-2.6,4.3,3.7,-99
lqqwtc43,8524833,Andrew Evans,0,0.8,3.8,3.4,-99
