uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred
ctkjvm98,2886130,Willie Randolph,0,-2.6,-2.9,0,2.8
vueuce67,0917265,Edna Johnson,0,-1.7,2.8,0,1.6
xdoggj54,6106081,Lillian Moore,1,-2.4,1.9,4.6,-4
hywdls24,4240303,Andrew Mcdonald,0,-1.1,0.9,1.5,3.4
bampyh25,4810296,Wendy Christian,0,-0.6,3,5,-1.5
mnwzkt52,7121848,Charles Goodfellow,0,-1.9,-1.6,3.8,3.7
iaysdp87,7390681,Jennie Henley,0,-1.9,2.5,0.7,-4.8
yoacit33,2718316,Carlene Dodge,0,1.2,1.4,2.3,2.5
ywctao66,4876066,Judy Winn,0,1,2.7,4.9,3.1
bssfah80,9253485,Connie Torres,0,-3.2,1.3,5,2.5
fgljxy71,5468575,Winona Lush,0,-2.2,-1,4.9,1.5
adqxrv45,0710781,Annie Anthony,1,-0.4,2.7,-0.4,-4.8
nwzeor75,4826228,James Tignor,1,-1.8,-0.8,2,-4.7
dlfigb48,9783743,David Noh,0,2.7,2.6,3.8,3.2
quesxl55,8079316,Edith Hood,0,-0.5,0.6,2,-0.8
cozyyo71,1716513,Buena Estrada,0,-3.7,-1.4,1.1,-0.8
pekyjs22,4393370,Deborah Bliss,0,-4,-4.3,0.1,3.7
oogmcl16,3939023,Kasey Compos,0,-2,2,1.4,3
ukmbci70,0570432,George Martone,0,-0.4,3.1,1.7,3.5
hvnlpt74,6089946,Barbara Walsh,1,0.8,5,4.1,3
taseed27,7345536,Michael Page,0,-0.7,1.8,4.2,3.3
zbgcdw45,3538451,Lance Hickok,0,-2.1,2,4.6,-3.6
huwkmm03,7732540,Norman Clifton,0,-2.4,2.3,4.8,2.8
ktdqyi12,7331697,Dannette Cofield,0,0.1,0.9,4.5,1.5
nqueqj22,6888662,Charles Patrick,0,-0,3,4.4,2
kyvziq02,9488865,Dianne Palmer,1,-3.1,-2.9,-1.5,0.2
imlzar68,2857981,Nicole Barlow,0,-3,-0,-2.2,3.1
mxzyrw48,6494695,Jason Murdoch,1,-2.5,0.9,4.3,3.1
ryepqh37,1033212,James Bowman,0,-1.3,2.5,2.4,-1.9
urohln06,9195887,Cheryl Pang,0,3.2,2.1,2.7,2
pvtrgp37,0306882,Howard Warthen,1,2.2,2.5,4.2,-0.2
hmjdhp66,1646988,Daniel Jaudon,0,-0.7,2.1,-0.1,4
nxcsdx67,8299697,Jessie Gibson,1,-1.2,4.4,4.9,3.9
hfdahe12,5602190,Michael Spaulding,1,0,2,3.8,2.3
ohzsnr43,2574755,Craig Perry,0,-1.4,-2.5,3.5,4.3
tddmnn56,3478689,Ernest Henson,1,-0.3,3.3,3,4.1
ztolzx79,8057054,Pamela Choate,1,-0.1,1,4,-1
nmilbi08,7034437,Jose Schaller,1,-2.9,-1.9,4.7,-0.3
vjnyxv10,0978556,Pablo Guy,0,-3.5,-1.8,-2.5,-0.5
mlbslu71,0992351,Jose Cecil,0,0.8,4.3,4,4.1
tuimkh52,4880934,Mary Mcclure,1,-2.6,-0.3,3.5,-4.3
lmorxs41,8418710,Iliana Winters,1,-4.4,2.8,1.4,-4.5
oibaih98,3565498,Lisa Stewart,1,-3.1,-3.3,2.4,-0.2
iythhx40,8254112,Betty Sanchez,0,-3.3,-1.3,-2.5,2.4
buuyqk15,1740357,Charles Tamburri,1,-3.2,1.3,0.5,-1.6
mghvzb66,4789914,Mary Dutton,0,-1.5,3.3,3.8,2.4
owobzv18,6154059,Eric Cone,0,-0.3,0,5,4.1
ulozcp51,9609780,James Balderas,1,-3.1,-2.2,-5,0.1
hfvlgo85,6502718,Francesca Elumbaugh,0,-2.4,-0.8,-0.2,3.7
ikkxoh62,6043979,Margaret Couley,0,-1.1,1.4,2.4,-3.6
ayopfn19,6542142,Michael Ray,1,-1,1.1,1,-4.9
edwsxy11,3334353,Jorge Mccoy,0,-4.1,-1.5,0.5,-1.8
yuysad49,4118473,Christopher Lovig,0,-0.6,1.2,5,-2.3
ccqypz78,8394775,Eleanor Musty,0,-0.2,1.2,1.7,1.8
ilfxut50,6605917,Loren Pettengill,0,-1.4,-0,4.3,1.1
odbcrc66,3552380,George Day,0,-0.2,1.7,0.2,3.9
jufosj57,5331901,Michael Johnson,1,-1.3,-1.7,3.3,2.4
ngzvff94,9055600,Carmen Wilkins,1,-1.8,-0.4,0.5,-3.4
vxrtdm56,7342016,Patrica Smith,1,-1.3,1.7,2.4,-4.1
favvpd62,6384754,Max Stein,0,0.2,-0.8,-0.8,-3
ikjhtm33,7898439,Greg Jennings,1,-0.2,0,5,3
ffpfwr23,3678358,Thomasena Goode,0,-3,0.8,-1.7,2.8
ypxmyp30,9862976,Douglas Roach,1,-0.5,2,2.8,-3
fktlop06,5929546,Felicia Ray,0,-1.2,-1.7,-0.2,-5
mhrdlr08,6154980,Sheila Waterhouse,0,0,2.4,2.3,0.1
hpmmdv75,4632272,Corey Ladd,0,-2.5,-1.7,5,1.7
hccxmx66,4072010,Michael Dodd,0,-2.8,0.4,2.1,-1.1
kxaeme22,6338021,Jordan Lewis,1,-0.5,0.2,0.8,-3.5
ncwbyz75,9197192,Cassandra Denny,0,1,2.6,2.8,4.2
hueecn06,1043513,Curtis Bailey,1,-0.5,1.9,4.6,3.1
pgqyfc66,5529453,Mary Donaldson,0,-3.6,-1.7,-1.1,3.8
msxped22,1992166,Marie Roybal,0,-3,-0.5,2.7,-2.4
jvvaxr83,0166810,Gerald Topps,0,-2.3,1.5,2.6,3.3
mfpvac78,6187349,Helen Rowe,0,-0.8,3.3,2.5,3.8
qjdfpb01,8980996,Samantha Bapties,0,-3.7,2.2,0,2.9
fuetsn25,7467124,William Nunez,1,1.9,3.2,2.2,1.8
tultkn70,4404340,Lea Robinson,1,-1,3.2,3.7,3.9
ayjmxs46,4771118,Catherine Ball,0,-3.1,-1.7,-2,-3.4
kjbqpz31,7570976,James Lozano,1,1.9,-2.2,3.1,-0.5
ufdzym17,4805994,Salvador Higgins,0,0.8,1.3,4.8,4.2
yutqxh57,5707635,Natalie Follett,0,-2.5,3.4,2.1,-4.6
npxwph31,3111516,Anthony Martin,1,1,3.1,3.4,4.9
rrknps43,6446322,Lawrence Cloe,0,-3.5,1.7,3.8,-0.6
nzvatu23,0788866,Jennifer Felter,1,0.4,1.4,4.2,1.5
ljhkgg45,1388453,Abraham Barlow,0,3.7,4.5,4,2.4
vwyhel76,1587227,Jeff Bell,0,-2.1,1,4.6,2.9
zwdksk50,1048687,Carol Garcia,1,-3.3,-2.9,3.2,-1.2
zxfssq73,1747575,George Crystal,1,-2.9,-0.1,1.4,-3.3
lktaqt88,5806228,Heidi Davis,1,2.7,0.6,5,0.4
wykrna67,7878972,Joanna Edwards,0,-99,-99,-99,4.9
dryfgv69,3261443,Robert Trent,1,-2.9,-1.7,0,-0
qfmedn33,3559918,Willie Soto,0,-1.5,-1.6,4.8,1
xgktly35,4678468,Carl Gordon,0,-1.7,2,3.4,3.1
riqiqe02,7149386,Charles Igbal,0,0.4,-0,5,2.5
jakeye37,6881199,Thaddeus Hall,0,-3.6,2.1,4,4.9
aoddgl01,1966463,Wanda Kelley,0,-0.7,2.5,1.7,1.7
wkcoqo95,5386596,Joey Mabry,1,-2,1.5,-0.1,-4
vvvsld51,7929966,Eric Travers,1,-1,2.5,3.8,4.1
rpimkv64,2591653,Marie Adams,0,0.4,2.8,4.2,1.5
xoshku67,4786044,Marie Moreno,1,-1,2.4,0.5,-5
xhvmmc44,4967854,Richard Vannatta,0,-2.1,-1.7,-0.2,-2.2
kqsjwa43,1459349,Jared Steinberg,0,-5,-5,-99,3.7
gwbicd34,9697336,Mark Patterson,0,0.5,3.3,-5,4.1
ufzatr38,7431294,William Leon,0,0.6,2.6,5,1.5
efezdg75,3014384,Robert Meyer,1,-0.7,2.5,5,2
jfbukv41,8168103,Suzy Wyatt,1,2,4.4,4.6,3.8
wgbnbk10,4855887,Brian Fair,0,-3.6,2.6,3.8,2.6
zqabaa98,5913520,Jeffrey Chong,0,-1.9,4.4,4,1.6
etfywe71,3672598,Zelma Valenziano,0,0,0,0,2.8
iwkadm92,0003989,Frederick Lindley,0,-2.3,-1.7,1.2,3.7
nobrdy70,2559496,Lamar Whitlow,0,-1.2,0.8,3.9,-0.5
toucjo77,5729315,Gregory Palmour,0,-3.1,-5,-3.3,1.6
rukyuy74,9476553,Gayle Tashman,0,-0.8,1.5,4.1,-1.7
bufblw30,4822985,Adriana Peacock,0,-1.3,0.3,2.5,2.8
urjhln27,4593522,David Spencer,0,-4.1,-0.4,3.5,-2.3
qyobpf80,6248370,John Mosley,0,-1.2,1.6,2.1,-1.2
qkebag18,1586986,Adam Hodge,0,-3.8,-2.5,-4.4,3.6
ooawun50,5654864,Jeffery Butt,0,-2.5,2.3,2.5,-5
kcnowl49,3966715,Jacinto Rivera,0,1.4,1.5,5,1.2
wubojs68,6774497,Mary Salas,1,-1.2,3.5,3.2,-4.5
wbrofp00,8428531,Melissa James,0,-1.5,0.9,4.8,-0.2
tzkrzi26,4553086,Jeremy Oloughlin,0,2.5,1.2,3.7,3.3
akuvbo01,6681444,Kristopher Pritchett,1,-0.9,1.4,1.7,3.3
tqclxu05,6133382,Keith Smith,0,5,4.5,2.5,-99
qladln69,7403230,Megan Silva,0,0.6,4.3,4.8,4.3
pqgsvs05,2822098,Jan King,0,-2.2,0.3,2.1,-0.7
yapnoa66,8649383,Mildred Giannone,0,-1.6,1.9,3.1,-4.8
cueevq22,1877849,Clifford Munoz,0,-1.3,1.2,5,3.7
uanher56,9515984,Michael Anderson,0,0,0.9,4.7,0.7
hypzic34,4982478,Vernon Valdez,1,-3.6,0,-5,-4.8
zgjamd99,9741340,James Greene,0,-0.8,0.4,2.9,-5
gzkzyf22,3258298,Wendy Mckinney,0,0,5,1.9,4.9
jpncra19,0498795,Frank Galloway,1,-1.1,1.9,2.1,0.9
osapkk09,9115515,Marie Navor,0,-4.2,-1.5,2.4,1.4
kmzcxn07,4178934,Kathleen Harris,0,-1.8,3.3,4.5,4.6
xsqxlk23,1664390,Cynthia Wertz,0,-2.4,3.3,3.9,3
tjreee48,9020014,Marianne Meyer,0,-99,-99,-99,-99
bnxihk40,3685957,Lana Lee,0,-0.4,2.5,5,3.4
pnexgk11,8492576,Eugene Benfield,0,0.3,2,0.9,-4.1
ojiitd27,3653054,Kareen Ariza,1,-0.3,0.2,4.1,2
ycmuvl62,5891604,Jack Daniels,1,-1.5,3.3,2.9,4.2
gfkmhu40,2932601,Michael Bermeo,1,-3.3,3.3,4.8,2
wijvqh35,1040126,Angela Green,0,-3.4,3.2,4.2,1.5
qhpoxj49,5349154,Robin Smith,1,-0.8,-1.8,-4.4,-5
vczbhd85,1635959,Ronald Howard,0,-4.2,-3.9,-0.5,-4.4
xueduz50,9338774,Doris Bowles,1,-3,-0.2,-1,0.3
wpekfh83,3952555,Jean Hibbs,0,-3.1,-3.1,-3.6,-4.9
luumwy32,7856842,Brenda Johnson,0,-0.6,0.3,4.2,2.7
lzoite66,4610305,Casey Waterman,1,-2.3,3.1,1.2,3.3
nlemon83,4551396,Luther Johnson,0,0,3.3,-99,-3.1
skyatr77,6743648,Debbie Lack,1,0.5,2,4,-4.7
uhqqer31,4577369,Melodie Kaufman,0,-5,0,-99,2.5
apcwoh69,0159627,Dustin Folwell,0,-0.3,2.2,3.2,2.9
ndbulm63,4143146,Susan Johnson,0,-0.7,3.7,1.8,2.1
epmkhy31,9617445,Larry Smith,1,-0.8,4.2,3.6,2.9
vnpjzs46,0335362,Patricia Barrett,0,0.1,4,5,4.9
hdczag47,7236726,Ellen Brinson,0,1.5,3.2,3.3,2.9
mcdtck12,8978041,Toby Davis,0,0.4,2.6,3.6,3.2
mpoybv40,6232168,Ronald Pearsall,0,-0.2,1.7,3.3,-3.6
dhlydn45,3811749,Mary Manzano,1,0.3,4.2,3.5,4.4
pnqbwx98,5625944,Josie Evans,0,0.6,2.5,5,3.4
aayapk76,2266377,Courtney Cross,0,1.8,1.7,4,4.2
jiisbm55,4369967,Katherine Espino,0,-1.9,-1.1,4.1,2.3
uvqcor00,3898320,Hope Williams,0,0.1,2.4,2.6,3.5
bbhfxu10,9194462,Anthony Hernandez,1,-2.2,0.4,3.5,2.2
mwvgks84,5193059,Ben Young,0,0.1,2.2,0,2.8
vopsdj85,2986103,Larry Mcintyre,1,-3.8,0.5,4,1.4
sehabh72,1493005,Leonard Satchell,0,-0.1,1.7,2.8,4.3
zhgpko55,2139169,Joe Richardson,0,-1,2.7,4.5,2.4
mjgaun91,5636792,Jason Sloan,1,-0.5,0.3,2.5,3.8
prdwtp80,4147621,Stacey Smith,0,-2.5,-0.5,1.9,3.3
lzebaf44,3946528,Larry Shannon,0,-1,2.4,3.9,3.1
vxwfbl28,8416320,Charles Byrne,0,3.5,4.3,3.8,1.5
lcadia99,0515172,Stanley Smith,0,0.1,3.8,3.7,3.7
ahxdsy22,5370578,Michael Jones,0,-2.5,-1.3,1.4,-0.5
ykqxmq08,9989282,David Santoyo,0,-2.6,-0.3,4.5,4.2
wnohqu95,2345962,Ricky Torres,0,-1.7,-0.6,-0.2,-5
cpwldr25,3548137,Arnette Mitchell,0,0.4,3.3,5,4
gyjzix59,1720712,Kathy Ceraos,0,-4.1,-4.2,-3.2,-4.3
ugmsfp67,8751519,Charles Henderson,0,0,0,2.5,3.2
kplcvt44,4272891,Dewey Stewart,0,-1.4,2.2,3.1,1.6
lqjoob56,4513891,Melvin Jarmon,0,-2.1,-0,-4,4.6
ydsjae44,3724908,Velma Juliana,0,-1.8,3.7,0,0.9
ujhqjy99,0888178,Paul Deiss,0,0.1,3.3,3.6,1.2
pehubm09,0301127,James Brobeck,1,-0.5,1.8,3.4,-3.2
yzztzw18,1785869,Hannah Brownlee,0,1.2,3.3,2.5,1.8
qbekxj88,3154134,Pamela Kleinman,0,1.1,1.1,1,1.3
vrnyhy12,7118718,Joshua Alvarado,0,-1,2.8,4.9,1
pupnoe08,6583288,Joe Johnson,0,-1.7,-1.3,3.3,3.2
pbflwg08,9381246,Sandra Desotel,1,0.6,4.4,3.5,2.8
vfmrsd21,9984249,Katherine Laferriere,0,-0,1.8,1.7,4.3
qmxmku13,4686262,Miranda Thorell,1,-0.3,-0.2,3.1,4.1
qulxwu74,5543657,Jason Bowser,0,-2,-0.2,2.7,-0.2
sahrvo52,9048922,Trudy President,0,0.1,1.9,1.7,0.8
ytqzen32,7000653,Joseph Barker,1,2,3.3,4.6,-2.4
izmfjd18,9664835,Lauri Phillips,1,-0.6,0.7,1.8,-1.3
dsvpkg01,3112190,Joshua Jumper,0,-1.6,2,1.5,3
tbhnbq74,7067715,Courtney Garrett,0,-4.4,-3.9,-4,-4.9
sgniot81,2201488,Erna Velazquez,1,0.8,2.8,-0.9,4.2
icsuue40,6567504,Edmund Farrington,1,-3.2,-1.9,2.6,-4.4
gqvyzk90,6953638,Cecilia Coons,0,-2.9,0.6,1.7,1.8
fzzlwh57,2872849,John Hillery,0,-1.4,2.4,2,1.4
jlbelm66,8768690,Mark Flesher,1,-0.2,2.7,1.1,-0.2
xgacwt57,1421022,Madeline Carlson,1,2,2.1,5,4.8
pjicwp58,9179327,Kevin Adkins,1,-0.5,1.3,4.3,-3.9
iaotzq00,9440016,Burton Erwin,0,-3.3,-1.7,4.3,-5
fgdmyv40,6072668,Richard Wallace,0,-0.1,1,5,4.6
sepjbs99,6384539,Cristina Robinson,0,0.8,3.3,5,3.2
oaztaz59,5883736,Nicholas Jordon,0,-5,-5,-5,1.7
urcilq63,6715663,Taylor Perkins,0,1.4,4.4,5,4.1
tazhcl72,1201779,Lindsay Miller,0,-3.1,-3.8,-0.8,4.6
oqwuoz93,0322423,Jay Smith,0,-5,-5,-5,-2.1
opakgz35,0889787,Rosa Wedderburn,1,-0.6,0.6,3.2,2.7
rvoptj60,3044622,Henry Davidson,1,-2,1.4,3.7,4
zuljfi44,4932467,Susan Mcelwain,1,-0.6,-0.5,0.1,-1
qxsnuh16,4451877,Jonas Weiner,0,-2.1,2.2,3.7,2.8
swckie18,0582770,Anna Pauley,0,-0,1,4.9,0.8
hyzwbl04,6182857,Michael Wilkerson,1,1.4,0.8,4.1,0.2
jzuugv52,1629240,Craig Meyers,1,-4.2,-1.1,-0.3,-3.3
deeepf23,2846983,Henry Hafley,1,-1.7,0,0.9,-5
zqzbnz30,5050469,Jack Wisham,0,-1,1.7,2.3,0.3
wffobl06,0318144,James Pokorny,1,0.3,0.8,4.4,4
buypzf85,7940169,John Johnson,0,3,3.1,2.5,3.7
okwlbm45,8944892,Arthur Schlarbaum,0,-3,-2.8,2.5,2.6
jeysle38,8609167,Eric Dessecker,1,-2.6,0.6,3.7,4.8
ovgxfy01,7321688,Megan Rivera,1,-3.2,1.5,2.9,2.6
liklkd23,6383638,Michael Tanner,0,-0.2,2.4,4.6,4.4
xgfkih77,7210522,Steven Gibson,0,-1.6,1.8,4.5,4.2
envfxa60,6366541,John Nance,1,-4.1,-4.4,-1.5,-2.5
zepqxw20,8067055,Elsie Watkins,0,-1,0.9,2.7,2.1
mcksvi19,0762874,Bob Irving,0,-2.1,-1,3.3,1.6
sedtsu58,3801766,Sonia Wilson,0,0.1,0.8,2.9,2
zehefh80,4996320,April Graber,1,-1.2,0.8,4.7,0.4
wvujnl08,4718329,Francis Noll,0,-2.7,1,-1.9,2.5
zvlyhx46,4304124,Steven Mcsherry,0,0.2,0.9,1.7,4.2
quurqi16,2797966,Philip Wade,0,-0.1,-0.3,4.7,1
ggxgvm84,2456419,Thuy Mattione,0,-2,3.9,4.1,4
zikrfi68,1200123,Leslie Emory,0,0,1.2,3.9,4
oxljqb92,8193460,David Pendergrass,0,-3.2,1.2,4,-4.8
liyhqr97,8272537,Leonardo Rogers,0,0.1,1.7,3.5,3
knaapg26,5923950,Karl Greene,1,-1.7,-0.8,-1.2,-0.2
roxixg32,5248189,Toni Pawlak,0,0.4,2.9,1.6,-1.1
ppxhpa96,3752447,Loretta Esquivel,0,-5,-5,-5,-5
nfykym79,8596878,Margaret Gooding,1,-4.1,0.7,4.6,3.8
dmyocw57,4238403,Muriel Robison,1,-0.2,2.6,2.3,-5
ypgebk91,2163010,Angela Howorth,0,-1.4,3.5,3,-0.5
hoitzj50,7384033,Natasha Cirillo,1,-1.4,3.3,4.4,4.1
szjfbo02,0224523,George Wyman,1,-4,0,-99,3.6
lmydhi67,5103520,Steven Griffin,1,-1.3,0.3,1.9,-2.9
cutsuf34,6932548,Lisa Young,0,-2.1,0.2,1.6,3.3
tptcha71,4258008,Jeffrey Gorman,0,0.1,-2.1,0,0.4
swogcc86,8604948,Heather Shanks,1,-4.2,3.3,3.5,-1.5
qxvbjm26,3169422,Matthew Dicker,1,-1.2,0.6,4.6,-4.2
xpzdls02,9881350,Carrie Zaleski,1,-2.4,1.8,1.2,2.6
hntljk22,7900437,Alicia Taylor,1,-2.4,1.7,2.1,4.1
hgvigu27,1265878,Christian Ishak,0,-1.3,1.8,2.5,1.3
kmwnnc84,9826195,Doris Gore,1,0.6,1.2,5,-0.4
jydkdj14,6316449,Marjorie White,0,-0.8,-0.8,1.9,0.3
vglpfe75,4736982,James Roberts,1,1.9,1.7,4.4,2.6
ysacuf13,8548240,Andrew Tedder,0,-2.5,-0.2,0.5,0.7
nhytfp97,9428536,Erica Liu,0,-3.3,2.5,2.4,3
rwhfgu83,6245142,Wyatt Hall,0,-0,1.8,1.8,4.6
bfhbba84,5679653,Isabell Rollins,0,0.2,0.7,4.8,2.1
zdnblb72,5346068,Michelle Rusch,0,-1.9,-2,4.6,4.7
yjuthf86,0336515,Vicki Blanchard,0,-2.8,-1.3,2.5,2.5
cisgsg06,7025281,Audrey Bolek,0,-0.8,1.9,5,1.7
lxnqxz40,8604097,Jesse Farris,1,-4.1,2.5,5,4.7
elubfg21,7823336,Bridget Ludgate,1,-3.1,-2.8,1.6,1.8
kyhlgf68,2068288,Rebecca Grant,1,-3,1.2,-0.3,-4.9
llnkbm90,7429587,Josephine Neal,0,-0.7,2.1,3.5,-0.4
oesrfw20,8321177,Patricia Valdez,0,-3.8,-0.8,-4,2.2
pxeaew31,0437278,Stacey Ramirez,1,0.1,3.1,4.2,0.9
kdeqvo39,1771584,Ann Agee,0,-0.7,0,5,4.1
faahxl66,5078298,Thomas Nunn,1,-1.7,5,1,1.9
alhuqo56,6576798,Lawrence Kniffen,0,0,-1.8,1.6,3.5
dnwkbb10,5117888,Tracey Tylor,0,0,3.3,5,3.8
wgpjsk92,8981675,Mary Dehart,0,-0.3,0.6,2,0.6
eituis28,0588997,Amanda Henke,0,-1.9,3.8,3.3,-4.8
wfryvu73,6841467,Ronald Howe,1,-1.4,1.7,2.5,2.6
auzfwc68,6538193,Raphael Richardson,0,-1.4,0.6,5,4.6
tkmvbe95,1440325,Justin Cornett,0,-1.7,1.8,3.6,0.9
vgnuko79,6495053,David Swope,0,0,1.7,5,3.4
kxnign52,0090988,James Tantillo,0,-1.1,0,0.1,1.9
dhwuyr76,2945511,Debbie Lee,0,-0.9,2.1,2.7,1.9
srdtqn72,9144147,Lisa Bleiweiss,0,-0.5,1.4,3.3,3.7
fmpdbc63,5837220,Kurt Livingston,1,-2.8,-0.6,5,-1.7
omrdqr81,5389353,Robert Horton,1,-99,-99,-99,-99
fjorcr58,5814533,Lucile Glass,1,-2,1.9,2.5,0.2
xutkxi84,4931188,Lillian Hernandez,0,0.6,-1.3,2.4,4.3
ciggqh57,3520717,Thomas Ramos,0,3.1,4.5,1.2,-1
bmhreb61,7871453,Hugh Perron,0,-0.4,2.6,4.2,3.1
eydkkx31,4445605,Andrew Lozoya,0,0.1,1.1,3.9,0.4
nyztar10,3168510,Dennis Ludwig,0,-1.3,0.2,0.8,0.6
ehjcst53,9674726,James Estey,0,-2.5,1.8,4.8,0.8
qrozat63,0883280,Gary Caulfield,0,-3,-5,1.7,3.2
tzmqmy29,1508146,Christopher Robson,0,-2.4,-0.8,3.2,3
sgiirl72,3681585,Heather Stevenson,1,-2.1,-2.7,1.7,-1.6
ncrevn81,0921819,Robert Roberson,0,-0.3,2.5,5,3.4
stxunk07,2538442,Robin Mims,0,-3.1,1.7,4.9,4.3
mppoza39,1685414,Tyrone Noland,1,-3.9,-1.9,-2.1,-2.9
lrjsay09,9324181,Amber Christianson,0,-1.5,1.2,4.6,4.6
