uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred
rlkvsq64,0074918,Judy Hullinger,1,0.4,2.8,1.8,3.3
sxvgse92,5423591,John Allen,0,-0.4,-0.9,0.9,2.7
opdqit00,1465964,Quinn Brown,0,-2,-1.1,1.8,2.3
csvvyl46,0410514,Art Ellison,1,0.6,1.7,1.6,1.1
qznpie98,3324798,Stephanie Dunseith,0,-5,-0.3,0,3
wercoo38,9940531,Michael Gilmore,0,-3.3,1.3,2.9,-0.1
cdhqnm03,2648807,Kathleen Taylor,0,0,2.3,-0.5,0.4
mmjyhc10,7865295,George Farris,0,-0.8,1.7,3.8,-4.8
fiwgla22,7812352,Linda Norton,1,-0.4,3.9,3.1,0.1
pmurkf45,2011615,Craig Bowland,1,-0,0.8,3.8,-2.8
jblmyb46,2224278,Andre Dean,1,-1,2,5,2.1
rajpcd86,9174777,Frank Hardesty,0,-1.5,-1.2,3.1,-0.2
qgfmdk45,0742860,William Lopez,1,-0.1,0.3,1.2,0.2
wbavfc09,6568257,Lora Hopkins,1,1,1.2,0,-2.3
icfpfw13,8236364,Terry Crouch,0,-5,-3.8,-5,-4.9
kvemea26,9828220,Mathew Wendt,0,-3.5,1.2,1.7,2.8
jmvksi29,2625645,Kenneth Richardson,1,-0.6,2.5,4.9,0.1
pdijgm44,6182069,Eleanor Santamaria,0,-0.7,2.7,2.8,1.8
ketaiz55,4724315,Jennifer James,1,-3.2,-2.2,5,1.8
gtvigz73,8288265,Rigoberto Taylor,0,-3,1.3,4.2,1.8
mixodd95,5387765,Joseph Duty,1,-0,1.5,2.8,-3.1
lhpjih92,3897438,Roger Abel,0,-0.6,0,-1,3.9
lkmdrf48,2156459,Dorothy Graham,1,-3,-1.5,4.2,-2.6
gjacmx01,2103511,Johnny Lee,0,0.2,1.3,3.2,3
rubtxc10,2874020,Kim Bard,0,2.3,1.8,4.5,1.6
zcqwct73,5624043,Michael Terrell,0,-1,-0.6,0,4.5
rstkjd17,7750327,Matthew Uutela,0,2.5,-5,-99,-4.8
binpqx44,9111129,Jesus Pults,0,-2.5,1.5,1.8,3.8
xaqerx70,1187287,Michelle Bally,1,-5,-5,-5,3.1
pvwbno76,2523356,Robert Goettle,1,-2.8,0.2,3.8,3.1
ihyvig98,6365819,George Annino,1,-3.3,1.4,4.5,3.7
ngtydo28,1889779,William Chalmers,0,-1,-1.3,3,3
ikpaal77,0062330,Doris Arnold,0,-0.5,2.8,4.5,1.7
xqbvqb96,4023778,Mary Lopez,0,-4.4,-5,-5,-5
gjkzjx99,1069786,Sylvester Rodriguez,0,0.2,2.5,4,2.5
wdcwae37,9445669,Ivan Jordan,0,-3.7,-5,0,3.7
bjhafp49,4158624,Stacey Lee,1,-0.1,2.4,4,-4.1
rnyyxj75,9345736,Sherman Martinez,0,0.1,-1.1,-1.3,2.1
hzzzxz43,2455739,Kathleen Druck,0,-2.5,-3,1.2,4.6
lgojrd20,9402138,Gerald Yu,1,-0.3,0.1,4.7,2
limbtj23,6192896,Michael Jackson,0,1.1,2.3,2.6,4.3
wffggn01,6249246,Nola Briggs,0,2,3.1,2.9,3.1
etagqw27,1984391,Patricia Reynolds,0,-2.6,-2.9,0,2.8
qkkado28,8109511,Robert Bent,0,-1.7,2.8,0,1.6
sesbfm99,2301463,Patricia Mosley,1,-2.4,1.9,4.6,-4
upbhmu57,7074867,Steven Rousselle,0,-1.1,0.9,1.5,3.4
qzbufv72,5326819,Esther Adler,0,-0.6,3,5,-1.5
qjslyg07,5382634,Kevin Oldfather,0,-1.9,-1.6,3.8,3.7
rcuhdi84,0533190,Marilyn Morrison,0,-1.9,2.5,0.7,-4.8
vdacmu54,9507967,Sean Graap,0,1.2,1.4,2.3,2.5
nozfrk53,7110460,Keli Speed,0,1,2.7,4.9,3.1
bjwlbm59,0736841,Janie Longnecker,0,-3.2,1.3,5,2.5
wrdauw53,2230876,Stephanie Zordan,0,-2.2,-1,4.9,1.5
jtbkil48,2224519,Claire Shuler,1,-0.4,2.7,-0.4,-4.8
btrvfu27,3607819,Robert Christie,1,-1.8,-0.8,2,-4.7
diyzto93,0025251,Marcela Connors,0,2.7,2.6,3.8,3.2
qlwziw45,4540000,Charles Bishop,0,-0.5,0.6,2,-0.8
osjebf20,3958413,Elizabeth Parisien,0,-3.7,-1.4,1.1,-0.8
yrjibi14,9871243,Joy Calloway,0,-4,-4.3,0.1,3.7
xaygyv96,4192250,Jeremy Neglia,0,-2,2,1.4,3
roieyc61,7232597,Brenda Cifelli,0,-0.4,3.1,1.7,3.5
tccplm78,1072576,William Kilcrease,1,0.8,5,4.1,3
olvqrs60,8926406,Beatrice Derry,0,-0.7,1.8,4.2,3.3
rawfwh46,9440929,Warren Frost,0,-2.1,2,4.6,-3.6
rpxgub85,9278189,Fredrick Frappier,0,-2.4,2.3,4.8,2.8
wduwmd97,2423329,Alicia Whitman,0,0.1,0.9,4.5,1.5
rituaw89,0007121,John Crowder,0,-0,3,4.4,2
llffar54,6151284,John Richman,1,-3.1,-2.9,-1.5,0.2
stvkir90,7737678,William Valencia,0,-3,-0,-2.2,3.1
lnhfqb82,9039095,Nicole Miller,1,-2.5,0.9,4.3,3.1
whbwph95,7268019,Michael Russell,0,-1.3,2.5,2.4,-1.9
kqflbs87,6473381,Harold Randall,0,3.2,2.1,2.7,2
ztewxf51,2247628,Ashley Strain,1,2.2,2.5,4.2,-0.2
lbvwtx65,3042123,Vivian Lancaster,0,-0.7,2.1,-0.1,4
gmgihw09,1652617,Frances Russell,1,-1.2,4.4,4.9,3.9
dywwtn35,1698029,Danny Thompson,1,0,2,3.8,2.3
kdaaks24,5262962,Joseph Montgomery,0,-1.4,-2.5,3.5,4.3
htkivi52,4530150,Leila Fisher,1,-0.3,3.3,3,4.1
kcwfty61,4947837,Tori Sannicolas,1,-0.1,1,4,-1
trvyhz44,3336684,Michelle Crumedy,1,-2.9,-1.9,4.7,-0.3
drikyn05,2352811,Marvin Simpson,0,-3.5,-1.8,-2.5,-0.5
fggrov98,8386260,Sherry Blassingame,0,0.8,4.3,4,4.1
zolsbl50,2617988,Normand Swanston,1,-2.6,-0.3,3.5,-4.3
astuup06,0177369,Michael Duncan,1,-4.4,2.8,1.4,-4.5
ztyxsd06,0422680,Berry Garon,1,-3.1,-3.3,2.4,-0.2
vqaewt02,8669498,John Sheppard,0,-3.3,-1.3,-2.5,2.4
uchash99,7938383,Marie Fuller,1,-3.2,1.3,0.5,-1.6
mmdfgw65,3205993,James Nixon,0,-1.5,3.3,3.8,2.4
jferjo84,0712978,Beverly Speed,0,-0.3,0,5,4.1
gmyqoe26,3558334,Marjorie Baldwin,1,-3.1,-2.2,-5,0.1
yijmpo84,6111182,Lorraine Minton,0,-2.4,-0.8,-0.2,3.7
bqgisf46,7561245,Sharon Rohrbaugh,0,-1.1,1.4,2.4,-3.6
xfwido48,9574240,Nettie West,1,-1,1.1,1,-4.9
vismva11,2561505,Jeri Kirk,0,-4.1,-1.5,0.5,-1.8
hcjvgd59,5991443,Hattie Ellis,0,-0.6,1.2,5,-2.3
obmxin28,1000596,Charles Cote,0,-0.2,1.2,1.7,1.8
ttpqxv50,7556483,Emily Wilson,0,-1.4,-0,4.3,1.1
qxdvod69,6220576,Mattie Camp,0,-0.2,1.7,0.2,3.9
osivsd10,3022013,Andrea Stevenson,1,-1.3,-1.7,3.3,2.4
ptzyap68,8134845,Rosa Cantrell,1,-1.8,-0.4,0.5,-3.4
vkmnhx79,1938782,Hosea Rice,1,-1.3,1.7,2.4,-4.1
tqlppl69,4164039,Marilyn Vessey,0,0.2,-0.8,-0.8,-3
lzhaxr39,0748809,Charles Collins,1,-0.2,0,5,3
ciagfb38,5616476,Michael Hatch,0,-3,0.8,-1.7,2.8
kglylq36,4502171,Bill Morgan,1,-0.5,2,2.8,-3
qwutny90,4557476,Allen Jordon,0,-1.2,-1.7,-0.2,-5
kynudy40,7723791,Robert Jenkins,0,0,2.4,2.3,0.1
ccmnqw77,5448142,Chad Karalis,0,-2.5,-1.7,5,1.7
ermuky96,6819559,Felix Chenault,0,-2.8,0.4,2.1,-1.1
azigoy98,7288601,Lois Huynh,1,-0.5,0.2,0.8,-3.5
sjktas85,2047751,Leon Sanos,0,1,2.6,2.8,4.2
zikjlf01,0729030,Barbara Foster,1,-0.5,1.9,4.6,3.1
rjinff38,6617225,Audrey Plemmons,0,-3.6,-1.7,-1.1,3.8
mkfuld97,0433277,Joyce Green,0,-3,-0.5,2.7,-2.4
bxsmjw30,2206912,Lewis Arrowood,0,-2.3,1.5,2.6,3.3
mssdkv96,7606619,Henry Horkey,0,-0.8,3.3,2.5,3.8
kzurhz67,3915687,Ernest Davis,0,-3.7,2.2,0,2.9
rfneaq81,0837908,Raymond Houser,1,1.9,3.2,2.2,1.8
rzccsu51,4055125,Patricia Smith,1,-1,3.2,3.7,3.9
dsguxz24,5763841,Gary Odonnell,0,-3.1,-1.7,-2,-3.4
psqezj39,4228775,Loretta Hoyt,1,1.9,-2.2,3.1,-0.5
xxpiha54,3512536,Patricia Bennett,0,0.8,1.3,4.8,4.2
fwcdof95,0027385,Dorothy Grams,0,-2.5,3.4,2.1,-4.6
phvnoj45,8427358,Gayle Brown,1,1,3.1,3.4,4.9
fkuxgm57,4643148,William Cofer,0,-3.5,1.7,3.8,-0.6
jkomve82,2763379,Roger Lee,1,0.4,1.4,4.2,1.5
gwbpab05,8594497,Annie Modine,0,3.7,4.5,4,2.4
wbrzck99,6893602,Amber Thomas,0,-2.1,1,4.6,2.9
chnpnt91,5908738,Alice Gibbons,1,-3.3,-2.9,3.2,-1.2
pbccpn84,7218904,Carl Sparling,1,-2.9,-0.1,1.4,-3.3
vuhwmv09,4438300,Ward Lauridsen,1,2.7,0.6,5,0.4
kkydad21,7949278,Paul Anderson,0,-99,-99,-99,4.9
exfuqw38,1486059,John Martin,1,-2.9,-1.7,0,-0
ouyyny68,9631262,Gladys Waligora,0,-1.5,-1.6,4.8,1
yqvoeb53,2898963,Jerry Dilliard,0,-1.7,2,3.4,3.1
ejwslx73,1005130,Ryan Riggs,0,0.4,-0,5,2.5
gwtxiv62,0905047,Sandra Battle,0,-3.6,2.1,4,4.9
fydkts12,9748726,Trisha Newlan,0,-0.7,2.5,1.7,1.7
tvidye82,3531291,Herman Batts,1,-2,1.5,-0.1,-4
fviuob02,0783253,Theresa Love,1,-1,2.5,3.8,4.1
yryslj56,2153121,Dorothy Rivera,0,0.4,2.8,4.2,1.5
jgdyvb34,1703890,Jose Scarborough,1,-1,2.4,0.5,-5
fbrzyr30,7001186,Jodi Fyfe,0,-2.1,-1.7,-0.2,-2.2
erzjvx90,3173727,Leia Ingber,0,-5,-5,-99,3.7
xprylo59,5115910,Jeromy Jones,0,0.5,3.3,-5,4.1
bbxqbm34,6448811,Robyn Johnson,0,0.6,2.6,5,1.5
nfxruq51,4482950,Dale Gartrell,1,-0.7,2.5,5,2
gepcwe95,0692213,Dianna Hoy,1,2,4.4,4.6,3.8
evxlvh49,2495500,Mayra Nealy,0,-3.6,2.6,3.8,2.6
isspuo41,6302752,Janet Hallmark,0,-1.9,4.4,4,1.6
jjwucb76,4018865,Margaret Bond,0,0,0,0,2.8
ecfaiq98,9576145,Carrie Kime,0,-2.3,-1.7,1.2,3.7
lpajab61,7874010,Kristin Williford,0,-1.2,0.8,3.9,-0.5
kcxrjr20,6398279,Amparo Thornton,0,-3.1,-5,-3.3,1.6
ydvxjm08,1635164,Mary Phelps,0,-0.8,1.5,4.1,-1.7
jnhuhu17,7393743,Amy Fiaschetti,0,-1.3,0.3,2.5,2.8
tmebaz14,8340107,Thomas Mitchell,0,-4.1,-0.4,3.5,-2.3
zuzywx56,3214324,David Rivali,0,-1.2,1.6,2.1,-1.2
awjipl60,6858319,Effie Mcgee,0,-3.8,-2.5,-4.4,3.6
xatrnb41,2450097,Christina Evans,0,-2.5,2.3,2.5,-5
ncjywd41,9748533,Ellen Corney,0,1.4,1.5,5,1.2
wdiirn07,3161353,Leonard Hammond,1,-1.2,3.5,3.2,-4.5
nasxmo58,0011954,Mary Mendez,0,-1.5,0.9,4.8,-0.2
dftape65,1968321,Paul Ruiz,0,2.5,1.2,3.7,3.3
htupvx57,9128123,Erika Nolan,1,-0.9,1.4,1.7,3.3
yerbiv56,9418162,Paul Winokur,0,5,4.5,2.5,-99
wmcytm98,8798837,Theresa Keener,0,0.6,4.3,4.8,4.3
yjfxfv36,2959848,Rachel Pajerski,0,-2.2,0.3,2.1,-0.7
kdqijy87,9291385,Hugh Shones,0,-1.6,1.9,3.1,-4.8
rvfpyh76,6772613,Maria Mahle,0,-1.3,1.2,5,3.7
aijwie31,9965704,Margaret Berry,0,0,0.9,4.7,0.7
jmrway12,8932434,Betty Sandy,1,-3.6,0,-5,-4.8
cisnbr11,5032867,Robert Leonard,0,-0.8,0.4,2.9,-5
uygmwk96,1592654,Robert Miller,0,0,5,1.9,4.9
vdjkqd58,1738392,Jack Paschke,1,-1.1,1.9,2.1,0.9
tkwpgz83,3640753,Mabel Clay,0,-4.2,-1.5,2.4,1.4
xxhahl12,7412355,Kim Kepler,0,-1.8,3.3,4.5,4.6
rnezwi35,9990196,David Shipman,0,-2.4,3.3,3.9,3
oywzjb68,1631185,Carol Peart,0,-99,-99,-99,-99
prmlui42,3254323,Kimberly Stanback,0,-0.4,2.5,5,3.4
kpbnou84,4322196,Deborah Steinle,0,0.3,2,0.9,-4.1
lqgjrf42,9763026,Tracy Oconnor,1,-0.3,0.2,4.1,2
zxxxld96,5043761,Wayne Bentley,1,-1.5,3.3,2.9,4.2
jknewo85,3609303,Mona Biddle,1,-3.3,3.3,4.8,2
mboqgq41,2250423,Robert Rogers,0,-3.4,3.2,4.2,1.5
oasiuz52,7846573,Gary Jones,1,-0.8,-1.8,-4.4,-5
hmnfpi66,2275962,Kenneth Arroliga,0,-4.2,-3.9,-0.5,-4.4
mptrqm12,9053528,Christopher Croft,1,-3,-0.2,-1,0.3
ogdsxg87,4997810,Michele Hardy,0,-3.1,-3.1,-3.6,-4.9
vurdfp21,7910269,John Anderson,0,-0.6,0.3,4.2,2.7
bxkbrh34,8377104,Margaret Banda,1,-2.3,3.1,1.2,3.3
qxowgw94,7430102,Timothy Peters,0,0,3.3,-99,-3.1
cccngf97,7306250,Joe Konwinski,1,0.5,2,4,-4.7
hrqzkl75,3288749,Doris Mahraun,0,-5,0,-99,2.5
iqolff30,9700408,Floyd Rubio,0,-0.3,2.2,3.2,2.9
njgznh19,8774700,Elizabeth Camp,0,-0.7,3.7,1.8,2.1
hwctwm78,5305946,Laura Kowal,1,-0.8,4.2,3.6,2.9
fuxtob92,3866214,John Leavitt,0,0.1,4,5,4.9
hljpsz82,1047097,Joe Baird,0,1.5,3.2,3.3,2.9
vyeczu17,4289508,Emily Dotson,0,0.4,2.6,3.6,3.2
jtreik58,2345639,Mathew Kirby,0,-0.2,1.7,3.3,-3.6
bkeqam82,1864124,William Franklin,1,0.3,4.2,3.5,4.4
akfqlx33,4919668,Wade Parks,0,0.6,2.5,5,3.4
rnvjwn65,7478269,Patrick Vossen,0,1.8,1.7,4,4.2
fgmkzq32,9464772,Sherri Grieco,0,-1.9,-1.1,4.1,2.3
uhvlyj40,7992647,Kara Wobbleton,0,0.1,2.4,2.6,3.5
srtdhu78,1171977,David Davis,1,-2.2,0.4,3.5,2.2
ylveef97,1320135,Edward Schwartz,0,0.1,2.2,0,2.8
lyuajv33,4002766,Mallory Jenkins,1,-3.8,0.5,4,1.4
kaynak80,0964173,Bettye Rice,0,-0.1,1.7,2.8,4.3
ympuue23,8191174,Robin Alvarez,0,-1,2.7,4.5,2.4
pxirci47,5321259,Gordon Waren,1,-0.5,0.3,2.5,3.8
atwlgr99,7840655,Andrew Price,0,-2.5,-0.5,1.9,3.3
gipdkp60,9815357,Charles Washington,0,-1,2.4,3.9,3.1
pcxtxh62,0272928,Ray Wilson,0,3.5,4.3,3.8,1.5
atcbpy25,2453380,Cara Knight,0,0.1,3.8,3.7,3.7
iuypui70,5796095,Ian Kruger,0,-2.5,-1.3,1.4,-0.5
cpzhqw17,1147932,Doris Bilodeau,0,-2.6,-0.3,4.5,4.2
sqlugw40,0766950,Kelly Blanton,0,-1.7,-0.6,-0.2,-5
ndzujl91,2742842,Colleen Lewis,0,0.4,3.3,5,4
drineq16,3873430,Frank Pewitt,0,-4.1,-4.2,-3.2,-4.3
sfpjqj35,0248414,Iva Avenoso,0,0,0,2.5,3.2
ccqbgh86,2177910,Alice Pendleton,0,-1.4,2.2,3.1,1.6
ruhmea72,3235375,David Rodriguez,0,-2.1,-0,-4,4.6
ydpsll80,7132124,Peggy Alston,0,-1.8,3.7,0,0.9
ytldnn07,9856979,Maricela Allred,0,0.1,3.3,3.6,1.2
srghzb49,0219385,David Yodis,1,-0.5,1.8,3.4,-3.2
upriss26,4252629,Mary Walter,0,1.2,3.3,2.5,1.8
dtecys49,1233716,Diane Olivera,0,1.1,1.1,1,1.3
jddqja37,6580952,Rex Hunter,0,-1,2.8,4.9,1
tuxyir33,6029970,Dennis Roudebush,0,-1.7,-1.3,3.3,3.2
fozwer70,0402114,Paul Luna,1,0.6,4.4,3.5,2.8
fgdjqv38,3623652,Pete Savage,0,-0,1.8,1.7,4.3
jncauc41,9012025,Irene Frasher,1,-0.3,-0.2,3.1,4.1
snswls10,4880163,Joan Serrano,0,-2,-0.2,2.7,-0.2
zgkbwk95,9083652,Jeanne Hernandez,0,0.1,1.9,1.7,0.8
nnulmy10,2069319,Belinda Smart,1,2,3.3,4.6,-2.4
kxbhta33,3926944,Victoria Branstetter,1,-0.6,0.7,1.8,-1.3
eykxyp99,8057878,Frank Miller,0,-1.6,2,1.5,3
woeans53,0486506,Jessie Theriot,0,-4.4,-3.9,-4,-4.9
qnejjw89,6740381,Pamela Yost,1,0.8,2.8,-0.9,4.2
jjlijo98,8462632,Susann Cole,1,-3.2,-1.9,2.6,-4.4
bswlii85,8043822,Martin Nuzum,0,-2.9,0.6,1.7,1.8
pqyicm54,0410147,Loretta Drouillard,0,-1.4,2.4,2,1.4
mlurii14,8999769,Michael Sharp,1,-0.2,2.7,1.1,-0.2
ynxgcl19,5873617,Eddie Vance,1,2,2.1,5,4.8
kflphy52,8032740,Andrew Collins,1,-0.5,1.3,4.3,-3.9
boyhmj78,0834850,Kerrie Byers,0,-3.3,-1.7,4.3,-5
vlobdg67,3427419,Shawn Richardson,0,-0.1,1,5,4.6
lozjzz98,6833905,Laurence Sciabica,0,0.8,3.3,5,3.2
txvxnd29,4112827,Jay Yale,0,-5,-5,-5,1.7
xwbyya90,8863240,Maria Velazquez,0,1.4,4.4,5,4.1
tqtppc25,6805820,Kathleen Reed,0,-3.1,-3.8,-0.8,4.6
jbbdwg83,4118820,Jeffrey Guzman,0,-5,-5,-5,-2.1
hepjza92,9451412,Ariel Borton,1,-0.6,0.6,3.2,2.7
acgkap74,0626347,Willie Wells,1,-2,1.4,3.7,4
hcnwwj21,4980585,Joyce Allen,1,-0.6,-0.5,0.1,-1
kruhga81,6624926,Paul Layfield,0,-2.1,2.2,3.7,2.8
kbusfj34,9490754,David Potocki,0,-0,1,4.9,0.8
wzmufr34,4966618,Frank Sullivan,1,1.4,0.8,4.1,0.2
vaahec23,5081931,Conrad Wilson,1,-4.2,-1.1,-0.3,-3.3
xxdgbj48,0349956,Kathryn Braun,1,-1.7,0,0.9,-5
pvqjag54,2727145,Rebecca Forman,0,-1,1.7,2.3,0.3
iphwav23,0374010,Jeffrey Castellanos,1,0.3,0.8,4.4,4
fhersg93,6336070,Irene Craighead,0,3,3.1,2.5,3.7
tnyqfb29,0333681,Amy Hale,0,-3,-2.8,2.5,2.6
fnlgcf42,3302444,Matthew Hodge,1,-2.6,0.6,3.7,4.8
khqyoe14,0956829,Jeffrey Magana,1,-3.2,1.5,2.9,2.6
xlqzsy28,2863964,Eric Jeffery,0,-0.2,2.4,4.6,4.4
txekri17,0429670,Antonio Erickson,0,-1.6,1.8,4.5,4.2
cbhxpu94,3910157,Pauline Freeman,1,-4.1,-4.4,-1.5,-2.5
lhorsp66,6348822,Susan Little,0,-1,0.9,2.7,2.1
enqlze91,0998511,Arthur Gibson,0,-2.1,-1,3.3,1.6
zfuxpl42,0641164,Michael Rosa,0,0.1,0.8,2.9,2
xhhoxn95,5866710,Chad Clark,1,-1.2,0.8,4.7,0.4
mreyjv09,0855468,Lidia Hollendonner,0,-2.7,1,-1.9,2.5
oeqxgr03,9524077,Ana Shepherd,0,0.2,0.9,1.7,4.2
tarlld89,9495588,Jack Chen,0,-0.1,-0.3,4.7,1
pmtvqz57,2345255,Rita Graves,0,-2,3.9,4.1,4
ogtmgp90,7295866,Joseph Fox,0,0,1.2,3.9,4
sgjfvn94,6765032,Steve Ward,0,-3.2,1.2,4,-4.8
cqnjdk84,4190765,Jerry Stack,0,0.1,1.7,3.5,3
itglnp98,7035617,Ann Gilson,1,-1.7,-0.8,-1.2,-0.2
zdelgn83,7491678,Kelly Hutto,0,0.4,2.9,1.6,-1.1
bgvrtr32,4374910,Letitia Shrader,0,-5,-5,-5,-5
ngxjlc42,9477947,Florence Douglas,1,-4.1,0.7,4.6,3.8
epkjsv42,5496374,Hermila Christian,1,-0.2,2.6,2.3,-5
evdmxu59,4923785,Michael Robertson,0,-1.4,3.5,3,-0.5
mcbmtp41,9283428,Patricia Stanley,1,-1.4,3.3,4.4,4.1
ufaqab63,3907323,Susan Lyles,1,-4,0,-99,3.6
khqbls30,5283527,Linda Salgado,1,-1.3,0.3,1.9,-2.9
cjabxf26,2915466,Richard Daugherty,0,-2.1,0.2,1.6,3.3
rdxctl92,3905248,Brandon Owens,0,0.1,-2.1,0,0.4
gqtfux60,5968224,Tommie Rainbolt,1,-4.2,3.3,3.5,-1.5
flpptz80,3685434,Jana Ulloa,1,-1.2,0.6,4.6,-4.2
momjox32,8201511,Patricia Robinson,1,-2.4,1.8,1.2,2.6
qunete81,5553589,Paul Price,1,-2.4,1.7,2.1,4.1
pwlupe68,3962586,Cheri Curtis,0,-1.3,1.8,2.5,1.3
jovnot11,4295647,Cheryl Streit,1,0.6,1.2,5,-0.4
btngsg77,7143382,Colby Dove,0,-0.8,-0.8,1.9,0.3
jbmhqj50,9072940,Sonia Deal,1,1.9,1.7,4.4,2.6
nmzaee90,3582445,Alejandro Knobloch,0,-2.5,-0.2,0.5,0.7
lggbxc00,7841793,Leonard Elkins,0,-3.3,2.5,2.4,3
lbmaer89,0452572,Terry Downing,0,-0,1.8,1.8,4.6
liepus80,6930408,James Thivierge,0,0.2,0.7,4.8,2.1
eksetv43,1281518,Steven Born,0,-1.9,-2,4.6,4.7
vukfdp55,2485800,Stephen Bush,0,-2.8,-1.3,2.5,2.5
nnvdte22,8485877,Bobby Hays,0,-0.8,1.9,5,1.7
lxdlzn60,6288249,Leah Penn,1,-4.1,2.5,5,4.7
gqjcqp17,6445445,John Lewis,1,-3.1,-2.8,1.6,1.8
tdruht76,3314272,Vivienne Bame,1,-3,1.2,-0.3,-4.9
llyigs54,7506050,Sara Pena,0,-0.7,2.1,3.5,-0.4
eaydix79,4144247,Melissa Snowden,0,-3.8,-0.8,-4,2.2
recsbv13,4221120,Linette Navarro,1,0.1,3.1,4.2,0.9
zyjcve80,1442296,Sarita Donahue,0,-0.7,0,5,4.1
dmjpji42,1836663,Nancy Davis,1,-1.7,5,1,1.9
aknlgt29,6876034,Carlton Thompson,0,0,-1.8,1.6,3.5
kfpwog78,6941488,Joyce Rigby,0,0,3.3,5,3.8
puhjms20,9487972,Jody Ahlman,0,-0.3,0.6,2,0.6
vtpnkw36,6823494,Rita Leggitt,0,-1.9,3.8,3.3,-4.8
gywjhv35,5335549,Felipe Norrell,1,-1.4,1.7,2.5,2.6
cksebz10,7936179,Kenneth Smiley,0,-1.4,0.6,5,4.6
cvapdt38,4558471,Julia Etter,0,-1.7,1.8,3.6,0.9
lfvelm59,6377614,Cory Salas,0,0,1.7,5,3.4
yntbzd90,1983497,Anna Shepard,0,-1.1,0,0.1,1.9
lcldcz50,8663606,Harvey Harris,0,-0.9,2.1,2.7,1.9
vqozql76,1306288,Shaun Lauderdale,0,-0.5,1.4,3.3,3.7
ximmkh80,4828072,Samuel Gallegos,1,-2.8,-0.6,5,-1.7
tactiv59,5875923,Valerie Wellard,1,-99,-99,-99,-99
rslaws69,2280194,Mark Peterson,1,-2,1.9,2.5,0.2
grjcwq12,0999816,William Verdino,0,0.6,-1.3,2.4,4.3
ebxuqv29,4836944,Robert Glover,0,3.1,4.5,1.2,-1
odsnaf25,5614290,John Santmyer,0,-0.4,2.6,4.2,3.1
bmfabx71,0010845,Elizabeth Spearman,0,0.1,1.1,3.9,0.4
ttnnpk46,9839753,Tawana Blumberg,0,-1.3,0.2,0.8,0.6
kgqbve09,8877764,Judith Miner,0,-2.5,1.8,4.8,0.8
hiyzux37,5946025,James Long,0,-3,-5,1.7,3.2
twgznw80,6604584,James Quiroz,0,-2.4,-0.8,3.2,3
xhatub93,5617383,Belinda Bradley,1,-2.1,-2.7,1.7,-1.6
kzodlo14,3188841,Nancy Schirmer,0,-0.3,2.5,5,3.4
mqwmac92,8062729,Larry Sanders,0,-3.1,1.7,4.9,4.3
wxyhgw65,2081797,James Reed,1,-3.9,-1.9,-2.1,-2.9
wyxzkv12,2116424,John Johnson,0,-1.5,1.2,4.6,4.6
wpaysu85,1592530,Jackie Mosher,0,-1,2.8,3.3,0.8
