uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred,adviser_name,staff_id
xeuvbl81,4224879,Autumn Lehman,0,0.3,2.7,3.8,3.3,Marie Roberts,vnxici28
ustdpc22,1734125,David Matt,0,-0.4,2.1,2.8,-3.8,Luis Yoxall,flgkpr62
ngtise32,1566982,Minh White,0,0.4,3.3,3.4,1.1,Patricia Jackson,hfyvek38
lwfuad93,0633255,Bonnie Piermont,0,0.8,2.6,4.5,2.2,Basia Murton,bm8567
fpcglu77,3316566,Xiomara Mcintire,0,0,3.8,1.5,1.2,Irene Feldman,ekhymj67
xmvppb55,6201938,Thomas Dunaway,1,-2.5,-1.1,-0.9,0.1,Basia Murton,bm8567
rlgoig60,2164575,Calvin Wright,0,-2.1,1.9,1.6,3.8,Jeanette Lindley,mmxgfl83
oktofv51,4523309,Stacey Galvez,1,-1,1.9,3.1,3.1,Luis Yoxall,flgkpr62
vigmqk50,4388023,Claude Debell,0,-1.3,2.8,0.1,-1.5,Irene Feldman,ekhymj67
iedjcb48,7521343,Laverne Bennett,0,3.2,4.6,3.5,2.5,Paul Prince,wndznn45
nhvuvx00,6718963,Amber Jones,1,2.5,3.6,4,-0.4,Dawn Curtin,sweucq96
erdkua56,1671045,Charles Fischer,0,0.2,2.2,0,3.7,Dawn Curtin,sweucq96
rcnxru88,8395516,Pauline Rico,1,-0.7,4.3,4.7,3.7,Paul Prince,wndznn45
pfxwgo19,0591957,Steven Bradbury,1,0.2,3.9,3,1.2,Irene Feldman,ekhymj67
awkyum36,2763907,Victoria Underhill,0,-0.9,-0,3.9,3.9,Irene Feldman,ekhymj67
uhtjtg65,6269046,Ignacio Reynolds,1,0.2,2.9,4,3.5,Paul Prince,wndznn45
mugnvs58,5786000,Brian Catalano,1,-1.7,0.9,0.4,-0.2,Irene Feldman,ekhymj67
ztbzyt39,0062153,Bernardo Bruce,1,-0.9,4.1,4.9,-0.5,Marie Roberts,vnxici28
jtmcro74,2051894,Olivia Linsky,0,-3.5,-4.2,-4,-1,Dawn Curtin,sweucq96
spdalp98,3620768,Barbara Goode,0,-0.6,4.2,3.2,3.5,Patricia Jackson,hfyvek38
kxqtje75,7047040,Cody Hannahs,1,-0,3,5,-4.3,Anne Hernandez,ssujpa10
pfsshf50,3792588,Armando Ashton,1,-3.5,3.1,-2.7,-4.1,Dawn Curtin,sweucq96
zarzfo93,3544328,Roberta Davis,1,-0.5,-1,0.2,0.1,Dawn Curtin,sweucq96
ctonmq53,5254301,Albert Ramos,0,-0.8,-0.5,2.4,3.5,Luis Yoxall,flgkpr62
vufofc03,9010669,Rita Sutton,1,-2.8,0.3,0.5,-1,Paul Prince,wndznn45
nbaxij89,9133095,Rolando Schneider,0,0.6,3.6,3.7,2.7,Kenyatta Berrios,ysftax93
idncst48,9238069,Raymond Naylor,0,-1.1,-1.4,3,4.2,Paul Prince,wndznn45
dqibuv96,5969176,Tiffany Cullen,1,-3,-2.7,-3,-0.3,Irene Feldman,ekhymj67
hudcxb56,2084104,Jill Harris,0,1.2,2.2,3.6,3.3,Dawn Curtin,sweucq96
fazsqm02,3454800,Jennifer Bailey,0,0.4,3.2,1.4,-4.3,Marie Roberts,vnxici28
oqdkye15,0165740,Eric Gibbs,1,-1.7,0.7,-2.2,-4.9,Patricia Jackson,hfyvek38
nnwxik02,7164854,Charles Wyatt,0,-2.8,-1.5,-1.8,-0.3,Kenyatta Berrios,ysftax93
vbexnk33,3395292,Daniel Young,0,1,-0.4,4.9,-1.3,Paul Prince,wndznn45
ezbnoq61,4797805,John Redmon,0,2,4.1,3.8,2.3,Luis Yoxall,flgkpr62
qvejfr44,0109942,Susan Merrill,0,-1.1,1.7,2.1,1.8,Emily Santos-Bacca,esb99
qsseld98,7345515,Christopher Ford,0,-0.1,2.7,4.2,3.6,Basia Murton,bm8567
srpajn48,2094243,Ann Wedel,1,1.1,1.9,3.4,2.2,Paul Prince,wndznn45
vgoing03,3096836,Jose Legg,1,0.4,2.7,1.6,-1.9,Dawn Curtin,sweucq96
hxcbst44,6260083,Angel Handley,1,-1.1,2.5,2,-3.8,Jeanne Mason,cnotli32
ferzgv01,9104977,Mark Vanicek,0,0,0.1,-0.5,-3.1,Paul Prince,wndznn45
fctlqq57,0143346,Paul Partlow,1,0.2,0.9,-99,3.5,Michelle Cuellar,oqgnwy64
okgpak01,0600519,Ricardo Kitchens,0,-2.5,0.6,1.1,3.1,Samuel Dalton,wpqorn73
lkfzum76,6641141,Randy Rudisill,1,-0.3,1.6,2.9,-3.3,Anne Hernandez,ssujpa10
mxwrqa06,3771510,Wilfred Perkins,0,0.6,1.1,-0.1,-4.7,Michelle Cuellar,oqgnwy64
dednwn30,0075337,Kathleen Petersen,0,-0.1,3.9,4.3,-0.6,Patricia Jackson,hfyvek38
ohaojm92,3376822,George Brown,0,-2.7,1.6,4.1,1.4,Kenyatta Berrios,ysftax93
vuqlsb11,7077551,Illa Stevens,0,-0.2,0.5,-0.2,-1.2,Marie Roberts,vnxici28
cskkhp09,4429577,Ashley Hatter,0,-2.3,0.7,2.4,-1.7,Kenyatta Berrios,ysftax93
bskbdq78,9633253,David Font,1,-1.1,3.7,1.4,-3.4,Fred Johnson,fj123
oknydw00,0542607,Harold Henry,0,2.6,3.1,4.7,4.4,Paul Prince,wndznn45
ittbiq34,5050705,Tommy Torres,0,-4.8,-3.3,-3.8,-4.2,Marie Roberts,vnxici28
atknrh29,5743070,Kelly Marchand,1,-1.6,3.8,4.4,1.8,Kenyatta Berrios,ysftax93
kzakex76,2963699,Patricia Ketron,0,-2.6,-1.6,-0.4,4.3,Emily Santos-Bacca,esb99
rzwszq27,6332744,Kenneth Kovach,0,-1.3,2.5,3,-1.3,Patricia Jackson,hfyvek38
kqnbse93,2941575,Louis Ray,0,0.7,2.9,3.8,3.3,Samuel Dalton,wpqorn73
azfopt59,5405589,Charles Carlson,0,0.5,4.6,2,3.8,Marie Roberts,vnxici28
mjuqzs63,9818936,Michael Mccarver,0,-2.4,3.1,3.4,2.8,Kenyatta Berrios,ysftax93
bjvalb29,1565692,Randall Duran,1,2.2,4.1,3.8,1.2,Michelle Cuellar,oqgnwy64
kdexgt88,8913177,William Flowers,1,0.6,4.6,3.4,3.4,Fred Johnson,fj123
njciex24,4242069,James Yates,0,-3.1,-3.2,-4.2,-2.4,Paul Prince,wndznn45
xazdhl10,1245861,Sandy Taylor,1,-2,3.6,3.7,1.5,Irene Feldman,ekhymj67
wmxrzu81,3866735,Shirley Price,0,0.7,1.6,4.9,4.3,Samuel Dalton,wpqorn73
vzdfqa24,9716724,Linda Vergara,0,-2.3,3.1,1.3,-4.6,Jeanette Lindley,mmxgfl83
aomxvs35,9667740,Joseph Wahl,1,3.3,3.4,3.7,4.8,Samuel Dalton,wpqorn73
yuuwid52,8185807,Linda Taylor,0,-2.3,3.5,4.4,-0,Jeanette Lindley,mmxgfl83
lpkwie34,5806555,Charles Havel,1,2,3.4,3.5,2.2,Paul Prince,wndznn45
fiaeig42,3578692,Denise Smith,0,3.7,4.3,4.4,3.7,Jeanette Lindley,mmxgfl83
icpdkz72,7890043,Raymond Tabor,0,-0.6,4.9,3,3.5,Michelle Cuellar,oqgnwy64
tdvqnk19,6198175,Scott Bowl,1,-1.6,0.4,3.5,-2.2,Irene Feldman,ekhymj67
qvbsqq27,6538710,Stephanie Gregory,1,0.1,2.1,0.8,-3.2,Luis Yoxall,flgkpr62
kwebvg79,7966218,Alejandro Leal,1,3.2,3.3,5,0.5,Marie Roberts,vnxici28
hivelk03,7086597,Geraldine Barnett,0,-99,-99,-99,4.9,Jeanette Lindley,mmxgfl83
cibsea60,3232733,Elsie Acosta,1,-2.5,0.7,1.9,1.3,Samuel Dalton,wpqorn73
dmpfsv19,8661259,Felipe Gruska,0,-1.7,-0,4.5,1.1,Jeanette Lindley,mmxgfl83
uwardg45,1309507,Lawrence Simmons,0,-1.3,1.7,3.4,2.9,Michelle Cuellar,oqgnwy64
cncxet74,8181790,Gina Gailey,0,1.5,2.1,3.8,3.1,Samuel Dalton,wpqorn73
utkqzo97,8359762,Joseph Clark,1,1.2,3.7,3.2,-1.2,Basia Murton,bm8567
ciefob27,7431011,Alex Johnson,0,-3.9,2.7,4.7,4.7,Emily Santos-Bacca,esb99
dmvfpj00,6824859,Frankie Lane,0,-2,1.4,2.2,2.2,Luis Yoxall,flgkpr62
wasgye54,2402564,Grace Williamson,1,-1.7,2.7,1,-4.4,Paul Prince,wndznn45
gablie27,8559313,Adam Pack,1,0.1,3.9,3.1,3.8,Emily Santos-Bacca,esb99
pimcik45,6779574,Robert Spivey,0,1,3.9,3.7,2.3,Anne Hernandez,ssujpa10
ipyzzb85,0551187,Harry Jimenez,1,-0.7,1.2,-1.2,-5,Jeanne Mason,cnotli32
cjrldz77,0947679,Shaun Agosto,0,-1,-1.2,0,-2.3,Jeanne Mason,cnotli32
rluids57,4179835,Anna Reed,0,-2.4,0.5,1.8,3.9,Paul Prince,wndznn45
qbhbut15,3149328,Charles Ervin,0,2.2,3.5,3.9,4.4,Kenyatta Berrios,ysftax93
sckvrj26,5379072,Fidel Fields,0,1.8,2.5,1.5,1.8,Fred Johnson,fj123
ldatxr95,5765276,Patricia Epps,1,0.7,3.3,4.7,2.9,Luis Yoxall,flgkpr62
alkkuk99,7355922,Heather Jacobs,1,0.6,3.7,4.5,3.7,Kenyatta Berrios,ysftax93
sgcbfc11,3927410,Martha Mai,0,-0.7,3.4,1.3,3.2,Paul Prince,wndznn45
iccfzg15,3187810,Carrie Davis,0,-1.9,4,3.4,3.2,Fred Johnson,fj123
ujercz61,4500445,Cory Peterson,0,-0.8,-0.8,-0.6,3.4,Patricia Jackson,hfyvek38
jhjbxr93,1201822,Patricia Kline,0,-2,1.7,3.7,3.4,Fred Johnson,fj123
zpjbvf55,7462049,Ronald Hairston,0,1.6,2.2,1.8,-0.7,Jeanette Lindley,mmxgfl83
rvlpwu34,9519608,James Lawrence,0,-5,-5,-3.3,4.2,Emily Santos-Bacca,esb99
qmzdjc98,2598319,John Tufte,0,1.9,4.2,4.5,-2.3,Anne Hernandez,ssujpa10
okskzx73,8230113,Sandra Agnello,0,1.7,2.2,2.3,2.6,Samuel Dalton,wpqorn73
rqippo96,0946610,Daniel Streets,0,-1.3,2.1,2.9,-1.3,Jeanette Lindley,mmxgfl83
ptukng47,7270920,Dennis Hight,0,0.4,1.8,0.7,-1,Jeanne Mason,cnotli32
cmnofo99,5520858,Michael Johnson,0,-0.9,3.3,2.4,3.4,Basia Murton,bm8567
ezhfzw91,6472176,Daniel Vanmiddleswor,0,-2.8,3.1,2.6,-5,Fred Johnson,fj123
fshmby44,9720531,Tomeka Smith,0,0.2,1.6,3,-0.7,Irene Feldman,ekhymj67
wmocqk46,2776269,Martha Davis,1,0.3,3.4,1.6,-1.9,Emily Santos-Bacca,esb99
ubsbtq68,2413807,Scott Martin,0,-2.6,1,2,-0.5,Dawn Curtin,sweucq96
ssioqi60,2672551,Andrea Montgomery,0,2.8,3.8,4.2,3.7,Marie Roberts,vnxici28
ynqhzd91,8199184,Peggy Birt,1,0,4.6,2.2,3.4,Luis Yoxall,flgkpr62
scmivw92,1713730,Maureen Roderiquez,0,3.2,4.4,4.9,4.5,Emily Santos-Bacca,esb99
dxkvza86,5399146,Pauline Robinson,0,1.1,4.4,4.8,4.5,Michelle Cuellar,oqgnwy64
igoiwa42,2498362,Charles Beal,0,-1.1,3.5,3.7,-2.3,Michelle Cuellar,oqgnwy64
miqixd51,3208586,Vince Millsap,0,-0.1,3.1,2.4,-4.8,Dawn Curtin,sweucq96
ipksgs22,1359851,William Drumgoole,0,-0.5,2.8,3,3.7,Emily Santos-Bacca,esb99
vdepdy71,4667116,Brian Bassett,0,0.9,4.2,4.6,1.6,Jeanne Mason,cnotli32
whbpve68,4426844,Maria Brandt,1,-3,1.1,-1.8,-4.6,Luis Yoxall,flgkpr62
nbqlnu15,7020989,Jerry West,0,0,1.4,1.7,-5,Marie Roberts,vnxici28
wbepuo67,1886824,Kathy Bailey,0,1.3,4.6,1.4,4.9,Marie Roberts,vnxici28
geijrt84,5671066,Leta Gibson,1,-1.3,2,2.7,1.3,Anne Hernandez,ssujpa10
xsscgx75,2124059,Benjamin Kaye,0,-2,1.8,2.2,1,Luis Yoxall,flgkpr62
xdcuev31,7275481,Tami Torres,0,0.8,4.8,3.5,4.4,Samuel Dalton,wpqorn73
vujyvb21,7360091,Anthony Dunston,0,-1.4,-0.2,2.3,3.8,Paul Prince,wndznn45
juqhai39,6278547,Lee Earley,0,-99,-99,-99,-99,Basia Murton,bm8567
kcqcht22,1459809,Brian Monat,0,0.5,3.5,4.1,3.2,Paul Prince,wndznn45
ouyril47,7625651,Connie Asmussen,0,0.1,2.5,-1.2,-4.2,Dawn Curtin,sweucq96
mrfsqv81,8089519,Carl Smith,1,1,3,1.7,0.9,Kenyatta Berrios,ysftax93
hnggbw62,2402595,Mary Voigt,1,-2.5,2.5,3.2,4.1,Emily Santos-Bacca,esb99
fcvazn44,4505064,Lieselotte Angelo,1,-0.9,4.4,3.6,2,Samuel Dalton,wpqorn73
suzmkf92,0100907,Doris Alesci,0,-1.1,0.9,3.2,1.8,Samuel Dalton,wpqorn73
ghvbta50,9164841,Tracy Deininger,1,-1.7,-1,-2.4,-5,Anne Hernandez,ssujpa10
pyebfb80,9648023,Antonio Fullerton,0,-2.9,-2.4,-4.8,-3,Anne Hernandez,ssujpa10
mdmzew49,1273706,Dorothy Johnson,1,-0.6,1.9,1.4,0.4,Samuel Dalton,wpqorn73
ijexue58,8125710,James Chapman,0,-1.8,-1.5,-2.7,-4.8,Emily Santos-Bacca,esb99
dzxmog43,7666832,Santos Taylor,0,0.6,-0.4,0.9,2.9,Dawn Curtin,sweucq96
xnsmui39,3381489,Mae Connor,1,-2.2,4.3,3.5,2.1,Patricia Jackson,hfyvek38
bktmkp25,5433473,Amanda Lynch,0,-1,2,0.3,-1.6,Emily Santos-Bacca,esb99
mcktlg56,5752532,Lucille Feliz,1,1.8,3.1,3.5,-4.8,Paul Prince,wndznn45
yewfak09,0846657,Thurman Underdown,0,-3.1,1.7,4.5,3.5,Basia Murton,bm8567
wwgftn08,3386741,Theodore Thomas,0,-0.3,2.5,2.4,2.8,Anne Hernandez,ssujpa10
imcwld84,8804076,Roberta Wade,0,-0.6,4.4,4.6,1.9,Paul Prince,wndznn45
uoxwwr80,0042439,Sarah Anderton,1,0.5,4.3,4.5,2.5,Samuel Dalton,wpqorn73
dmutaw39,7604087,Mary Hartford,0,2.1,4.6,5,4.8,Kenyatta Berrios,ysftax93
wrtnrs39,9272758,Timothy Courtney,0,1.3,3.6,3.5,2.6,Emily Santos-Bacca,esb99
occgzm89,7154025,Lakesha Ferguson,0,1.5,4.2,3,3,Marie Roberts,vnxici28
lliszy92,2013629,Lynn Hinton,0,0.5,4,4.1,-3.3,Jeanne Mason,cnotli32
kwyypn56,5097155,David Ojeda,1,1.4,3.9,3.5,4.4,Paul Prince,wndznn45
lygtuo20,1908089,Frank Herbst,0,0.1,2.8,4.7,3.9,Basia Murton,bm8567
wfxdnl06,3864101,Richard Stjohn,0,1.6,2.5,3.1,3.9,Dawn Curtin,sweucq96
zwjzvq46,4866820,Mark Gordon,0,0.5,-0.7,4,3,Luis Yoxall,flgkpr62
htkbvq10,7354753,Robert Giliberto,0,0.6,4.4,4.6,3.1,Jeanne Mason,cnotli32
mzynny06,8119580,James Johnson,1,-1.6,1.8,2.7,1.2,Anne Hernandez,ssujpa10
bafzur77,0406568,Lazaro Rucker,0,0.6,2.7,1.4,1.2,Irene Feldman,ekhymj67
osojtq63,3123973,Karen Nestor,1,-2.8,0.4,2.7,1.5,Jeanne Mason,cnotli32
twntjs97,9139510,Kathy Hein,0,0.2,3,4.1,4.3,Irene Feldman,ekhymj67
fsovvh81,3958173,Annie Roy,0,-0.4,3.2,4.2,2,Marie Roberts,vnxici28
uuqluj15,1619443,Manuel Hansen,1,0.1,1.5,2.1,3.4,Marie Roberts,vnxici28
eoynqp99,2745703,Lorraine French,0,-1.1,2,5,2.7,Basia Murton,bm8567
raorxz12,3259842,Irene Cary,0,0.4,2.2,3.6,3.5,Emily Santos-Bacca,esb99
cjeimf42,7895207,Donald Mack,0,1.7,4.3,4.2,2,Michelle Cuellar,oqgnwy64
xbqbqc19,8251399,Adam Shepard,0,0.6,3.3,4.2,3.4,Basia Murton,bm8567
addqpp90,8072019,Katherine Cos,0,-2,-0,0.5,-1.5,Anne Hernandez,ssujpa10
mqmxhc19,6120865,Jacob Murphy,0,0.3,0.3,2.3,4.2,Marie Roberts,vnxici28
zmponk21,7880630,Aisha Davis,0,-1.2,1.1,0.7,-5,Kenyatta Berrios,ysftax93
qnoyno33,6819343,Robert Partis,0,-0.1,4.2,3.8,3.9,Anne Hernandez,ssujpa10
qqhaef96,2878300,Sharon Ermitanio,0,-3.6,-3.1,-3.4,-2.5,Jeanne Mason,cnotli32
tsgqgw81,8954373,Hillary Fox,0,1.6,2,1,1.9,Jeanne Mason,cnotli32
liisjz36,4193161,Caleb Cobbley,0,-2.4,2.7,0.7,0.2,Irene Feldman,ekhymj67
xoaill95,2187193,Isaias Mendelson,0,-1,1.3,3.2,4.6,Kenyatta Berrios,ysftax93
qlirvd78,2894907,Jean Jacobs,0,-1.3,3.5,0.5,1.9,Paul Prince,wndznn45
lkanla96,2920476,Brandon Vallejos,0,0.5,3,3.4,0.2,Irene Feldman,ekhymj67
lqrjkb32,2803539,Anna Wolter,1,-2,1.8,3,-0.7,Basia Murton,bm8567
xprrqq62,5184148,Gertrude Ruggles,0,-0.3,3.6,4.3,2,Luis Yoxall,flgkpr62
uljzzy76,8446785,Wilfredo Lucio,0,-1,0.5,3.8,1.1,Paul Prince,wndznn45
avflgj35,0894761,Aubrey Conover,0,1.1,4.5,4.3,2.1,Emily Santos-Bacca,esb99
vveqxq24,0917999,Patrick Womack,0,-0.1,1.2,2.3,3.1,Basia Murton,bm8567
