uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades
hjycec26,1293623,Dale Pierce,0,-3.6,-1,5
fixyqs80,5838993,Jason Shaw,0,1.4,2.5,3.7
bpgpvv85,9878785,James Loughran,0,-1.8,0,5
rtdfti64,3140264,Guillermina Meeks,0,-3.6,0.2,-0.2
opkakb47,9904128,Jennifer Contreras,0,-0.9,3.3,2.5
bdmjtn81,8956935,Tiffany Adams,0,-4.2,-2,-3.2
venlkk28,3155970,Edwin Horning,0,-0.6,0.5,2.5
vvypfb28,6705296,Elsie Callaway,0,-1.7,-1.7,0
izquzb40,0502660,William Ha,0,-1.7,2.9,2.5
jqndmn73,1353023,Calvin Laurent,0,-5,-2.5,0
gqokoc81,6984286,Arline Lynch,0,-3.3,-3.3,0
ybcvmb42,2007986,Donald Ormiston,0,0.1,2.5,2.5
vayyhh48,1549914,Samuel Trinh,0,-2.2,-1,2.5
skelpc09,3663157,John Green,0,-1.4,0.6,5
rpgfrr00,0865044,Vanessa Nunn,1,-2.2,0.5,2.5
ooobye83,6943662,Philip Gulotta,0,-1,0.8,2.5
peojdf67,7046026,Teresa Horne,1,-3.5,-1.2,5
vxesza04,5260715,Lynne Farris,1,-2.2,1.8,2.5
htjmar16,5948614,Joan Gagnon,0,-1.7,0.8,2.5
gygbhd55,8749872,John Samber,1,-2.8,-1.9,2.5
cxyktw98,9254533,Ruth Jared,1,-2.3,2.4,1.4
oioceo39,1122329,Jeffrey Guerrero,0,0.2,3.8,5
jyvhju29,4702440,Cornelius Day,0,-2.3,-1.5,3.9
vdmtqf26,9517574,Tiffany Pierce,0,-1.6,2.5,3.9
natgvf10,3717644,Pam Williams,1,-3.1,0.3,3.3
kcvaku98,5199721,Summer Gebo,1,-3.6,-1.2,5
yeqjce31,5733264,John Bunnell,1,-1.6,0.8,1.9
ajfmlk13,0590095,Diane Gilderman,0,-2.2,2,5
lbqwbu02,3186447,Ruby Baxter,0,-1.6,1.9,5
agszbc29,9307714,April Cortez,0,-3.4,-1,1.9
ouxgil25,1779414,John Gravely,0,-3,0.2,2.8
bxpxky39,0642380,Fern Ward,0,-0.2,2.3,5
xnhmxz07,6506483,Thomas Close,0,-3,2.5,3.9
sgxllp35,7638972,Patricia Griffin,1,-0.8,1.9,2.5
snnpue52,3092734,Annie Hilliard,1,-2.9,1.3,0.3
lxkxuj98,0630477,Ricky Giglio,1,-1,3.3,3
giudxc47,4417574,Richard Hix,1,-2.3,1,2.5
cjpgrn03,2191617,Dale Avila,0,-0.9,0.4,2.5
dqstlf30,2797408,Richard Mahoney,0,-4.2,-2.5,5
ikwvhd51,3278040,Darrell Silveira,1,-2.6,-0.4,2.5
pzsrzx74,6004790,Aaron Dillard,1,-2.6,-0.3,2.5
rvrhvw37,8659096,Wendell Rivera,1,-2.5,1,1.9
vpvbkq19,3122666,Ashley Williamson,1,-1.5,4.4,3.3
zzkxad63,8338383,Garrett Fagnani,1,-0.7,1.4,1.7
tyynjc29,8988978,Helen Carter,0,-2.1,-0.9,2.5
flrnls35,0899703,Madge Meza,0,-4.2,1.5,5
ygzscz38,5316808,Fred Sallee,1,-3.5,0.1,2.5
dtsrxr36,2830779,Peggy Terrazas,0,-1.5,1.1,3.3
siswbb67,6624093,Julius Rogers,1,-1.5,0.8,1.7
xeiebz08,5778108,Travis Cady,1,-2.1,-0.7,1.4
geslap62,1649977,Pearl Richert,1,-3,-0.6,2.5
hdhcol51,2731624,Caleb Johnson,1,-2.5,-1,2.5
lhaeas18,9559622,Florence Speth,1,-2,0.5,2.5
toguzi85,2688633,Mike Kalb,1,-4,-1.4,5
qiqtou82,0730490,Crystal Maris,0,-1.8,0.8,5
wzajvr66,3599768,Adam Thornton,0,-2.9,-1,5
bndeyp57,9344019,Shirley Diercks,1,-1.2,1.1,2.5
vsnoln06,6475543,Danielle West,1,-3.6,-2.4,1.4
lizriw95,3344467,James Gear,0,-1.5,-0.4,2.5
dgkyvz13,8834925,Peter Muniz,0,-2.1,-1.9,1.4
lgumme49,3642891,Marina Cote,1,-2,-0.3,1.9
yjbvdq85,7858814,Theodore Hall,0,-0.9,1,5
wnwfhi47,8094192,Veronica Swanner,0,-2.1,-0.2,2.5
mxvphk14,1536028,Melody Mcnorton,0,-3,-3.5,2.5
omxido40,2597913,Bill Moore,1,0.8,-0.8,1.3
zoytoq41,9013482,Arturo Pendarvis,1,-1.5,1.8,1.9
qfzbkd99,5799607,Ruth Zwiebel,0,-4.4,-0.5,5
ljkcav87,7875688,Emma Morris,1,-2,-1.2,2.5
fdfdtw12,4742808,Roger Holberg,0,-3,-0.2,5
wzqddx16,2166669,Nolan Abreu,0,-1.5,1,1.7
csafon51,1312472,William Fletcher,1,0.6,0.8,2.5
yzvngx32,5721197,Benjamin Hawkins,0,-0.9,3.1,3.3
lshlex06,1547186,Frank Hawkins,0,-2.7,0.6,3.9
rnyuvl79,2029318,Andrew Alvarado,0,-3,2.6,2.5
ctuzmx51,8807019,Julian Warren,1,-2.5,-0.6,2.5
ulpmle09,4024310,Jason Brown,0,-3,-1.2,5
ymnofz81,8755167,Jack Andrade,1,-2.9,0.1,2.5
bposek31,8296087,Jose Ortiz,1,-0.9,0.8,2.5
dxbpgy35,8888696,Dolores Maxwell,1,-1.9,0.6,2.5
uyokco57,6940678,Emily Rowland,1,-2.5,-0.7,2.5
aotbtl60,3628614,Alexander Frost,0,0.7,2.6,2.2
qduwts08,0992888,Tommy Sosa,0,-2.7,-1.1,5
rcpawm23,8509687,John Seltzer,0,-0.7,2.9,5
ylmlxo23,9500873,Damon Ruiz,0,-2.7,1,2.5
ftxllz44,0382435,Linda Kalar,0,-0.1,-0.1,2.5
rotvtb89,8903488,James Nowlen,0,-0.8,3.3,5
jfbxpa14,6031766,Janice Ojeda,0,-1.9,0,5
cxwwzv22,6464784,Shana Cyr,0,-2.9,-1.7,5
bkrzdq71,3406121,Sonya Culpepper,0,-0.6,3.8,5
hjrjit81,6975096,Julia Stark,0,-1.5,1.8,3.3
rmapwe70,7835564,Willie Kieffer,0,-1.1,3,2.5
vjyvuq37,5435758,Michael Medlin,1,-1.7,1.4,0
rbpifk38,6773272,Bryan Cammarata,0,-1.2,2.7,5
tsngry93,3093717,Sandra Davis,0,-2.1,1.1,3.3
acchct07,3188656,Ellen Raygosa,0,-2.4,0.6,0
tvvxob58,7463729,Martin Senno,0,-1.2,2.1,5
myvyla86,4714274,Dora Robitaille,0,-0.5,3.5,3.3
cuzqoy69,3663787,Vivian Carter,0,-0.5,1.8,3.8
gyupii31,5341433,Suzanne Malloy,0,-2.6,1,5
nzozuz76,7391114,Carole Ragusa,1,-2.2,0.8,0
noxspi48,2480007,Andy Woolley,1,-1,3,0.4
cgemei60,1872327,Patrick Nutter,0,-1.8,1.8,2.5
lzodbu42,5621397,Cindy Simpson,1,1.5,1.3,0
fchdjc76,3227821,Tu Green,1,-1.2,2,0
gjqeay14,6983060,Tom Quiles,0,1,3.6,0
pnzrzr22,6594002,Alan Walker,1,1.8,3.1,0
mxeuph55,6973381,Dennis Gonzales,0,-2.1,1,1.4
ufivod42,7380575,Linda Southward,1,-1.3,2,0
ycgqfk15,9313105,James Miller,1,-4.2,-2.3,-1.4
jnmxgs89,8981431,Marvin Taylor,1,0.6,4.7,0
seivuq31,4476988,Angel Beeler,0,-2.6,1.3,0
knbwry51,8261528,Lola Plessis,1,-3.8,0.8,0
pyupvi41,5668375,Charles Miller,1,-3,-0.2,0
fqjlgg91,9774421,Carrie Whitehorn,0,-1.8,-0.8,1.7
wpminh21,6846041,April Campos,1,-4,-3.5,0
mcgzyx86,0241828,Pedro Brough,1,1.1,5,0
jekgkf15,0234367,Lionel Cooper,0,-2,0.9,0
tjaosu67,6367806,Tonya Spence,1,-2.9,0.3,0
qevhph71,9616108,Clemente Holland,0,-2.1,0.5,0
jpgxut15,4915284,Bernice Brown,1,-0.6,0.3,0
bfpdqq19,9915705,Billy Bertolami,1,-1.8,1.5,0.7
fuloil94,2797403,Norma Cook,1,-2.2,1.6,0
eovtdj00,4391920,Michael Sorrells,0,-1.2,2.4,1.7
zxzjdt18,6767492,Carol Thomas,1,-2.5,-1.2,0
didwdf67,9448724,Julie Gibson,1,0.7,0,0
ebqmen73,6235177,Ricky Varley,1,-2.3,-1.2,0
tijknd92,0791742,Richard Monaghan,1,-3.4,0.4,0
rrhbld09,0552560,Dana Everett,0,3.1,3.2,0
kyfhgs25,3440953,Neal Kahrs,1,-2.7,3.3,0
fmosgb87,9209831,Kimberly Nygaard,0,-1.6,2,0
qxcqcl62,2466381,Genevieve Goldman,1,-3.3,2,1.4
tcxbks66,1218931,Christopher Rezak,1,-1.3,3.5,1.4
sckflb15,8862844,Alfred Patlan,1,1.7,3.2,0
blwzci24,8977796,John Rivera,1,0.5,2.9,-0.4
fifyre93,2855737,Aaron Vergara,1,-1.7,0.3,0
hbnsqe46,1026306,Mable Bowden,1,0.8,2.5,0
qxoxdk96,6968182,Douglas Brasil,1,-2.7,4.1,0
nhtolw49,7314236,Cindy Boozer,1,1.5,4.7,2.5
astuhb30,2173770,Marilyn Austin,1,-0.1,2.3,0
tafaao43,2932303,Sylvia Windle,1,-1.4,-1,0
thjpdr68,8933978,Allan Fagan,0,-2.6,0.8,0
sxuuai42,6411040,Judy Martinez,1,0.4,4.3,-0.8
cwlkjs89,7672230,Ashley Brown,0,1.8,5,2.5
iashig89,1409702,Donna Oconnell,0,-2.5,-0.2,0
gjbgpi18,6584969,James Hammonds,1,-1,1.3,0
vclokj58,6287940,Irene Carlson,1,-0.6,3.1,0
mgcxnu13,2570002,Rita Thomas,0,-2,0.3,2.5
gkkfng25,4210428,Anna Whitney,1,-1.4,1,0
qnvtwo02,3527869,Wade Woolard,1,-0.3,3,1.7
vbyowj16,8307997,James Roth,0,1.1,2.2,0
mofsuh23,1843883,Phoebe Fallon,1,-0.6,3,0
ejvtrq90,9697102,Debbie Young,1,-1,3,0
tlpymr60,0291528,Donnell Risenhoover,1,-0.7,1.1,2.5
nrceyo58,8745057,Mary Owens,1,1.9,2.2,0
pbabqm12,6961611,Bryan Hart,0,2.1,2.5,0
zbymmu05,3336546,Aaron Saavedra,1,-0.9,3.5,0
fybnpu73,3945120,Amber Dean,1,-0.1,2,0
fxmvol15,3433028,Kenneth Hanberry,0,-1.4,1,0
rkdmzc62,3830016,Anthony Chase,1,-1,-2.7,0
qtyqpe69,1766232,Lyle Lenard,1,-1.2,0.7,0
zelfey04,3003896,Jason Kirkley,1,0.3,2.2,0
rtuqfh36,1470239,Joseph Martin,1,-2.9,-1,0
jthuod11,3675902,Alison Lomas,0,0.9,1.7,0
sfwcwi50,2561980,Mary Napier,1,-1.5,0.9,2.5
iukatg58,5258219,Elizabeth Roberts,1,-1.7,0.3,0
bpzzwv33,5046538,Kenya Clark,0,0.5,3.3,0
daxdhu54,8891550,Clara Poage,1,-1.3,1.6,0
sqriha32,4963213,Michael Lopez,1,-0.4,4.4,0
iusqxh47,4781111,James Morales,1,-2.5,-0.3,0
fzejoi95,8902939,Wendell Green,1,-3.8,0,0
uiuron06,6068104,Leon Hannum,0,-1.9,1.3,0
ltwklk56,2954636,Ruby Miller,1,0,-2,0
yczojr04,0545811,Martha Head,1,-1,2.7,0
cexjjk52,9922795,William Burton,1,-1.4,2,0
zqwnhe43,5964586,Christi Oliva,1,-1.5,0.8,2.5
nzubsr46,7632039,Kayla Jimenez,0,-1.1,3.3,2.5
aenaix04,6010462,Edward Mason,1,-1.9,0,0
xrliia61,8276230,Lucy Matlock,0,-2.7,1.4,0
fbjolx07,0435488,Edna Hays,0,1.6,2.9,0
drplfh73,9914684,Daphne Calloway,0,-2.3,3,0
nchaih63,7579560,Cecilia Powell,1,-3.6,0,0
vmsgso04,2830246,Winifred Ferrufino,1,-1.5,3.3,0
mjbphl66,6686540,Johnny Clay,1,-2.2,0.5,0
fdpwhn73,1940839,Michael Knoerzer,1,-0.1,3.6,0
plnwev07,7827291,William Williams,1,1.5,4.8,2.5
qzjsej70,0717911,Kathryn Fredrick,0,-2,1.8,0
pzhgfv12,1132694,Randall Serrato,1,-1.8,2.5,0
whtuxp59,0142460,Elizabeth Nash,1,-3.5,2.5,0
zadzdq09,4634059,Anton Ouellette,1,-0.6,-2,0
tivxgv73,1668235,Bonnie Mcrae,1,-4.2,1.4,0
dtygyn33,1107177,Kenneth Shipley,1,-0.5,2.9,0
zndypr87,6017242,Pedro White,1,-3,2.1,0
civvxb63,0309692,Reginald Hunter,1,-1,1.7,2.5
mriqnl55,9254020,Jerome Waters,0,-0.3,1.7,0
wjooju69,7753146,Juan Amaya,1,0.6,1.7,0
bivhii33,0305604,Richard Morgan,0,-1.8,3.3,0
tdjmnt90,4560154,Frances Ledue,0,-3.9,-2.2,0
ljcncp23,8798442,Cleo Griffin,0,-2.3,0,0
dljsab41,8004033,Richard Horning,1,-0.6,3.3,0
kwmrjt30,0785897,Dorothy Cacy,1,0.6,3.7,0.8
punbya91,7529991,Olga Berry,0,-2.9,0,0
iqzsbv49,1875100,Troy Rogers,1,0.4,3.3,0
dclnzz85,2636666,Rudolph Banks,1,-2.7,1.4,0
plpbvz15,7605657,Jennifer Benitez,0,-2.9,1.5,0
szsrcy51,5714306,Bill Creason,1,-1.9,0.8,0
tblgmk86,6726631,Kim Snyder,0,-4,1.7,0
xdtmdb47,6861968,Libby Gunn,0,-2.9,1.7,0
fdfyme73,0035919,Ethel Kirgan,1,-2.3,0.3,1.5
ujsagl83,2094330,Jessie Thomas,1,-2.9,1.1,0
ckzqxx67,7539390,Mike Fritcher,1,-3.3,2.5,0
ktszxp14,9132614,Paul Garner,0,-2.3,2,2.5
gmgiss10,4779186,Kristina Carrillo,1,-0.6,2.9,0
yqqjlp66,2704323,Joshua Britton,1,-2.7,1.8,0
bkkfmr40,5202813,Stanley Ng,1,-2.5,2.6,0
ciztqw25,1583590,Virginia Norman,1,1.1,3,0
uprejg66,0939326,John Alcantar,0,-1.1,2,0
ihvgkr37,8972469,Lynne Schmig,1,-1,3.5,0
dkzxip23,8346747,Tana Walters,1,-1,3.3,0
dvsfua21,4793028,Joan Vanderloo,1,-4.1,-0.6,0
ulkbee98,4890731,Marilyn Siebenaler,1,-1.5,1.7,0
qqlmno66,5053926,Kelly Pollard,1,-2.6,1.7,0
mhajvh02,7688850,Maragret Romeo,1,-2.1,3.3,0
bshbak37,0504958,Patricia Hurst,1,-3.5,1.3,0
ajwcyb93,7120864,Loyd Cook,1,-2.8,1.8,0
wprvze91,6092783,Hazel Greco,0,-0.2,-0,0
yvkbvz51,8802838,Frank Meffert,1,-0.3,3.3,0
foraio18,9856717,Dawn Gray,1,-0.8,2.2,1.2
nvwjla78,2982799,Allan Roberts,0,-3.3,1.9,0
gnajdk95,4804169,Robert Macdonald,1,-3.3,-0.7,0
myxtgt30,1968720,Christopher Ricciardi,0,-4.6,-0.4,0
milmgq86,5615328,Wanda Bury,1,-2.9,-0.1,1.7
mtcxhb68,8972343,Yasmin Snyder,1,-2,1.3,0
ocfajp14,6926942,Angela Rosario,1,-2.5,-0.5,0
ddzctb48,1864441,Catherine Pyle,0,-3,-0.1,0
iulder83,0827843,Chad Mccarville,0,-1.7,-2,-99
hzbplg17,3530117,Arthur Cruz,1,-1.4,1.4,2.5
ilaloj17,4621101,Joel Navarrette,0,-3.1,-2.1,-99
enfhpw42,1625964,Kelly Corbin,0,-4.5,-1.2,-99
kjjjhm79,5530866,Amy Scott,0,-1.3,0.8,-99
nruish81,4444841,Catherine Black,1,-1.3,-1.7,-99
oyrgcn90,0522778,Kris Grayson,0,-1.7,1.4,-99
wppidw21,0725584,Mable Fleming,0,-1.4,-1.4,-99
drfsyh13,0812883,Leatrice Workman,0,-2.2,-2.2,-99
fseuvz56,5184391,Alfonso Lemaster,0,-3.5,-2.2,-99
xlhnpu59,3553665,Jaime Cross,0,-0.3,-1.5,0
qnqqgd87,2575354,James Dudley,0,-0.5,-0.2,0
kxtein86,0778558,Alan Escobar,0,-2,-1.2,-99
cehreb16,8155663,John Marin,0,-3.6,-0.2,0
nmueus65,5410148,Carrie Abram,0,-1.5,-3.4,-99
jbqqul96,8580439,Joseph Earheart,0,0.3,1.4,5
mftmgd76,3317418,Ashley Cyrus,0,-3.3,2.2,5
akljrs90,9897434,James Lopez,1,-2.7,-1.7,-2.5
tqdufm54,9214575,Thomas Demelis,0,-0.3,1.4,2.5
bfhwnz72,8727331,Kenneth Allen,0,2,1.9,0
qpyhno62,9327109,Paul Edwards,0,-4.1,-3.5,-99
zmifau71,3473087,James Stone,1,-1.7,-1.9,-99
eygvvn65,1687436,Wanda Kilpatrick,0,-1.5,0.6,0
pqwunw45,7677006,Ollie Pringle,0,0.2,0.8,-99
kkbece01,5512330,Holly Cornell,0,-1.1,-0.8,5
fhqved72,2599211,John Roberson,0,-0.4,-0.4,0
zivlzk30,6548765,Esther Graham,0,1.1,2.5,0
thxgan22,0660931,Jose Carmichael,0,-2.1,5,0
ayglkd31,4503005,David Duran,0,-0.8,-0.4,0
glubxo12,2021214,Peter Kaczmarek,0,-2.1,1.2,0
ezhduq44,8213126,Charles Wilusz,0,-3.9,3.8,0
cuhyxx76,9665309,Charlotte Anchondo,0,1.7,3.8,0
wmqxax97,9429676,Elsie Starrick,0,-0.3,2.3,0
legkak25,5468928,Shawn Mcclure,0,0.4,0,0
nicrit08,1371604,Chester Bergstrom,0,1,3.8,0
aceknn72,6974429,Brittany Cortes,0,2.2,2,0
jwudey23,8440106,Eva Robinson,1,-2.6,-1.5,0
zugnrx57,6551215,Edie Holmes,1,-1.2,-0.8,0
etfkpz56,7378937,Joseph Meigs,0,1.1,1.9,1.7
cxbawi06,0689730,Sarah Brocato,0,-0.8,0.3,0
wcvrwh97,4410771,Lucille George,0,-0.3,2.3,0
szzdxd95,8186688,Randall Young,1,-3.2,-0.7,0
yagive07,1058154,Valerie Spencer,1,1.8,1.5,0
ujunom85,7671051,Joseph Harrison,1,-2.4,-0.4,0
jzhcac16,8028617,Gloria Hunt,1,-2.6,1.2,-0.8
aegqrd94,3515403,Sharon Logan,0,-1.2,0.9,0
txktmn11,0828270,Rose Gates,0,1.3,3,0
tjjwee74,3528371,Derek Zhang,1,-3.2,-1.7,0
bjfnsd30,4092156,Lola Senft,1,-1.9,-0.3,0
piykwq30,2465555,Roy White,1,-3.1,1.3,0
ddjuej13,1498514,Antonio Payne,1,-3,2.1,0
puzkzq95,0727737,Lisa Turcotte,0,-2.6,1.1,0
igfjvd75,6639131,Martha Pressley,1,-0.5,2.5,3.3
vtchjz57,1900439,Tim Lomago,0,-1.1,1.4,0
xujsim08,5368012,Joseph Cannon,1,0.2,1,0
ncmmnf16,8638274,Dora Levy,1,-1.5,-1.2,2.5
btfygm01,9406024,Emmett Worthington,1,-3.5,-0.3,0
nuzoxc75,9328544,Frances Hamilton,1,-2.4,1.3,0
