uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades
mjiptd28,1296178,Josh Reed,0,-1.8,-2,5
aqfidv55,7953495,Jim Gionest,1,0.8,2.7,2.5
roclyk72,3935858,Frank Liss,0,-1.4,2.9,0
kbcpzt88,5278753,Leslie Molder,1,-2.3,-1,0
jxgdak96,9061514,Louie Jackson,0,-2.1,2.1,0
kwrxld19,8283325,Suzann Wildes,0,-3.9,-1.8,0
aokumd25,4079192,Ronnie Bolton,1,0.8,2.2,0
hnvmis45,5117968,Donna Gharing,1,-1.5,2.5,1.2
xmrlnp66,1059436,Pat Holland,1,-0.1,3,0
nqtsvb86,2857951,Graciela Stewart,0,-0.3,1.7,2.1
cbibhr80,1035323,Liliana Krause,1,-1.3,2.3,0
brmsid35,7296819,Jeremy Jurgenson,1,-1.5,3.7,3.1
cmlgrt03,3974763,Paul Murphy,1,-2.1,-0.6,0
drugnd97,1719750,Carson Ross,1,-0.5,3,0
xjsmch24,1617043,Susan Danford,0,-0.6,2.3,0
orwmlt49,8359456,Angela Vietti,0,1.1,2.9,0
mquell61,4651869,Anthony Shambo,1,-1.2,0.6,1.7
irfyaq24,7854198,Raymond Mchenry,1,-0.2,2.3,0
immokh66,7383010,Ann Hill,1,-0.9,4.5,0
grshbf93,2256213,Gerald Edwards,0,-2.5,1.2,0
acqfrk98,6492977,Patricia Choate,1,0.6,2.2,0
umihxa25,8518690,Marina Peyton,1,-3.1,-0.2,0
oyldyb56,5951596,Armando Montanez,0,1.3,1.3,0
jeqmod88,6054474,David Perry,1,-1.6,4.3,1.7
fukfix10,4869346,Charles Allen,0,1.4,2.2,0
dptbpa19,2515523,Rebecca Perry,1,-2.2,2.4,1.2
hylcsx69,5487052,Larry Yi,0,-0.2,2.9,0
ikbcpl16,5733466,Susan Jones,1,1.1,2.2,0
vwdxdk94,0788162,Stanton Watts,1,-1.6,4.1,0
jydsmf56,5069247,Patrick Whiteman,1,0.3,1.7,0
ihnzfl70,4717682,Helen Wilson,1,1.3,2.9,2.5
gckgrg74,2058563,Jay Schmidtke,1,-0.8,0.6,0
lqgfts81,3692712,Young Sublett,1,-0.8,1.3,0
hzoous48,5209275,Jo Fenske,1,-2.6,2.7,0
knxsxz98,4274992,William Newman,0,-2.6,3.8,1.9
sjksgi96,7784876,Johnson Batey,1,-3.1,1.2,0.4
rgvzrl79,0920048,Betty Templeton,1,1.7,5,1.7
tmaqrc92,9451107,Judith Thacher,1,-2.9,-0.3,-1.4
exzasd52,6397353,Marie Mitchiner,0,-1,0.5,0
niomoh49,1531233,James Myers,0,-1.4,-0.7,0
dacrew57,4666932,Jesus Barger,0,0.1,-0.2,1.7
zfbdcv37,5410383,Bertha Smith,1,-2.3,-0.9,0
ndvfgb98,5911841,William Dixon,1,0.2,3.7,2.9
ggrgcu02,3822708,Lorraine Crandell,1,-1,1.5,0
ozzxmw84,4870169,Theresa Masters,1,-1.1,1.7,2.5
nzwxyj93,4655023,Brenda Jenkins,1,-3.9,0.4,2.5
gwmsqe32,8092217,Janice Pines,1,1.1,5,0
zcopjf02,4979077,Edith Trivino,0,-0.6,2.6,0
eunrbq90,6170605,George Frank,1,-4.2,3.3,0
ejrurx15,4311943,Burton Manville,1,-2.8,3.3,0
wrsizl25,9441224,Brandon Graves,1,-3.8,-1.2,0
bhfdns09,5726494,Richard Mieles,0,-2,1.2,0
aaitek92,9146568,Edward Leblanc,0,0.3,2.4,0
gfttiu20,4747862,Tracey Book,1,-2.5,1.3,0
vzytcs62,6329961,Juan Frisbie,1,-3.3,1.8,0
ptptjt47,3019343,Cora Kelly,1,-0.6,3.3,0
ylnaij39,2964477,Kathleen Chapman,0,-2.9,0,0
uprhwc33,3172930,Juan Dozier,1,-2.9,2.9,2.3
xmlpxt21,0515619,Fred Hess,0,-3.8,-0.5,3.6
eytved95,9813350,Sean Raap,0,-2.9,-0.2,-99
qhojyo42,2115636,George Wright,0,-2,0.9,-99
wajngm71,7891197,Sara Bashore,1,-3,-1.2,0
dojybo30,7595460,Anthony Lee,0,-0.8,-0.4,-99
fxmyqx87,1731800,Henry Herring,1,-1,0.7,-99
vkqveu09,8841526,William Wood,0,-0.3,3,0
gfsdbi77,0027317,Gordon Pryor,0,0,1.1,-99
jopttj49,1108518,Daniel Cartwright,0,0.1,1.2,4.8
ufdtzx70,2203053,Marc Casares,0,-1,0.6,-99
mqmfcy70,9926345,Willie Clary,0,-0.7,0,0
ecadcy02,7362878,Bulah Sabala,0,-2.6,-1.5,-99
srjlgm66,6514317,Earl Jude,1,-0.1,2.3,4.3
rxwwaz15,2767449,Monica Fontillas,1,-1.8,1.4,0
odxymn79,5989369,John Fernandez,0,-4.2,-1.8,-99
bxjtry22,5101421,Douglas Ruder,0,-2.8,-2.9,-99
drwzgw42,0529208,Helen Brewer,0,-0.9,-0.6,-99
ywdtdl43,2138141,Diana Mesias,0,-0.8,1,0
tyrksv54,8385934,Cameron Roy,1,-1.9,-0.2,5
udsisj45,1479280,Gina Serrano,1,-4.6,-1.8,-99
vlmmdh75,8076200,Catherine Roy,0,-0.7,2,0
txxnkq81,0090467,Timothy Miller,1,-0.4,3.3,5
yawyyl70,2926510,Russell Mason,1,-2.8,-2.9,-99
lvuzjd65,8024460,Harold Strickland,1,-4.7,-2.9,0
bteqvf79,1945880,Richard Karlin,1,-1.4,2.7,5
ekdpeu08,4316341,Eleanor Siegel,0,0.3,0,-99
qryobk19,6415088,Louis Beem,1,-3.1,-1.7,-99
qfqmwv85,7125499,Ralph Mcbain,1,-1.9,0.2,0
pebykr92,3783868,Shirley Thompkins,0,-2.5,-1.6,0
djxvzc46,3739923,Lois Williams,1,0.1,0.5,5
opfhij95,4158328,William Gonzalez,0,-0.1,0.6,0
gulfpy57,4397171,Nicolas Kramer,0,-0.5,0.8,0
cvbqln77,2491319,Jose Morrow,0,-3.1,-3.7,-99
nxwgre32,2622361,Tammy Doucet,0,-0.9,-1,0
faidug42,8333118,Regina Rodriguez,0,1,0.3,-99
zdgdlz56,8573418,Ricky Bernhardt,0,-2.1,-1.8,0
mdmkkl79,5871830,Ruben Farmer,0,-2.9,-1,0
tcbntp48,1321101,John Schwartz,0,-3.3,-3.6,-99
dfxlwk18,9732989,Charles Miller,0,-3.3,-3.6,-99
vxuutd41,8834961,Anthony Roberts,1,-3.3,-0.9,-99
xhgcjv08,2399848,Ralph Miranda,0,-0.8,-1.2,-99
fopzux79,6243622,Sheila Baxter,0,-1.2,0.8,0
tycnny97,7538180,Frank Johnston,0,-2.6,-0,0
rsaocb42,5632501,William Tracy,1,-1,1.4,-99
zbghdr93,4250459,Norbert Pathak,1,0.3,2.7,0
ihsgrw51,6446673,Wanda West,1,-0.7,2.9,1.7
cruudz68,2936834,Helen Petty,0,-3.3,0,-99
txanni63,6222599,Brian Mcelveen,0,2.6,2.1,-99
dfgury62,4027970,Carl Howard,0,-2.1,0.6,3.6
jjjhyf11,9768799,Amiee Julian,1,-1.7,2,0
onwzmj84,4030661,Jeffrey Seidlitz,0,-2,-0.9,0
tsjjdr75,6995955,John Smith,1,-0.7,2.2,0
ddkzbt52,6155513,Elizabeth Hughes,0,-0.3,1.3,0
rysudq40,6716176,Wynona Riblett,0,-2.8,-0.4,1.7
zawumn00,3871729,Virginia Johnson,0,1.4,0.9,-99
djhrvj43,1018483,David Robinson,1,0.2,1.2,2.5
slwrta91,0658669,Vicki Harr,0,-1.7,0.9,-0.3
zgakeu89,4321334,Karen Bethel,0,-2.5,-1.4,-99
yriiia23,9690206,Rayna Norman,1,-1,0.2,2.5
rggpwn72,4790187,Leonard Coyne,1,-1.7,-0.8,-99
dfuhuf77,8432894,Marybelle Grant,0,-3.3,-2.7,-99
jicnxb91,1219750,Patricia Poissant,0,1,1.2,-99
spwboy86,8519590,Amy Woolf,1,-1.5,-0.2,0
smanbz34,5743045,Sammy Raj,0,-1.9,-0.2,-99
qxehbd01,0970605,Sonya Jovich,0,-1.7,1.6,2.5
oeewkm53,5579253,Walter Jack,0,-1.2,-1.9,-99
kijhsu78,7679667,Tanya Pulliam,0,-3.2,-1.1,-99
einbeq63,1952739,Nichole Patrick,0,-3,3,-5
lglnug15,0981668,Christy Hall,0,-1.3,0.6,-99
mpnaog04,1398704,Kennith Gallegos,0,-2.1,1.7,-99
xkfdqv94,7502325,Anthony Willingham,0,1.2,0.4,5
ydmktm31,9637932,Ruth Alvarez,0,2,1.7,5
hkgjzk40,6327723,Loretta Wirt,0,-2.7,2.8,5
csqxah88,6524051,Samuel Howard,0,-3.8,2.1,5
cpqmxx57,9239005,Mildred Bergen,0,0.2,-1.1,5
mnlxpp28,9126517,Michael Countryman,0,-1.7,3.3,-5
mxfuha50,9121282,Neal Roberson,0,-1,2.5,5
hxmvzx50,5187614,Jack Mathis,0,-0.3,3,2.5
oaqoqb41,5795673,Darrel Harris,0,0.9,1.2,5
szzmft94,1560985,Terry Giles,0,0.8,2.1,5
lciyex40,0898898,Allen Colby,0,-1.9,1.2,-99
tkzths68,5998991,Kisha Nieto,1,-2.7,2.5,0
fpdmvw58,5345405,Mary Bittle,0,0.3,1,0
xqjrqg17,0134329,Wilfred Jernigan,0,2.5,5,0
stkcbw78,2512244,John Baldwin,0,2.2,3,2.5
tstvvi94,7656081,Rickey Yang,0,-4,-2.8,0
ojfiic82,7198481,Angela Bishop,0,-2.7,1.7,2.5
ddhcho58,6720474,Shelly Funk,0,-1.5,2.5,3.3
hacouh01,9978012,Eugene Egan,0,-0.9,1.5,2.5
nicaes34,5936119,William Goldfeder,0,-0.2,0.6,2.5
rwuvrc95,6013742,Kimi Susko,0,-1.6,0.4,2.5
wsanru94,2542912,Jacquiline Evans,0,-1.5,-0.4,1.7
zumhii97,3289554,Elizabeth Kern,0,-0.6,1.2,1.7
athlrn12,4242050,Mary Walters,0,3.7,0.6,0
exvjoz90,6145879,Randall Pelletier,0,0.1,2.7,0
aougvi32,0915474,Thomas Richards,0,-2.2,0.4,0
dpbohf19,0270865,Carol Martin,0,-3.2,-1.2,0
mjwpck99,3432207,David Cushing,0,-1.4,-0.6,0
kvnzor78,9212847,Elizabeth Rodriguez,0,0.1,2,1.7
reygwi04,7778796,Kenneth Garrow,0,-3.3,-4,0
afgdjq58,6644589,Michael Gandy,0,-1.9,0.9,2.5
pgvoxi48,4558010,Richard Aste,0,-2.9,-2.7,0
zwbfuj88,7208836,Jean Landfair,0,-0.4,-1,0
ortgyz97,9603179,John Webber,0,0.3,1.8,5
rnijfg82,5980207,Vicente Genovese,0,-0.4,-0.8,0
qtpzvq77,5612059,Lincoln Almanza,0,-2.4,-1.8,0
mycpiv05,6676822,Leonard Gustafson,1,-5,-5,0
xuhmdc07,0754857,Woodrow Fowles,0,-3.4,-3.3,0
oldpzj49,9850183,Virginia Russell,0,-0.6,0.6,5
xundbw80,6426605,Christopher Stordahl,0,-0,1.1,-99
wbfkya93,0325025,William Saenz,0,3.2,2.5,0
zoqdsp66,5779267,Francisco Delosantos,0,-0.3,3.8,0
ybpuwi41,0231272,Scott Naquin,0,-2.7,2,0
cojvkf21,4383782,Blanca Newton,0,-2.7,0,0
mmhebw44,6641371,Joseph Mangual,0,-2.1,1.7,0
qsqxmg97,2679081,Donald Henry,0,1.1,5,0
ubcmbu99,4032906,William Murphy,0,-0.4,1.2,0
mvnwsa84,9447338,Carol Phan,0,2.8,1.7,0
iiaeeq11,9889059,Gus Vann,0,2.1,5,0
oephrv54,4999014,Clayton Schwab,0,-2.9,-0.4,0
lbmxxd75,0759373,Sandy Rojas,0,0.3,3.8,2.5
sezucl58,8825735,James Latham,0,-3.1,1.2,0
yxjxqn12,4107304,Jeff Halbert,0,-3.3,-3.3,5
jbtubl46,9431231,Gabriela Johnston,1,-3.7,-1.8,0
kxhczn52,4900982,Gladys Kester,1,0.9,4.4,2.5
auzlcv23,8042502,Brian Du,1,-1.5,1.8,0
flzhim56,6193682,John Mitchell,1,-3,1.1,0.7
nndxlj52,2546896,Lauren Askew,1,-2.1,-0.5,0
yookzd80,7928086,Francis Seiberling,1,-0.7,0,0
wirtoz60,3200914,Rubye Dee,1,-3.6,1,0
uorpbn52,1198815,Julie Collins,1,0.3,0.7,2.5
zaavxr48,6368379,Dayna Dixon,1,-4,-2,0
qissxs16,3618264,Suzanne Smith,0,-0.4,2.5,0
qlpshy91,0127066,James Mclaughlin,1,-1.2,1.3,1.7
sebosa93,3726860,Edward Ogorman,1,0.3,2.4,0
ecmcdq37,8232689,Peggy Teodoro,0,-2.2,1,0
mvykad03,7167409,Eugene Suarez,1,-1.1,0.8,1.7
befimo85,8785356,Steven Kilgore,1,-3.5,-1,0
rckgag60,3060558,Harriet Davis,1,-0.6,0.3,0
ptrfde58,0568492,Gilbert Aponte,1,0.2,2.3,2.5
mecydk38,5551982,David Martin,1,1.7,-1.8,0
pslgku26,5715469,Steven Susanin,1,-2,1.8,0
lvgfep89,7668165,Craig Small,1,-1.5,1.5,0
accjdq08,7823309,Tabitha Capp,1,-3.9,0.9,0
hszlcv60,2697173,Reginald Killian,1,-0.1,0.2,0
elpwtg37,4903852,Lewis Spangler,1,0.7,4,0
xpxeqq50,5141333,Dianne Tetterton,0,-1.1,0.3,0
lmvmad21,8718490,Nicholas Minor,0,-2.8,-2.3,2.5
pcfwft10,0023093,William Maertz,1,-0.3,2.3,1.7
czxicf05,9145558,Carol Schnarr,1,-1.8,0,0
frriag97,1764071,Elsa Moreno,1,-1.8,2,0
akobrw68,5614160,Sarah Lomax,1,-1.3,1.9,5
ssatcf39,9983027,Justin Bales,1,-2.2,0.6,5
kprvmq41,2578415,Louise Larson,1,-2.4,-0.4,5
xtyzja23,0078331,Debra Braun,1,-2.4,-0.7,5
siurph95,1937983,Patricia Mazur,0,-0.6,1.1,5
yjydgj24,2516847,Tom Arce,1,0,2.6,5
vohmas62,9002712,Richard Birge,1,-2.6,-1.2,2.5
fcrkdq91,0331427,Ernest Machado,1,-0.2,2.2,5
wysdjh27,4094411,Charles Wendt,1,-4.3,2.7,5
ricmzl72,3973183,Steven Lacy,1,1.2,2.2,5
izmjrw62,4817333,William Ewers,0,-0.7,2.6,5
dxfjzn71,1377142,Theresa Sparaco,1,-1.6,1.6,5
cjncif26,6953436,Alma Renteria,0,1.4,1,2.5
izrpoe37,0804353,Paula Maldonado,1,-1.1,0.8,5
noejco72,9245523,Jack Johnson,0,-3.5,-0.7,5
oyixts25,2806111,Shirley Constantine,0,-2.1,3.2,5
gvxdbi56,2854839,Joe Hartsook,0,-1.9,4,5
bzlegc32,2387205,Della Dino,1,-3.9,2,5
zklmvs73,2437639,Stacie Mavai,0,0.1,2,5
kbztwu03,2104295,Stephan Choi,1,-2.9,0.8,5
vhfvbj49,4693409,Marisol Ford,0,-3,1,5
yxyfkn53,5986814,Mary Rieke,0,-1.2,2.3,5
kimerl46,4761559,Mary Sundquist,0,-1,1.6,5
vmzrwv75,5204447,Dianne Webb,0,0.7,4.3,5
claehj95,1369127,Ben Davis,1,-3,0.8,5
ydmzlv03,2281213,Jayne Mccormick,0,-1.6,1.8,5
okhfxt27,8072991,Augustine Luke,1,-0.3,2.1,5
ndfluz43,5280581,Christopher Aynes,1,-1.9,1.6,2.5
pjosuc15,2018546,Harriet Dehart,0,-1.2,4.5,-99
ssntsh13,2070951,Lucy Ferguson,0,0.4,3,-99
guwywc20,5202469,Raymond Reider,0,-0.6,1.7,5
yeampc19,3448592,David Dougherty,0,-3.5,1.6,-99
ppajkv66,9551619,Robert Walker,0,0,3.2,-99
pwwanq01,8240686,Eldon Cutler,0,-2,-0.5,-99
vkyrjg94,3974015,Kimi Heard,0,1,5,0
vgasil49,7191880,Louise Stroud,0,-1.8,2.5,-99
lbtgnn85,6170249,Christina Tes,0,0.1,3.3,-99
fnydda88,3561908,Wallace Wertheimer,0,-3.3,-4.7,-99
hvrqfl21,2824018,Dana Kane,0,-1.2,-1.2,-99
ucudkn31,5673444,David Nollman,0,-5,-1.7,-99
xmbufu15,0277457,George White,0,-2.3,-0.2,5
olrusw27,9738139,Kristin Parker,0,-3.6,-1.7,5
sbgekm61,3384487,Kathryn Rogers,0,0,1.9,2.5
vtbhkh51,3778979,Lawanda Andrews,0,-4.3,-2.5,5
wruahj56,1083179,Sindy Orielly,0,-4.3,-2.1,5
vrvfya50,4216289,Allen Garner,0,-1.3,1,5
jdlern03,7381446,Daniella Stephenson,0,-2.2,0.4,5
pqffnb47,9949053,Cecil Rodgers,0,-4.1,-2.1,5
dychyc08,5164724,Alan Reese,0,-3,0.3,5
dkanmp99,4271392,Teresa Crowley,0,-1,1.7,5
idriar93,6585743,Lori Harris,0,-2.7,1.7,5
klpgnc24,1193042,Amanda Lewis,0,-3.5,1.4,5
pkamxz24,0807793,Michael Lemos,0,-2.1,0.4,5
atsvpd33,4898592,Gordon Baugh,0,-0.5,3.3,5
wpywmc77,3410970,Chad Mcgraw,1,-2.9,-0.7,-5
wocanz81,7740147,Jessica Person,0,-0.5,1.3,5
qeuaop39,7642207,Salvador Holder,0,-3.4,0.4,5
botplq97,2723008,Maria Neu,1,-1.9,1.2,5
tmdxhs26,6805801,Jody Bell,0,-2.9,1.7,5
rndyje70,2492808,David Dwelle,0,-1.7,1.2,5
afrnxx43,8040824,Robert Neal,0,-2.9,0.6,5
yckzjj39,9823093,Lee Whitesell,0,-3.3,-2.5,2.5
zbzurd98,8237790,Donna Espinoza,0,-2,1.7,5
osqanb60,9448902,James Hall,1,-3.2,1.9,2.5
pzkllq79,5747793,Eduardo Grimes,0,-2.9,0.6,5
frcjpl30,8890500,Raymond Mclean,1,-0.7,2.2,3.9
jadfxq46,3300258,Richard Mcdougall,0,-2.5,0.6,5
snzmgd98,4877057,Grace Willie,1,-3.1,0.4,5
oolutt21,8084649,Christopher Chronis,1,-2.1,1.7,5
xgcchv93,7100573,Martha Winstead,1,-3.7,1.1,5
uzzhka14,5657298,Bobby Brewer,0,-2.1,0.4,5
ibteot96,0087812,Timothy Motl,0,-3.8,0.6,5
pbxckz27,8444830,Wendy Lyman,0,-2.4,-1.7,5
tfpwxp72,1542884,Mary Kline,0,-2.9,-0.9,5
cipmrn56,1635708,Marilyn Moore,0,-2.9,-0.7,5
vtqoee21,7985524,Mario Crawford,0,-0.8,1.5,5
xjwcff32,7746165,Dorothy Viard,0,-2.9,0,5
gcrwdz82,8540937,Arlene Carter,0,-2.6,1,5
hrlezk77,9383068,Eleanor Dyer,1,-3.5,1.8,5
earsdz31,3566107,Debra Dunnigan,0,-0.1,0,2.5
dwbmfi49,9900971,Katherine Jondle,0,-0.9,-0.4,5
iochqc00,8381000,Raymond Boon,0,0,1.6,2.5
npqaul42,9007179,Emily Hill,0,-3,0.5,3.9
xnvzbe96,9295561,Leonard Schultz,0,-1,2.5,2.5
odivgh95,3211895,Linda Solis,0,0.2,3,5
tvosuu60,4746893,Steven Coleman,1,-2.6,-0.6,5
waxphv22,0697088,Benjamin Hutchinson,1,0,-2.8,5
slniux26,2854691,Tom Anderson,0,-0.8,-1.1,2.5
dmaczs70,8290913,Ronald Shaw,0,5,0,-99
xitcie29,4745245,Amy Badman,0,-5,0,-99
fforxn05,5992002,Guy Sanchez,0,-2.9,0,-99
konorc60,9733306,Dani Saunders,1,-0.3,-0.1,0
qzwpht91,0779867,Conchita Nelson,1,-3.5,-1.7,5
xutcmq14,1952050,Sarah Kellogg,1,-0.3,3,5
dcbhlm72,4543289,Dayle Blake,0,-1.6,1.6,2.5
nhqopc12,3953905,James Jacques,1,-1.9,0.5,5
qgbwkr81,0448818,Christopher Himes,1,-0.6,3.6,5
zxwylb69,6150584,Joe Gruber,0,-1.6,0.5,5
